Gene	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_3
A1BG	0.923143663	0	1.039090291	4.43392879	0	2.183647204	4.582931748	0
A1BG-AS1	5.538861981	7.603629529	2.078180582	4.43392879	1.275064283	5.459118011	12.60306231	0
A1CF	0	0	0	0	1.275064283	6.550941613	1.145732937	0
A2M	0.923143663	0	7.273632036	8.86785758	0	8.734588817	2.291465874	0
A2M-AS1	0.923143663	0	5.195451454	2.955952527	3.825192848	0	1.145732937	2.023658977
A2ML1	0	0	2.078180582	0	0	2.183647204	1.145732937	1.011829489
A3GALT2	0	0	0	2.955952527	0	0	0	0
A4GALT	198.4758876	269.9288483	206.7789679	171.4452465	200.1850924	204.1710136	197.0660652	146.7152759
AAAS	1609.039405	1510.841187	1520.189095	580.8446715	703.8354841	611.4212172	658.2235723	995.6402168
AACS	1774.282121	1633.259623	1659.427194	1392.25364	1264.863769	1448.84992	1629.805103	1869.860895
AACSP1	0.923143663	2.281088859	1.039090291	0	2.550128566	0	0	0
AADAC	3.692574654	0	2.078180582	5.911905053	5.100257131	6.550941613	2.291465874	5.059147443
AADACL2	0	1.520725906	2.078180582	0	0	4.367294409	0.572866468	0
AADACL2-AS1	17.53972961	17.48834792	46.75906309	22.16964395	21.67609281	32.75470807	10.8844629	24.28390773
AADACL3	0.923143663	0	0	0	0	1.091823602	0	0
AADACL4	0	0	0	8.86785758	1.275064283	7.642765215	0	0
AADACP1	5.538861981	6.082903623	9.351812617	29.55952527	12.75064283	19.65282484	5.155798216	9.106465398
AADAT	60.00433813	60.82903623	50.91542425	51.72916922	75.22879269	53.49935651	53.84944804	52.61513341
AAGAB	3403.630687	3258.915616	3583.822413	6721.836046	6164.935807	5282.242587	1787.916248	4574.481118
AAK1	317.5614202	361.9327656	309.6489067	180.3131041	161.9331639	269.6804297	653.6406405	170.9991836
AAMDC	116.3161016	113.29408	107.0263	580.8446715	615.8560486	666.0123973	130.6135548	278.2531094
AAMP	1838.902178	1920.676819	1642.80175	2094.292365	1989.100281	1808.059885	1339.93467	2019.611659
AANAT	12.00086763	14.44689611	5.195451454	5.911905053	16.57583568	6.550941613	12.60306231	4.047317955
AAR2	1225.934785	1207.456369	1189.758383	1430.681023	1304.390761	1245.77073	789.4099936	1251.633077
AARS1	4576.946283	4667.107805	4507.573681	2233.222134	2356.318795	2585.43829	5987.027462	3412.900865
AARS2	204.0147496	241.0350561	154.8244533	51.72916922	58.65295701	45.85659129	314.5036912	113.3249027
AASDH	156.9344228	135.3446056	149.6290019	258.6458461	169.5835496	170.3244819	104.8345637	168.9755246
AASDHPPT	2627.266866	2313.784466	2564.474838	3340.226355	3223.362507	3211.053214	988.7675246	2670.21802
AASS	154.1649918	180.2060198	167.2935368	104.9363147	137.7069425	140.8452447	608.957056	135.5851515
AATBC	17.53972961	21.29016268	12.46908349	11.82381011	2.550128566	17.46917763	48.12078335	12.14195386
AATF	1017.304317	1035.614342	969.4712413	268.9916799	312.3907493	389.781026	985.9031922	562.5771957
AATK	21.23230426	23.57125154	41.56361163	4.43392879	5.100257131	9.82641242	29.78905636	11.13012437
ABALON	1233.319934	1287.294479	1342.504656	1206.028631	1263.588704	1410.636094	1076.988961	1689.755246
ABAT	92.31436635	105.6904505	87.28358443	57.64107427	57.37789273	63.32576893	217.1163915	104.2184373
ABCA1	0.923143663	9.124355435	6.234541745	2.955952527	3.825192848	3.275470807	13.17592877	6.070976932
ABCA10	12.00086763	9.884718388	6.234541745	32.51547779	5.100257131	18.56100124	4.582931748	3.035488466
ABCA11P	46.15718317	48.66322899	43.64179221	57.64107427	75.22879269	74.24400495	58.43237978	57.67428085
ABCA12	4.615718317	2.281088859	8.312722326	14.77976263	1.275064283	8.734588817	2.864332342	0
ABCA13	234.4784905	229.6296118	229.6389543	474.4303805	487.074556	445.4640297	545.9417445	414.8500903
ABCA17P	14.77029862	5.32254067	7.273632036	0	5.100257131	5.459118011	8.020130559	17.20110131
ABCA2	1139.159281	1291.856657	1265.611974	280.81549	311.115685	464.0250309	2132.781862	589.8965919
ABCA3	68.3126311	75.27593234	61.30632716	23.64762021	12.75064283	37.12200247	107.1260296	42.49683852
ABCA4	5.538861981	7.603629529	6.234541745	70.94286064	52.27763559	67.69306333	32.08052223	25.29573722
ABCA5	86.77550437	85.92101368	82.08813297	169.9672703	198.9100281	196.5282484	157.5382788	109.2775848
ABCA6	0	0	1.039090291	0	1.275064283	4.367294409	0.572866468	1.011829489
ABCA7	312.9457019	363.4534915	341.8607057	127.1059586	122.4061711	150.6716571	515.5798216	180.105649
ABCA8	2.76943099	7.603629529	2.078180582	23.64762021	33.15167135	31.66288446	27.49759049	16.18927182
ABCA9	2.76943099	0	0	0	0	3.275470807	0	0
ABCA9-AS1	2.76943099	0	0	0	0	0	0	0
ABCB1	0	2.281088859	2.078180582	7.389881317	1.275064283	3.275470807	1.145732937	3.035488466
ABCB10	750.5157984	672.1608504	643.19689	530.5934785	577.6041201	388.6892024	765.9224683	857.0195769
ABCB11	0	0	1.039090291	0	0	2.183647204	0	1.011829489
ABCB4	76.62092407	77.5570212	70.65813977	116.7601248	150.4575854	133.2024795	95.66870023	112.3130732
ABCB5	41.54146486	61.58939919	39.48543105	180.3131041	202.735221	171.4163055	19.47745993	43.50866801
ABCB6	1532.418481	1467.500499	1434.983692	412.3553775	524.0514202	488.0451502	764.7767354	819.5818858
ABCB7	638.8154151	610.5714512	654.6268832	928.1690934	961.3984692	837.4287029	331.1168188	588.8847624
ABCB8	766.2092407	777.0909379	733.5977453	449.304784	422.0462776	478.2187378	666.2437028	590.9084214
ABCB9	152.3187045	207.5790861	141.3162795	146.3196501	122.4061711	105.9068894	190.764534	208.4368747
ABCC1	3699.03666	3482.462324	3330.284382	350.2803744	479.4241703	645.2677489	3355.851772	1093.787677
ABCC10	180.0130144	198.4547307	162.0980854	107.8922672	114.7557855	110.2741838	386.6848662	186.1766259
ABCC11	3.692574654	3.041451812	7.273632036	0	0	4.367294409	11.45732937	6.070976932
ABCC12	0	0	0	0	0	0	0	4.047317955
ABCC2	89.54493536	119.3769836	120.5344737	72.4208369	85.42930695	50.2238857	233.1566527	112.3130732
ABCC3	306.4836963	302.6244553	249.3816698	175.8791753	279.2390779	229.2829565	618.1229195	307.5961645
ABCC4	706.2049026	574.0740294	686.8386822	469.9964517	422.0462776	410.5256744	418.7653885	514.0093802
ABCC5	676.6643053	628.0597991	681.6432308	598.5803866	649.0077199	664.9205737	1366.859394	629.3579419
ABCC5-AS1	0	1.520725906	2.078180582	0	3.825192848	1.091823602	0.572866468	0
ABCC6	1.846287327	1.520725906	0	0	3.825192848	6.550941613	5.155798216	2.023658977
ABCC6P1	0	0	0	2.955952527	2.550128566	0	0.572866468	0
ABCC8	5.538861981	3.801814765	0	8.86785758	7.650385697	4.367294409	5.728664685	7.08280642
ABCC9	0	1.520725906	1.039090291	7.389881317	15.30077139	4.367294409	1.718599405	0
ABCD1	254.7876511	239.5143302	219.2480514	180.3131041	198.9100281	262.0376645	478.9163676	296.4660402
ABCD2	4.615718317	8.363992482	12.46908349	29.55952527	22.95115709	26.20376645	24.63325814	27.31939619
ABCD3	1535.187912	1402.869648	1419.397337	3056.454913	2856.143993	2579.979172	1166.35613	2023.658977
ABCD4	345.2557301	320.8731661	287.8280105	271.9476324	269.0385637	269.6804297	310.4936259	318.7262889
ABCE1	3186.691926	3121.289922	3279.368958	4370.375811	4006.251977	3841.035432	1877.856284	3201.428502
ABCF1	798.5192689	948.9329652	883.2267472	224.652392	244.8123423	375.5873191	1391.492652	420.9210673
ABCF1-DT	4.615718317	7.603629529	6.234541745	1.477976263	3.825192848	3.275470807	3.437198811	0
ABCF2	567.733353	484.351201	521.623326	365.060137	385.0694134	327.5470807	465.1675724	407.7672839
ABCF3	2113.075846	1950.330974	1867.245253	1163.167319	1213.861197	1358.228561	2267.978349	1736.299402
ABCG1	1864.7502	1762.521325	1711.381709	872.0059953	921.8714765	776.2865811	1381.181055	1207.11258
ABCG2	365.5648907	342.9236918	343.9388863	2083.946531	2084.730102	1662.847346	438.2428484	866.1260423
ABCG4	21.23230426	15.96762201	15.58635436	2.955952527	1.275064283	7.642765215	28.07045695	17.20110131
ABCG5	0.923143663	2.281088859	0	4.43392879	7.650385697	9.82641242	0	0
ABCG8	0	0	0	0	0	2.183647204	0	0
ABHD1	379.4120457	386.2643801	331.4698028	592.6684816	524.0514202	465.1168545	203.3675963	440.1458276
ABHD10	2013.37633	1814.226006	1957.646108	7039.600942	7200.288005	5930.785807	1245.984569	3456.409533
ABHD11	1812.131011	1876.575768	1815.290738	2281.995351	2129.357352	1982.751662	1314.728545	2071.214963
ABHD11-AS1	13.84715495	5.32254067	2.078180582	47.29524043	31.87660707	32.75470807	5.728664685	25.29573722
ABHD12	1497.339022	1393.745293	1434.983692	2066.210816	1843.742953	1864.834713	1304.416949	1972.055673
ABHD12B	0	0.760362953	0	0	3.825192848	7.642765215	0.572866468	1.011829489
ABHD13	428.3386599	384.7436542	347.0561571	662.133366	819.8663338	637.6249837	161.5483441	364.2586159
ABHD14A	110.7772396	82.87956187	108.0653902	264.5577511	230.7866352	268.5886061	71.03544209	178.08199
ABHD14B	452.3403951	441.0105127	490.4506173	447.8268078	511.3007774	560.1055079	525.8914181	472.5243712
ABHD15	334.1780062	328.4767957	303.4143649	223.1744158	195.0848353	222.7320148	354.604344	248.9100542
ABHD16A	336.9474372	318.5920773	317.961629	523.2035972	446.272499	481.4942086	388.4034656	522.1040161
ABHD16B	52.61918882	57.78758442	59.22814658	17.73571516	21.67609281	26.20376645	78.48270618	32.37854364
ABHD17A	1959.833998	1897.105568	1837.111634	2630.797749	2807.691551	2786.333833	1143.441471	2369.704662
ABHD17B	814.2127112	771.7683972	767.8877249	1340.524471	1290.365054	1316.739264	489.2279641	996.6520463
ABHD17C	712.6669082	764.1647677	786.5913501	490.6881194	466.6735275	525.1671526	523.0270857	550.4352418
ABHD18	103.3920903	116.3355318	128.8471961	239.4321547	186.1593853	168.1408347	161.5483441	152.7862528
ABHD2	723.7446322	641.7463323	642.1577997	359.148232	336.6169707	384.321908	807.7417205	407.7672839
ABHD3	506.8058712	450.1348681	453.0433668	1377.473877	1382.169683	1191.17955	512.1426228	933.918618
ABHD4	1157.622154	1208.216732	1106.63116	889.7417105	960.123405	1134.404723	1094.174955	831.7238397
ABHD5	495.7281473	475.2268456	454.0824571	843.9244463	573.7789273	657.2778085	374.6546704	748.7538216
ABHD6	343.4094428	282.0946555	316.9225387	319.2428729	262.6632423	234.7420745	309.9207594	373.3650813
ABHD8	126.4706819	144.4689611	123.6517446	393.141686	297.0899779	413.8011452	135.1964866	265.099326
ABI1	4335.082644	4150.82136	4298.716533	6829.728313	6523.228871	6455.95296	4994.249872	7339.811111
ABI2	1168.699878	1102.526282	1202.227466	908.9554019	827.5167195	943.3355923	713.7916197	957.1906962
ABI3	0	0	0	0	5.100257131	0	0	5.059147443
ABI3BP	1.846287327	2.281088859	13.50817378	2.955952527	15.30077139	7.642765215	14.89452818	9.106465398
ABITRAM	655.4320011	680.5248429	607.8678201	721.2524165	682.1593913	588.4929216	350.0214122	596.9793983
ABL1	1417.948667	1584.596394	1353.934649	363.5821608	423.3213419	683.481575	2965.156841	842.853964
ABL2	213.2461863	212.9016268	232.7562251	310.3750153	270.313628	400.699262	981.893127	348.0693441
ABLIM1	3888.281111	4174.392611	4143.89208	1902.155451	2193.110566	2669.508707	6660.145562	2961.624913
ABLIM2	5.538861981	6.843266576	9.351812617	14.77976263	17.85089996	15.28553043	13.74879524	13.15378335
ABLIM3	34.15631555	38.7785106	34.2899796	22.16964395	19.12596424	27.29559005	84.21137086	52.61513341
ABO	1.846287327	0	0	0	0	2.183647204	1.718599405	2.023658977
ABR	885.2947733	899.5093733	859.3276705	270.4696562	372.3187706	469.4841489	1857.805957	624.2987945
ABRA	0	0	0	0	5.100257131	0	0	0
ABRACL	1106.849253	982.3889352	1061.950277	3924.026979	4386.221133	3720.934836	557.9719403	2361.610026
ABRAXAS1	564.0407784	512.4846303	466.5515406	1058.231005	994.5501406	940.0601215	232.5837862	636.4407483
ABRAXAS2	516.0373079	418.1996241	527.8578677	660.6553897	585.2545058	556.8300371	439.3885813	547.3997533
ABT1	767.1323843	663.7968579	706.5813977	1763.225682	1767.239096	1364.779503	345.4384805	1009.80583
ABTB1	154.1649918	153.5933165	140.2771893	254.2119173	238.4370209	194.3446012	116.8647596	186.1766259
ABTB2	424.6460852	429.6050684	403.1670328	258.6458461	307.2904922	378.86279	832.9478452	346.0456851
ACAA1	753.2852294	757.3215011	751.2622802	1843.0364	1847.568146	1743.642293	793.9929253	1299.189063
ACAA2	652.6625701	585.4794737	600.5941881	1770.615563	1676.709532	1549.297691	440.5343143	978.4391155
ACACA	1416.10238	1567.868409	1518.110915	331.066683	397.8200562	329.7307279	1564.498325	478.5953481
ACACB	84.92921704	111.0129911	121.573564	76.85476569	45.90231418	65.50941613	299.0362965	86.00550653
ACAD10	229.8627722	266.8873965	237.9516766	144.8416738	189.9845781	218.3647204	371.2174716	160.8808887
ACAD11	23.07859159	23.57125154	29.09452814	4.43392879	20.40102852	34.93835527	32.6533887	36.42586159
ACAD8	295.4059723	282.0946555	237.9516766	702.0387251	712.7609341	685.6652222	376.9461363	561.5653662
ACAD9	1140.082424	1158.032777	1153.390223	694.6488438	628.6066914	639.8086309	828.3649134	777.0850473
ACADL	0	0.760362953	0	0	0	0	0	0
ACADM	513.2678769	461.5403124	450.9651862	641.4416983	680.884327	555.7382135	470.8962371	436.0985096
ACADS	355.4103104	295.0208257	324.1961707	289.6833476	299.6401065	192.160954	186.7544687	308.607994
ACADSB	828.9830098	685.0870206	817.7640589	866.0940903	938.4473121	748.9909911	719.5202844	739.6473562
ACADVL	2465.716725	2386.018946	2112.470561	2679.570965	2719.712115	2486.082342	3456.676271	2633.792159
ACAN	0	0	0	0	3.825192848	0	0	0
ACAP1	18.46287327	28.13342926	23.89907669	29.55952527	22.95115709	28.38741366	26.35185755	44.5204975
ACAP2	1519.49447	1516.924091	1506.680922	993.2000489	938.4473121	940.0601215	2008.469838	1333.591266
ACAP3	323.1002822	341.4029659	341.8607057	78.33274196	109.6555283	87.34588817	418.7653885	196.2949208
ACAT1	1915.523102	1773.926769	1845.424356	2679.570965	2677.634994	2444.593045	1232.80864	1641.187431
ACAT2	2546.030224	2404.267657	2478.230344	3431.860883	3661.98462	3134.625562	1047.199904	3300.587792
ACBD3	690.5114603	623.4976214	674.3695987	404.9654961	476.8740418	421.4439104	1066.104498	504.9029148
ACBD3-AS1	84.00607338	86.68137663	78.9708621	38.42738285	66.30334271	52.4075329	126.0306231	57.67428085
ACBD4	170.7815777	118.6166207	139.238099	112.326196	79.05398553	101.539595	112.8546943	143.6797874
ACBD5	1861.057626	1773.166406	1893.22251	1198.63875	1166.683819	1158.424842	1728.911002	1716.062813
ACBD6	1486.261298	1383.100211	1257.299252	1030.149456	942.272505	873.4588817	805.4502547	1215.207216
ACBD7	74.77463674	95.80573207	110.1435708	301.5071577	312.3907493	301.3433142	234.8752521	182.129308
ACBD7-DCLRE1CP1	0	0	0	2.955952527	1.275064283	0	0	0
ACCS	168.0121468	147.5104129	173.5280786	317.7648966	327.6915207	245.6603105	299.0362965	357.1758095
ACCSL	0	0	0	0	8.92544998	0	0	0
ACD	1034.844047	1002.158372	1080.653902	682.8250336	638.8072057	711.8689886	842.6865751	837.7948166
ACE	1.846287327	0	1.039090291	5.911905053	2.550128566	0	1.718599405	0
ACE2	1.846287327	6.843266576	3.117270872	62.07500306	76.50385697	57.86665092	24.06039168	20.23658977
ACER1	0	0	0	1.477976263	3.825192848	4.367294409	0	3.035488466
ACER2	52.61918882	29.65415516	42.60270192	234.9982259	186.1593853	217.2728968	99.67876551	134.573322
ACER3	1345.943461	1362.570412	1368.481913	2231.744158	1880.719817	1769.846059	1572.518456	1674.577804
ACHE	10.1545803	12.9261702	15.58635436	72.4208369	49.72750703	88.43771178	33.79912164	35.4140321
ACIN1	1021.920035	1177.802214	1114.943882	920.779212	1231.712097	1020.855068	1822.288236	886.362632
ACKR1	0	0	1.039090291	0	0	0	0	0
ACKR2	2.76943099	3.801814765	6.234541745	5.911905053	3.825192848	4.367294409	6.301531153	8.094635909
ACKR3	25.84802258	33.45596993	45.71997279	94.59048085	116.0308497	122.2842434	44.68358454	73.86355267
ACKR4	0.923143663	0.760362953	5.195451454	13.30178637	6.375321414	8.734588817	4.010065279	0
ACLY	3693.497798	3672.553063	3427.958869	2069.166769	2031.177403	2153.076143	4744.480092	2472.91127
ACMSD	4.615718317	5.32254067	8.312722326	17.73571516	19.12596424	12.01005962	1.718599405	0
ACO1	1414.256092	1383.100211	1454.726407	1342.002447	1225.336776	1373.514092	963.5614	1357.875174
ACO2	3832.892491	3772.160609	3727.216873	1442.504833	1697.11056	1599.521577	3331.218514	2421.307966
ACOD1	0	0	0	0	0	0	0	3.035488466
ACOT1	3.692574654	0.760362953	0	0	0	1.091823602	2.864332342	2.023658977
ACOT11	1915.523102	1851.48379	1741.515327	808.453016	983.074562	1182.444961	2119.033067	1603.749739
ACOT12	0	0	0	0	1.275064283	1.091823602	0	0
ACOT13	984.9942889	923.8409878	927.9076297	1915.457237	1808.041153	1678.132877	307.6292936	1073.551087
ACOT2	1.846287327	0	3.117270872	0	0	0	1.145732937	4.047317955
ACOT4	0	0	2.078180582	1.477976263	1.275064283	2.183647204	0	0
ACOT6	0	1.520725906	0	1.477976263	0	1.091823602	1.145732937	0
ACOT7	5229.608854	5005.469319	5114.402411	3706.764468	4022.827812	4132.552334	3268.203203	4541.090745
ACOT8	429.2618035	468.383579	498.7633396	1553.353053	1672.884339	1273.06632	231.4380533	641.4998958
ACOT9	2080.765817	2104.684654	1962.841559	5317.758595	5239.239138	4551.812597	1325.040142	3035.488466
ACOX1	581.580508	545.9406002	673.3305084	874.9619479	803.2904982	657.2778085	595.7811272	797.321637
ACOX2	19.38601693	20.52979973	8.312722326	78.33274196	63.75321414	29.47923726	19.47745993	50.59147443
ACOX3	147.7029862	140.6671463	158.9808145	116.7601248	80.32904982	96.08047699	95.66870023	150.7625938
ACOXL	110.7772396	110.2526282	100.7917582	220.2184632	224.4113138	157.2225987	64.73391094	110.2894143
ACOXL-AS1	1.846287327	3.801814765	0	1.477976263	6.375321414	0	1.145732937	0
ACP1	3961.20946	3950.08554	3883.080417	8270.755169	8382.272595	7636.214274	1587.412984	4551.20904
ACP2	516.9604515	520.0882598	554.8742153	301.5071577	293.264785	333.0061987	718.3745515	442.1694865
ACP3	3.692574654	7.603629529	9.351812617	16.2577389	19.12596424	22.92829565	7.44726409	9.106465398
ACP4	1.846287327	0	3.117270872	0	6.375321414	3.275470807	4.010065279	0
ACP5	2.76943099	3.801814765	1.039090291	17.73571516	11.47557855	4.367294409	6.874397622	15.17744233
ACP6	2.76943099	0	7.273632036	19.21369142	17.85089996	10.91823602	11.45732937	16.18927182
ACP7	89.54493536	122.4184354	151.7071825	82.76667074	96.90488549	98.2641242	229.1465874	113.3249027
ACR	0	1.520725906	2.078180582	0	0	0	0.572866468	0
ACRBP	0.923143663	1.520725906	0	0	0	1.091823602	1.718599405	0
ACRV1	0	3.041451812	2.078180582	1.477976263	0	0	0.572866468	0
ACSBG1	2214.621649	2140.421712	2260.021382	2274.605469	1903.670974	1927.068658	1039.179774	1857.718941
ACSBG2	4.615718317	3.041451812	0	0	3.825192848	10.91823602	8.592997027	0
ACSF2	178.166727	186.2889235	148.5899116	345.8464456	328.966585	376.6791428	514.4340887	292.4187222
ACSF3	456.9561134	461.5403124	484.2160755	251.2559648	337.8920349	353.7508471	615.2585871	518.0566982
ACSL1	1220.395923	1208.977095	1208.462008	632.5738407	563.578413	647.4513961	827.2191805	866.1260423
ACSL3	3620.569448	3492.347043	3180.65538	1466.152453	1266.138833	1430.288919	2371.094313	1527.862528
ACSL3-AS1	4.615718317	0	0	4.43392879	0	7.642765215	1.145732937	0
ACSL4	2452.792714	2447.608345	2387.829488	2140.109629	2163.784088	1798.233473	2158.560853	2158.232299
ACSL5	14.77029862	4.562177717	10.39090291	14.77976263	17.85089996	16.37735403	14.32166171	9.106465398
ACSL6	0.923143663	1.520725906	0	10.34583384	2.550128566	5.459118011	1.145732937	0
ACSM1	0	0	0	5.911905053	0	2.183647204	2.291465874	1.011829489
ACSM2A	0	0	0	0	0	0	1.718599405	0
ACSM3	156.9344228	104.1697245	129.8862863	143.3636975	167.033421	153.9471279	91.08576849	104.2184373
ACSM5	0	0	0	16.2577389	5.100257131	1.091823602	0.572866468	6.070976932
ACSM6	4.615718317	3.041451812	1.039090291	38.42738285	29.3264785	26.20376645	2.291465874	9.106465398
ACSS1	459.7255444	435.687972	404.2061231	308.897039	274.1388208	325.3634334	396.9964626	350.0930031
ACSS2	660.970863	630.340888	645.2750706	462.6065704	422.0462776	461.8413837	392.9863974	569.6600021
ACSS3	0	0	0	2.955952527	0	1.091823602	0	0
ACTA1	0	2.281088859	1.039090291	0	5.100257131	1.091823602	0	0
ACTA2	8.308292971	2.281088859	7.273632036	10.34583384	1.275064283	7.642765215	1.718599405	5.059147443
ACTA2-AS1	0.923143663	0	1.039090291	5.911905053	0	1.091823602	0.572866468	0
ACTB	148071.3205	144505.4585	150842.6593	70555.63086	75770.69501	97058.75094	69972.20192	94641.47122
ACTBL2	128.3169692	137.6256945	127.8081058	1102.570292	980.5244335	1019.763244	256.0713114	512.9975507
ACTC1	1.846287327	0	0	0	5.100257131	3.275470807	0.572866468	0
ACTG1	45007.86931	43493.52127	46277.96428	62394.24593	64235.18844	71710.97419	25853.46372	63711.86741
ACTG1P17	6.462005644	12.16580725	14.54726407	36.94940658	56.10282844	36.03017887	24.06039168	34.40220261
ACTG1P20	6.462005644	9.884718388	4.156361163	2.955952527	2.550128566	2.183647204	8.020130559	10.11829489
ACTG2	1.846287327	0.760362953	2.078180582	0	3.825192848	4.367294409	1.145732937	2.023658977
ACTL10	0.923143663	0.760362953	0	1.477976263	0	0	0	0
ACTL6A	18001.30144	16687.68573	17240.5861	28756.98416	29933.4091	25966.84073	6726.598073	18656.11211
ACTL6B	0	0	0	0	0	0	0	1.011829489
ACTL8	12.00086763	16.72798496	4.156361163	13.30178637	15.30077139	14.19370683	13.17592877	42.49683852
ACTN1	4431.089585	4685.356516	4616.678162	2143.065582	2649.58358	3762.424133	7090.941147	3333.978165
ACTN1-AS1	0	1.520725906	5.195451454	14.77976263	34.42673564	19.65282484	5.728664685	5.059147443
ACTN2	0	0	0	10.34583384	1.275064283	2.183647204	0	0
ACTN3	0	0	0	0	8.92544998	2.183647204	1.145732937	0
ACTN4	6173.984821	6747.460844	6057.896395	1931.714976	2133.182545	3102.962677	8141.005383	2950.494789
ACTR10	1404.101512	1291.856657	1383.029177	3328.402545	3700.236549	3097.503559	753.8922725	2004.434217
ACTR1A	4392.317551	4405.542949	4501.33914	4305.344855	3904.246834	4006.99262	2656.381814	4102.968576
ACTR1B	1064.384644	962.6194984	1012.073943	1143.953628	1087.629833	875.6425289	700.6156909	1237.467465
ACTR2	7206.982581	6959.602108	7208.169347	7456.390248	7097.007798	7462.614321	6650.979699	7327.669157
ACTR3	8010.117568	7809.687889	8250.376909	11390.76306	10364.99755	9496.681692	4144.688899	7972.204541
ACTR3-AS1	9.231436635	2.281088859	1.039090291	20.69166769	5.100257131	13.10188323	1.145732937	13.15378335
ACTR3B	400.6443499	425.0428907	383.4243173	229.0863208	295.8149136	296.9760198	266.3829078	363.2467864
ACTR3C	3.692574654	3.801814765	0	1.477976263	1.275064283	6.550941613	1.145732937	1.011829489
ACTR5	165.2427158	144.4689611	160.0199048	109.3702435	149.1825211	156.1307751	83.06563793	158.8572297
ACTR6	599.1202376	527.6918893	588.1251046	1241.500061	1328.616983	1183.536785	379.8104686	752.8011395
ACTR8	517.8835952	483.590838	508.1151522	469.9964517	419.496149	421.4439104	641.0375782	585.8492739
ACTRT3	27.6943099	36.49742174	42.60270192	162.577389	150.4575854	162.6817167	67.59824328	104.2184373
ACVR1	293.559685	271.4495742	286.7889203	186.2250092	211.6606709	219.456544	303.6192283	236.7681003
ACVR1B	705.2817589	725.3862571	789.708621	422.7012113	475.5989775	430.1784993	765.3496019	624.2987945
ACVR1C	25.84802258	25.8523404	18.70362523	25.12559648	29.3264785	24.02011925	31.50765577	31.36671415
ACVR2A	92.31436635	87.44173958	122.6126543	110.8482197	108.380464	96.08047699	60.15097919	81.95818858
ACVR2B	140.3178368	124.6995243	112.2217514	38.42738285	33.15167135	46.94841489	68.74397622	43.50866801
ACVR2B-AS1	24.92487891	33.45596993	8.312722326	13.30178637	3.825192848	5.459118011	17.18599405	4.047317955
ACVRL1	2.76943099	1.520725906	3.117270872	7.389881317	10.20051426	13.10188323	25.77899108	14.16561284
ACY1	23.07859159	38.01814765	33.25088931	41.38333537	57.37789273	24.02011925	8.020130559	14.16561284
ACYP1	107.084665	98.08682093	85.20540384	158.1434602	173.4087425	149.5798335	94.5229673	152.7862528
ACYP2	159.7038538	153.5933165	126.7690155	351.7583507	459.0231418	375.5873191	91.65863496	277.2412799
ADA	707.1280462	655.4328654	659.8223347	1670.113178	1765.964032	1662.847346	605.5198572	1270.857838
ADA2	0.923143663	3.041451812	0	0	5.100257131	0	3.437198811	2.023658977
ADAD1	0	0	0	0	1.275064283	1.091823602	0	0
ADAD2	3.692574654	4.562177717	4.156361163	7.389881317	0	4.367294409	10.31159643	14.16561284
ADAL	215.0924736	216.7034416	230.6780446	402.0095436	350.6426778	326.4552571	245.759715	281.2885978
ADAM10	1789.975563	1814.986369	1676.052639	1027.193503	1079.979448	1171.526725	2152.832189	1020.935954
ADAM11	76.62092407	106.4508134	72.73632036	35.47143032	26.77634994	49.1320621	108.2717625	61.72159881
ADAM12	9.231436635	5.32254067	8.312722326	2.955952527	7.650385697	5.459118011	8.592997027	2.023658977
ADAM15	2133.385006	2149.546068	1951.411566	1216.374465	1379.619554	1369.146797	1947.745993	1911.345904
ADAM17	781.902683	791.537834	753.3404608	508.4238346	476.8740418	557.9218607	1000.224854	579.778297
ADAM18	1.846287327	7.603629529	0	7.389881317	5.100257131	6.550941613	0	9.106465398
ADAM19	50.77290149	47.14250308	35.32906989	32.51547779	30.60154279	31.66288446	186.7544687	53.6269629
ADAM20	9.231436635	6.843266576	2.078180582	20.69166769	2.550128566	3.275470807	6.874397622	4.047317955
ADAM20P1	4.615718317	9.884718388	7.273632036	48.77321669	54.82776416	18.56100124	12.60306231	12.14195386
ADAM21	0.923143663	0	2.078180582	26.60357274	26.77634994	14.19370683	4.582931748	9.106465398
ADAM21P1	0.923143663	0.760362953	0	1.477976263	2.550128566	5.459118011	0	2.023658977
ADAM22	122.7781072	120.8977095	96.63539704	73.89881317	100.7300783	98.2641242	249.1969138	86.00550653
ADAM23	990.5331509	1036.374705	1029.738478	245.3440597	242.2622137	256.5785465	1129.692676	409.7909429
ADAM28	1.846287327	7.603629529	1.039090291	10.34583384	19.12596424	2.183647204	8.592997027	5.059147443
ADAM32	0.923143663	0.760362953	2.078180582	8.86785758	1.275064283	0	0	0
ADAM33	0	0	0	0	1.275064283	0	4.010065279	0
ADAM3A	0.923143663	0	0	0	5.100257131	5.459118011	0.572866468	1.011829489
ADAM5	0	0	0	0	0	1.091823602	0	0
ADAM6	0	2.281088859	0	0	0	0	0	0
ADAM7	0	0	0	0	0	1.091823602	0	0
ADAM8	21.23230426	18.24871087	14.54726407	4.43392879	8.92544998	10.91823602	16.04026112	8.094635909
ADAM9	3436.863859	3537.96882	3394.70798	1334.612566	1516.051432	1715.254879	4217.442941	1391.265547
ADAMDEC1	0	0	0	1.477976263	5.100257131	0	0	0
