Gene	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_3
EIF4EBP2	2578.340252	2606.524203	2800.348334	4630.499633	4300.791826	5218.916818	2526.913992	3939.052199
EIF4EBP3	0.923143663	0	0	0	0	0	0	0
EIF4ENIF1	348.9483048	342.1633288	339.7825251	125.6279824	122.4061711	175.7836	442.8257801	222.6024875
EIF4G1	18730.58493	20196.76076	19014.31323	3601.828154	3938.67357	6186.27253	20683.34384	7463.254308
EIF4G2	33337.48712	32719.93859	35490.12888	10959.19399	10834.22121	12246.98535	22701.55241	16994.68809
EIF4G3	824.3672915	923.8409878	855.1713093	341.4125168	404.1953776	500.0552098	2033.675963	566.6245136
EIF4H	8966.494403	8768.505573	8333.504132	4469.40022	4763.640161	4882.635149	6963.764791	6048.716683
EIF5	6642.941802	6079.101809	6234.541745	2892.399547	3139.208264	2608.366586	3858.828532	3387.605128
EIF5A	32312.79765	32018.88395	32283.49624	36260.66964	34374.458	32575.64899	9266.115127	26766.93729
EIF5A2	782.8258266	653.1517765	712.8159395	1342.002447	1299.290504	1238.127965	415.3281896	1164.615741
EIF5AL1	78.46721139	87.44173958	95.59630675	104.9363147	79.05398553	60.05029812	20.0503264	77.91087062
EIF5B	840.9838774	1072.111764	991.2921374	399.0535911	501.1002631	619.0639824	2788.713969	465.4415648
EIF6	3879.049674	3648.221448	3525.633357	9943.824299	10166.08753	9346.010035	2105.284272	5992.054232
EIPR1	832.6755845	837.9199741	693.073224	1002.067907	1185.809783	980.4575948	470.3233706	894.4572679
ELAC1	192.9370257	196.1736419	217.1698708	369.4940658	392.7197991	349.3835527	119.7290919	306.5843351
ELAC2	1887.828792	1619.57309	1585.651784	523.2035972	666.8586199	685.6652222	1555.332462	960.2261847
ELANE	0	0	1.039090291	0	0	0	0	0
ELAVL1	3546.717955	3385.896229	3228.453533	2113.506057	2128.082288	2609.458409	2065.756485	2581.177025
ELAVL2	83.08292971	69.19302871	83.12722326	178.8351279	186.1593853	153.9471279	76.19124031	153.7980823
ELAVL3	0.923143663	0	1.039090291	0	0	0	6.874397622	0
ELAVL4	0	0	0	2.955952527	1.275064283	3.275470807	0	1.011829489
ELAVL4-AS1	0	0	0	0	0	2.183647204	0	0
ELDR	13.84715495	8.363992482	7.273632036	38.42738285	33.15167135	48.0402385	14.89452818	28.33122568
ELF1	466.1875501	461.5403124	396.9324911	397.5756148	501.1002631	496.779739	749.3093408	628.3461124
ELF2	252.0182201	267.6477594	249.3816698	189.1809617	192.5347067	189.9773068	297.8905636	192.2476028
ELF3	314.7919892	267.6477594	269.1243853	846.8803989	790.5398553	786.1129936	423.3483202	472.5243712
ELF3-AS1	12.92401129	6.082903623	7.273632036	33.99345406	40.80205705	49.1320621	10.31159643	26.3075667
ELF4	1170.546165	1281.971939	1139.882049	526.1595497	427.1465347	645.2677489	1433.311904	749.7656511
ELF5	0	0	0	1.477976263	2.550128566	1.091823602	0.572866468	0
ELFN1	60.00433813	45.62177717	80.00995239	70.94286064	112.2056569	127.7433615	429.0769849	141.6561284
ELFN2	48.92661416	48.66322899	25.97725727	20.69166769	15.30077139	33.84653167	177.0157388	31.36671415
ELK1	2496.180466	2532.768996	2475.113073	2112.02808	2019.701824	2456.603105	1358.266397	2481.005906
ELK2AP	0	0	0	0	0	0	0	1.011829489
ELK3	427.4155162	450.8952311	467.5906309	149.2756026	104.5552712	183.4263652	531.0472163	195.2830913
ELK4	768.055528	751.9989604	775.1613569	302.985134	294.5398493	401.7910856	828.3649134	693.1031997
ELL	208.6304679	198.4547307	161.0589951	70.94286064	108.380464	109.1823602	232.5837862	108.2657553
ELL2	1823.208735	1765.562777	1787.2353	718.296464	733.1619626	763.1846979	1439.613435	1050.279009
ELL3	104.315234	84.40028777	93.51812617	94.59048085	105.8303355	73.15218135	92.23150142	76.89904114
ELMO1	28.61745357	24.33161449	16.62544465	75.37678943	56.10282844	85.16224097	39.52778632	61.72159881
ELMO1-AS1	0.923143663	0	0	0	0	0	1.145732937	0
ELMO2	432.9543782	444.8123275	480.0597143	116.7601248	168.3084853	188.8854832	393.5592638	220.5788285
ELMO3	5.538861981	15.20725906	10.39090291	5.911905053	8.92544998	6.550941613	36.66345398	9.106465398
ELMOD1	8.308292971	7.603629529	6.234541745	16.2577389	5.100257131	9.82641242	8.020130559	19.22476028
ELMOD2	494.8050036	394.6283726	450.9651862	622.2280069	749.7377983	555.7382135	221.1264568	425.9802147
ELMOD3	319.4077076	274.491026	192.2317038	304.4631102	262.6632423	250.0276049	321.3780888	306.5843351
ELMSAN1	531.7307502	597.645281	520.5842357	168.489294	228.2365066	345.0162583	905.7018867	338.9628787
ELN	2.76943099	0	1.039090291	1.477976263	6.375321414	8.734588817	2.291465874	7.08280642
ELN-AS1	3.692574654	0	0	1.477976263	2.550128566	6.550941613	2.864332342	1.011829489
ELOA	541.8853305	558.8667704	521.623326	335.5006118	419.496149	373.4036719	848.4152398	346.0456851
ELOA-AS1	117.2392453	130.7824279	82.08813297	181.7910804	258.8380494	186.701836	122.0205578	109.2775848
ELOA2	0	0	0	0	3.825192848	0	0	0
ELOB	3203.308512	3302.256304	3049.730003	10121.18145	11066.28291	9035.932132	1296.969685	5914.143361
ELOC	1937.67855	2014.201462	1865.167072	5908.949101	6769.316277	5392.516771	775.6611983	2977.814185
ELOF1	1871.212206	1880.377583	1768.531675	3355.006118	3315.167135	3382.46952	1189.270789	3121.493972
ELOVL1	3373.166946	3107.603389	3034.143649	3890.033525	4072.555319	3630.313477	1672.197221	3303.62328
ELOVL2	15.69344228	19.76943678	12.46908349	48.77321669	77.77892125	43.67294409	22.34179227	30.35488466
ELOVL2-AS1	0	0	0	1.477976263	0	2.183647204	0.572866468	0
ELOVL3	5.538861981	3.801814765	4.156361163	11.82381011	15.30077139	10.91823602	5.155798216	10.11829489
ELOVL4	383.1046203	397.6698244	413.5579357	571.9768139	559.7532202	489.1369738	325.3881541	572.6954906
ELOVL5	6432.465047	6209.123873	6663.686035	7156.361067	6926.149184	6846.825809	3584.425493	6777.233915
ELOVL6	446.8015331	433.4068832	439.535193	140.407745	102.0051426	100.4477714	288.7247001	128.5023451
ELOVL7	394.1823443	333.0389734	313.8052678	625.1839594	668.1336842	596.1356868	403.2979938	638.4644073
ELP1	1259.167957	1170.198585	1255.221071	821.7548024	720.4113198	766.4601687	1452.216498	1018.912295
ELP2	1091.15581	944.3707875	1066.106638	2129.763795	2110.231388	1809.151709	655.9321064	1455.010805
ELP3	1319.172295	1245.474517	1265.611974	1334.612566	1310.766083	1167.159431	914.8677501	1437.809703
ELP4	684.0494546	644.7877841	589.1641949	1158.73339	1170.509012	1029.589657	283.5689019	750.7774806
ELP5	2337.399756	2451.41016	2219.496861	3390.477548	3246.313664	3066.932499	1036.888308	2842.229034
ELP6	702.5123279	691.1699242	571.4996599	1396.687569	1573.429325	1218.47514	431.9413172	1066.468281
ELSPBP1	2.76943099	0	0	28.081549	33.15167135	18.56100124	4.582931748	6.070976932
EMB	323.1002822	337.6011511	378.2288658	384.2738285	388.8946063	352.6590235	348.8756793	404.7317955
EMBP1	111.7003833	66.1515769	78.9708621	73.89881317	53.55269988	55.68300371	53.84944804	57.67428085
EMC1	1493.646447	1543.536794	1494.211838	849.8363514	929.5218622	980.4575948	1865.826088	1028.01876
EMC1-AS1	130.1632565	119.3769836	119.4953834	72.4208369	90.52956408	90.62135898	156.3925459	99.15928989
EMC10	3043.604658	3052.857256	2582.139373	2391.365594	2602.406201	2755.762772	2524.622527	2523.502745
EMC2	255.7107948	254.7215892	272.2416562	223.1744158	257.5629851	205.2628372	136.915086	192.2476028
EMC3	1129.927844	1078.194667	1111.826611	2809.632877	2692.935765	2495.908755	702.3342903	1871.884554
EMC3-AS1	77.54406773	77.5570212	64.42359803	135.9738162	93.07969264	126.6515379	301.3277624	133.5614925
EMC4	2438.022415	2371.57205	2376.399495	7518.465251	7669.511661	6621.910147	1326.758741	4101.956747
EMC6	1364.406335	1386.902026	1354.973739	3754.059709	4011.352234	3687.088305	616.9771865	2349.468073
EMC7	1199.163619	1092.641563	1060.911187	3937.328765	4076.380512	3598.650593	793.9929253	2500.230666
EMC8	1955.218279	1810.424191	1900.496142	3391.955524	3492.401071	3313.684633	929.7622783	2315.06587
EMC9	564.0407784	568.7514888	647.3532512	993.2000489	935.8971836	830.8777613	196.4931987	544.3642649
EMCN	0	1.520725906	0	13.30178637	5.100257131	0	0.572866468	0
EMD	3114.686721	2967.696605	3131.818136	4957.132387	4903.897232	5008.194863	1436.749103	3905.661826
EME1	680.35688	738.3124273	764.770454	418.2672825	401.6452491	361.3936123	556.2533409	436.0985096
EME2	21.23230426	19.76943678	13.50817378	1.477976263	16.57583568	4.367294409	83.6385044	22.26024875
EMG1	1531.495338	1469.021225	1287.43287	3517.583507	3514.077163	2890.057075	626.7159165	2257.391589
EMID1	94.16065367	100.3679098	68.57995919	268.9916799	197.6349638	186.701836	259.5085102	282.3004273
EMILIN1	21.23230426	29.65415516	12.46908349	10.34583384	7.650385697	12.01005962	34.37198811	21.24841926
EMILIN2	2.76943099	3.801814765	3.117270872	16.2577389	16.57583568	19.65282484	69.88970915	10.11829489
EMILIN3	34.15631555	25.09197745	31.17270872	4.43392879	11.47557855	4.367294409	32.6533887	10.11829489
EML1	318.4845639	301.1037294	266.0071144	75.37678943	66.30334271	109.1823602	388.4034656	210.4605336
EML2	284.3282483	278.2928408	270.1634756	128.5839349	188.7095139	186.701836	314.5036912	206.4132157
EML2-AS1	36.00260288	34.97669583	24.93816698	70.94286064	70.12853555	70.96853414	32.6533887	37.43769108
EML3	613.8905362	566.4703999	503.958791	124.1500061	174.6838067	182.3345416	429.6498514	369.3177634
EML4	523.4224572	522.3693486	523.7015066	140.407745	165.7583568	231.4666037	846.1237739	310.631653
EML4-AS1	0	0	0	4.43392879	0	3.275470807	0	2.023658977
EML5	201.2453186	187.0492864	271.2025659	88.6785758	65.02827842	94.98865339	307.6292936	107.2539258
EML6	1621.040273	1377.017308	1367.442823	1030.149456	1090.179962	1243.587083	1675.63442	1396.324694
EMP1	688.6651729	639.4652434	757.496822	1896.243546	1809.316217	1808.059885	1690.528948	1722.13379
EMP2	598.1970939	634.9030657	613.0632716	263.0797749	210.3856067	245.6603105	825.5005811	408.7791134
EMP3	575.1185023	602.9678217	540.3269512	1231.154227	1239.362483	1138.772017	590.0524625	1004.746682
EMSLR	2.76943099	2.281088859	1.039090291	1.477976263	3.825192848	0	21.19605933	0
EMSY	228.0164849	274.491026	285.74983	140.407745	156.8329068	180.1508944	492.6651629	131.5378335
EMX1	89.54493536	70.71375462	77.93177181	4.43392879	8.92544998	27.29559005	46.40218395	33.39037312
EMX2	60.92748179	64.630851	68.57995919	32.51547779	39.52699277	38.21382608	83.06563793	36.42586159
EMX2OS	21.23230426	14.44689611	21.82089611	28.081549	19.12596424	10.91823602	22.91465874	16.18927182
EN1	193.8601693	201.4961825	163.1371757	144.8416738	165.7583568	192.160954	306.4835606	188.2002849
EN2	195.7064567	212.9016268	189.1144329	31.03750153	28.05141422	39.30564968	158.1111453	76.89904114
ENAH	1711.508352	1799.77911	1691.638993	821.7548024	963.9485978	1101.650015	3539.741909	1053.314498
ENAM	0.923143663	0	0	0	0	0	0	0
ENC1	1651.504014	1771.64568	1678.13082	3031.329316	2738.838079	3039.636908	3536.877576	2892.820508
ENDOD1	989.6100072	981.6285722	947.6503452	506.9458583	433.5218562	437.8212645	891.9530914	835.7711576
ENDOG	899.1419282	846.2839666	829.1940521	2061.776887	2203.311081	1867.01836	713.2187532	1408.466648
ENDOU	0.923143663	0.760362953	2.078180582	8.86785758	1.275064283	9.82641242	1.718599405	7.08280642
ENDOV	218.7850482	250.1594115	259.7725727	373.9279946	294.5398493	322.0879626	209.096261	374.3769108
ENG	8.308292971	9.124355435	11.4299932	0	7.650385697	1.091823602	41.8192522	3.035488466
ENGASE	93.23751001	88.96246549	80.00995239	14.77976263	28.05141422	36.03017887	74.4726409	71.83989369
ENHO	56.31176347	41.05959946	62.34541745	72.4208369	31.87660707	57.86665092	68.17110975	162.9045477
ENKD1	52.61918882	47.14250308	32.21179901	66.50893185	84.15424267	82.97859377	14.32166171	53.6269629
ENKUR	41.54146486	59.30831033	32.21179901	66.50893185	76.50385697	62.23394532	80.77417205	72.85172318
ENO1	79183.57088	74848.60836	78104.2608	68542.62719	64633.0085	57059.79327	25005.62135	62240.66733
ENO1-AS1	54.46547614	32.69560698	28.05543785	54.68512174	53.55269988	43.67294409	18.90459346	49.57964494
ENO2	735.7454998	777.0909379	727.3632036	351.7583507	327.6915207	390.8728496	1046.054171	721.4344254
ENO3	69.23577476	47.14250308	45.71997279	76.85476569	57.37789273	66.60123973	106.5531631	51.60330392
ENO4	109.854096	101.8886357	98.71357763	32.51547779	43.35218562	64.41759253	172.432807	73.86355267
ENOPH1	1442.873546	1498.67538	1558.635436	1822.344733	1744.287939	1570.04234	631.2988483	1634.104624
ENOSF1	31799.52978	30522.48966	30502.49549	39810.76863	37917.86164	36661.25291	19028.33262	37253.53811
ENOX1	17.53972961	25.8523404	17.66453494	75.37678943	76.50385697	69.87671054	36.66345398	22.26024875
ENOX1-AS2	0	0	0	4.43392879	0	0	0	0
ENOX2	338.7937245	351.2876842	328.3525319	125.6279824	154.2827782	161.5898931	220.5535904	159.8690592
ENPEP	12.92401129	8.363992482	6.234541745	8.86785758	2.550128566	13.10188323	9.165863496	6.070976932
ENPP1	87.69864803	73.75520643	82.08813297	84.24464701	93.07969264	101.539595	108.844629	89.040995
ENPP2	25.84802258	38.7785106	28.05543785	131.5398874	91.80462836	106.998713	99.67876551	36.42586159
ENPP3	0	0	0	4.43392879	0	0	0	0
ENPP4	0	0	0	0	0	0	0	1.011829489
ENPP5	80.31349872	65.39121395	69.61904948	258.6458461	239.7120852	227.0993093	86.50283674	182.129308
ENPP6	0	0	0	2.955952527	0	0	0	0
ENSA	2069.688094	2081.873765	2079.219672	2494.823932	2524.62728	2265.533975	1697.403346	2077.28594
ENTHD1	0	0	0	0	2.550128566	4.367294409	0.572866468	0
ENTPD1	215.0924736	193.892553	232.7562251	295.5952527	286.8894636	227.0993093	486.9364982	311.6434825
ENTPD1-AS1	25.84802258	27.3730663	29.09452814	63.55297932	63.75321414	57.86665092	42.96498514	53.6269629
ENTPD2	78.46721139	79.0777471	83.12722326	0	10.20051426	22.92829565	93.95010083	31.36671415
ENTPD3	2.76943099	4.562177717	1.039090291	10.34583384	6.375321414	1.091823602	2.291465874	1.011829489
ENTPD3-AS1	12.00086763	17.48834792	13.50817378	16.2577389	15.30077139	10.91823602	2.864332342	12.14195386
ENTPD4	476.3421304	530.7333411	452.0042765	212.8285819	260.1131137	269.6804297	976.1644623	343.0101966
ENTPD5	738.5149308	708.6582721	735.6759259	1427.72507	1505.850918	1326.565677	710.3544209	952.1315488
ENTPD6	1070.84665	1094.162289	1102.474799	805.4970635	777.7892125	712.9608122	916.5863496	1060.397304
ENTPD7	2158.309885	2005.83747	2160.268715	1257.7578	1408.946032	1125.670134	2176.319714	1858.730771
ENTPD8	15.69344228	12.16580725	13.50817378	38.42738285	28.05141422	16.37735403	20.0503264	8.094635909
ENTR1	1690.276048	1497.915017	1632.410847	2243.567968	2315.516738	2120.321435	1637.252367	2099.546189
ENY2	2143.539587	2084.154854	2087.532394	5647.347302	5954.550201	5119.560871	964.1342664	3026.382
EOGT	118.1623889	137.6256945	172.4889883	115.2821485	109.6555283	121.1924198	203.3675963	148.7389348
EOMES	13.84715495	6.843266576	8.312722326	23.64762021	34.42673564	32.75470807	38.95491986	28.33122568
EP300	1042.229196	1164.876044	1121.178424	280.81549	291.9897208	446.5558533	1456.799429	356.16398
EP300-AS1	17.53972961	22.81088859	47.79815338	79.81071822	58.65295701	60.05029812	26.35185755	76.89904114
EP400	1079.154943	1185.405844	1257.299252	190.658938	279.2390779	427.9948521	1192.135121	463.4179058
EP400P1	26.77116624	31.17488107	22.8599864	19.21369142	14.02570711	22.92829565	37.23632045	12.14195386
EPAS1	57.23490714	85.92101368	69.61904948	79.81071822	126.231364	152.8553043	329.9710858	111.3012437
EPB41	300.0216906	308.7073589	290.9452814	45.81726416	79.05398553	78.61129936	495.5294952	106.2420963
EPB41L1	682.2031673	762.6440418	745.0277385	214.3065582	253.7377923	294.7923726	1317.020011	371.3414223
EPB41L2	212.3230426	209.099812	191.1926135	119.7160773	114.7557855	123.376067	466.8861718	104.2184373
EPB41L3	0	0	1.039090291	5.911905053	0	1.091823602	1.718599405	0
EPB41L4A	144.9335552	169.5609385	156.9026339	65.03095559	91.80462836	108.0905366	244.613982	87.01733602
EPB41L4A-AS1	258.4802258	246.3575967	233.7953154	679.8690811	850.4678766	710.777165	134.0507536	452.2877814
EPB41L4A-DT	19.38601693	12.16580725	25.97725727	16.2577389	29.3264785	9.82641242	15.46739465	18.2129308
EPB41L4B	675.7411617	640.2256063	654.6268832	635.5297932	664.3084913	614.696688	600.9369254	628.3461124
EPB41L5	553.8861981	562.6685852	550.7178541	700.5607488	670.6838128	742.4400495	714.3644862	537.2814585
EPC1	254.7876511	272.2099371	241.0689475	251.2559648	234.611828	253.3030757	505.2682252	230.6971234
EPC2	84.92921704	95.80573207	98.71357763	56.16309801	72.67866412	91.71318258	225.1365221	107.2539258
EPCAM	6262.606613	5690.55634	5839.687434	7280.511073	7025.604198	6540.023377	4547.414027	5439.595331
EPCAM-DT	1.846287327	5.32254067	9.351812617	19.21369142	5.100257131	21.83647204	0.572866468	7.08280642
EPDR1	11494.9849	11332.44945	11454.93137	12694.33813	12426.7765	11202.11016	6102.173622	10378.33506
EPG5	114.4698143	123.9391613	139.238099	96.06845711	100.7300783	153.9471279	293.3076319	118.3840502
EPGN	5.538861981	0.760362953	1.039090291	31.03750153	38.25192848	42.58112048	5.728664685	10.11829489
EPHA1	160.6269974	164.2383978	153.785363	62.07500306	62.47814986	84.07041737	165.5584094	126.4786861
EPHA1-AS1	0	1.520725906	1.039090291	2.955952527	1.275064283	0	0.572866468	1.011829489
EPHA10	0.923143663	4.562177717	2.078180582	2.955952527	10.20051426	3.275470807	34.94485458	13.15378335
EPHA2	2010.606899	2057.542151	1802.821655	595.6244341	749.7377983	945.5192395	2622.009826	1068.49194
EPHA3	71.08206209	95.80573207	66.50177861	5.911905053	10.20051426	12.01005962	40.67351926	33.39037312
EPHA4	447.7246768	409.8356316	446.808825	387.229781	415.6709562	342.8326111	415.9010561	208.4368747
EPHA5	50.77290149	35.73705879	33.25088931	29.55952527	38.25192848	25.11194285	34.94485458	26.3075667
EPHA5-AS1	16.61658594	21.29016268	19.74271553	36.94940658	38.25192848	37.12200247	12.03019584	21.24841926
EPHA6	0	0	0	4.43392879	2.550128566	0	0	0
EPHA7	0	0	0	0	2.550128566	1.091823602	0	0
EPHA8	9.231436635	4.562177717	10.39090291	14.77976263	3.825192848	14.19370683	9.165863496	13.15378335
EPHB1	7.385149308	6.843266576	15.58635436	0	7.650385697	4.367294409	16.04026112	3.035488466
EPHB2	363.7186034	348.2462324	341.8607057	450.7827603	433.5218562	401.7910856	461.1575071	448.2404635
EPHB3	194.783313	192.3718271	181.8408009	103.4583384	140.2570711	152.8553043	375.2275368	189.2121144
EPHB4	1697.661197	1674.319222	1645.919021	527.637526	652.8329128	708.5935178	1887.595014	1019.924125
EPHB6	40.61832119	34.21633288	49.87633396	2.955952527	15.30077139	14.19370683	70.46257562	48.56781545
EPHX1	6589.39947	6043.36475	6581.597902	3844.216261	3640.308527	4035.380034	3607.913018	4118.146019
EPHX2	300.0216906	273.730663	253.538031	403.4875199	455.197949	311.1697266	366.6345398	446.2168045
EPHX3	0.923143663	1.520725906	1.039090291	0	0	1.091823602	2.864332342	0
EPHX4	0	0	0	0	0	2.183647204	0	0
EPM2A	84.92921704	74.51556939	80.00995239	65.03095559	51.00257131	62.23394532	57.85951332	61.72159881
EPM2AIP1	434.8006655	452.415957	466.5515406	254.2119173	243.537278	255.4867229	320.8052223	285.3359158
EPN1	4253.846001	4278.562336	4107.523919	1294.707207	1605.305932	2004.588134	3562.656567	2362.621856
EPN2	509.5753022	514.0053562	564.2260279	362.1041845	320.041135	371.2200247	835.8121775	536.269629
EPN2-IT1	1.846287327	2.281088859	1.039090291	2.955952527	2.550128566	7.642765215	0	3.035488466
EPN3	25.84802258	21.29016268	28.05543785	0	19.12596424	14.19370683	36.09058751	26.3075667
EPOP	298.1754033	307.9469959	244.1862183	193.6148905	169.5835496	258.7621937	583.7509314	329.8564133
EPOR	179.0898707	139.1464204	150.6680922	190.658938	102.0051426	123.376067	150.0910147	186.1766259
EPPK1	369.2574654	326.1957068	363.6816018	144.8416738	174.6838067	246.7521341	555.6804744	248.9100542
EPRS1	1713.354639	1823.350361	1636.567208	393.141686	427.1465347	413.8011452	2744.60325	562.5771957
EPS15	470.8032684	542.8991484	555.9133056	360.6262082	321.3161993	430.1784993	564.2734714	471.5125417
EPS15-AS1	0	0.760362953	0	56.16309801	49.72750703	63.32576893	1.145732937	15.17744233
EPS15L1	632.3534095	639.4652434	576.6951114	186.2250092	239.7120852	272.9559005	667.3894358	305.5725056
EPS8	340.6400118	328.4767957	307.5707261	298.5512052	332.7917778	270.7722533	390.122065	301.5251876
EPS8L1	144.9335552	158.9158572	168.3326271	134.49584	178.5089996	217.2728968	393.5592638	247.8982247
EPS8L2	608.3516742	602.9678217	656.7050638	342.8904931	381.2442206	411.617498	1260.879097	537.2814585
EPS8L3	0	0	0	0	6.375321414	0	0	0
EPSTI1	0	0.760362953	2.078180582	1.477976263	8.92544998	3.275470807	1.718599405	0
EPYC	0	0	0	0	6.375321414	3.275470807	0	0
EQTN	0	0.760362953	2.078180582	2.955952527	0	0	1.145732937	0
ERAL1	1074.539224	1028.771075	1028.699388	1044.929218	1065.95374	1131.129252	889.0887591	1147.41464
ERAP1	849.2921704	901.0300992	776.2004472	373.9279946	346.8174849	384.321908	1082.717625	446.2168045
ERAP2	21.23230426	22.05052563	7.273632036	16.2577389	20.40102852	12.01005962	47.54791688	30.35488466
ERBB2	805.9044182	870.6155811	749.1840997	180.3131041	266.4884351	296.9760198	1047.772771	416.8737493
ERBB3	27.6943099	22.05052563	21.82089611	56.16309801	52.27763559	46.94841489	52.13084863	21.24841926
ERBB4	72.92834941	49.42359194	65.46268832	26.60357274	12.75064283	26.20376645	62.44244506	36.42586159
ERBIN	482.804136	531.4937041	458.2388182	246.822036	212.9357352	314.4451974	1161.773198	214.5078516
ERC1	776.363821	836.3992482	870.7576637	147.7976263	212.9357352	347.1999055	1204.738183	352.116662
ERC2	12.92401129	13.68653315	20.78180582	44.3392879	44.6272499	39.30564968	16.61312759	26.3075667
ERCC1	1195.471044	1155.751688	1191.836564	1577.000673	1522.426754	1491.431041	1149.170136	1413.525796
ERCC2	701.5891842	723.1051682	674.3695987	302.985134	298.3650422	340.6489639	516.1526881	415.8619198
ERCC3	1044.075483	907.8733658	994.4094083	839.4905176	786.7146625	795.939406	1388.055453	1040.160714
ERCC4	289.8671103	275.251389	361.6034212	137.4517925	186.1593853	188.8854832	376.3732698	233.7326119
ERCC5	11.07772396	13.68653315	20.78180582	5.911905053	15.30077139	9.82641242	33.79912164	9.106465398
ERCC6	108.0078086	114.0544429	111.1826611	118.2381011	85.42930695	133.2024795	340.8555487	117.3722207
ERCC6L	499.4207219	494.9962823	447.8479153	239.4321547	293.264785	313.3533738	681.7110975	284.3240863
ERCC6L2	216.9387609	236.4728784	230.6780446	112.326196	145.3573282	120.1005962	326.533887	107.2539258
ERCC8	170.7815777	182.4871087	182.8798912	292.6393001	323.8663278	327.5470807	97.96016611	209.4487041
ERCC8-AS1	13.84715495	34.97669583	29.09452814	50.25119295	67.57840699	57.86665092	16.04026112	28.33122568
EREG	0.923143663	0	0	1.477976263	12.75064283	5.459118011	2.291465874	11.13012437
ERF	1850.903045	2053.740336	1903.613413	577.888719	691.0848413	917.1318258	1101.049352	1209.136239
ERFE	93.23751001	92.76428025	96.63539704	103.4583384	172.1336782	114.6414782	350.5942787	168.9755246
ERFL	0.923143663	3.801814765	4.156361163	4.43392879	10.20051426	8.734588817	6.301531153	7.08280642
ERG	0	0	0	11.82381011	16.57583568	1.091823602	5.728664685	2.023658977
ERG28	960.06941	869.8552181	981.9403248	1324.266732	1369.41904	1514.359336	649.0577088	1130.213539
ERGIC1	1492.723304	1440.887796	1534.736359	960.6845711	933.347055	941.1519451	1062.094433	1123.130732
ERGIC2	1266.553106	1186.166207	1159.624765	1893.287593	1860.318789	1658.480052	671.9723675	1089.740359
ERGIC3	2925.44227	2729.703001	2553.044844	6374.511624	6375.321414	5968.999633	1974.09785	4534.007939
ERH	8431.994222	8831.615698	8567.299448	21427.69987	23328.57612	20100.47252	2253.656687	10911.56921
ERI1	406.1832119	378.6607505	377.1897756	419.7452588	367.2185134	419.2602632	350.5942787	509.9620623
ERI2	383.1046203	320.8731661	389.658859	329.5887067	402.9203134	374.4954955	220.5535904	292.4187222
ERI3	5289.613192	4789.52624	5012.571563	8705.280191	8648.76103	7700.631866	1964.35912	6528.323861
ERI3-IT1	6.462005644	3.041451812	3.117270872	7.389881317	14.02570711	7.642765215	4.010065279	16.18927182
ERICH1	97.85322833	120.8977095	86.24449414	25.12559648	67.57840699	76.42765215	158.6840118	54.63879239
ERICH2	92.31436635	84.40028777	67.5408689	308.897039	354.4678706	298.0678434	88.22143614	181.1174785
ERICH3	0	0	0	0	0	1.091823602	0	2.023658977
ERICH5	0	0	0	0	0	1.091823602	0	0
ERICH6	3.692574654	2.281088859	4.156361163	26.60357274	29.3264785	19.65282484	8.592997027	22.26024875
ERICH6-AS1	4.615718317	3.041451812	7.273632036	62.07500306	65.02827842	51.3157093	16.04026112	24.28390773
ERLEC1	1207.471912	1133.701163	1202.227466	2058.820935	2005.676117	1801.508944	909.1390855	1231.396488
ERLIN1	2113.998989	2078.07195	2169.620527	1318.354827	1451.023154	1525.277572	1809.112307	1794.985513
ERLIN2	1514.878752	1487.269936	1626.176305	900.0875444	809.6658196	846.1632917	1379.462456	1221.278193
ERLNC1	41.54146486	32.69560698	27.01634756	94.59048085	66.30334271	99.3559478	18.33172699	46.54415648
ERMAP	448.6478204	466.1024901	463.4342697	390.1857335	483.2493632	367.9445539	289.870433	388.5425236
ERMARD	261.2496568	215.1827157	251.4598504	234.9982259	237.1619566	231.4666037	95.66870023	202.3658977
ERMN	0	0.760362953	0	2.955952527	0	0	1.145732937	4.047317955
ERMP1	2354.939486	2416.433464	2441.862183	2293.819161	2263.239102	2062.454785	2765.226443	2217.930239
ERN1	76.62092407	84.40028777	75.85359123	32.51547779	65.02827842	42.58112048	164.4126765	27.31939619
ERN2	9.231436635	8.363992482	10.39090291	23.64762021	2.550128566	8.734588817	3.437198811	18.2129308
ERO1A	1746.587811	1641.623615	1548.244533	1791.307231	1790.190253	1879.028419	2079.505281	1586.548638
ERO1B	311.0994146	238.7539672	230.6780446	1049.363147	1116.956312	978.2739475	341.4284152	572.6954906
ERP27	0	0	0	4.43392879	0	2.183647204	1.718599405	5.059147443
ERP29	1788.129276	1840.838709	1700.990806	1253.323871	1365.593847	1144.231135	1324.467275	1670.530486
ERP44	1944.140555	1874.294679	1746.710779	2287.907256	2536.102858	2126.872377	1470.548225	1815.222103
ERRFI1	683.126311	705.6168203	734.6368356	1952.406644	1677.984596	1877.936596	1166.928996	1745.405868
ERV3-1	47.08032684	27.3730663	39.48543105	20.69166769	44.6272499	41.48929688	42.39211867	28.33122568
ERVFC1	0	0	0	0	0	1.091823602	0	0
ERVH48-1	0	0	0	5.911905053	1.275064283	4.367294409	0.572866468	5.059147443
ERVK-19	0	0	0	0	0	5.459118011	0	0
