Gene	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_3	NKO70_1	NKO70_2	NKO70_3
A1BG	0.919062567	0	1.036854043	4.486017227	0	2.206158633	4.56726299	0	0	0	0
A1BG-AS1	5.514375402	7.597719653	2.073708086	4.486017227	1.291167105	5.515396582	12.55997322	0	0.963114363	4.121826623	5.467609099
A1CF	0	0	0	0	1.291167105	6.618475898	1.141815747	0	0	0	0
A2M	0.919062567	0	7.257978299	8.972034454	0	8.824634531	2.283631495	0	0	0	1.822536366
A2M-AS1	0.919062567	0	5.184270214	2.990678151	3.873501314	0	1.141815747	2.057047482	0	0	1.822536366
A2ML1	0	0	2.073708086	0	0	2.206158633	1.141815747	1.028523741	5.778686176	1.030456656	0
A3GALT2	0	0	0	2.990678151	0	0	0	0	0	0	0
A4GALT	197.5984519	269.7190477	206.3339545	173.4593328	202.7132355	206.2758322	196.3923086	149.1359424	265.8195641	262.7664472	247.8649458
AAAS	1601.926054	1509.666895	1516.917465	587.6682568	712.7242419	617.7244172	655.9731469	1012.067361	1741.310768	1564.233203	1637.548925
AACS	1766.438254	1631.990181	1655.855906	1408.609409	1280.837768	1463.786253	1624.232901	1900.711873	1883.851693	1760.019968	1756.013789
AACSP1	0.919062567	2.279315896	1.036854043	0	2.58233421	0	0	0	0.963114363	0	3.645072732
AADAC	3.676250268	0	2.073708086	5.981356303	5.164668419	6.618475898	2.283631495	5.142618704	0	1.030456656	4.556340915
AADACL2	0	1.519543931	2.073708086	0	0	4.412317266	0.570907874	0	0	0	0.911268183
AADACL2-AS1	17.46218877	17.4747552	46.65843192	22.43008614	21.94984078	33.09237949	10.8472496	24.68456978	18.29917289	8.243653245	21.87043639
AADACL3	0.919062567	0	0	0	0	1.103079316	0	0	0	0	0
AADACL4	0	0	0	8.972034454	1.291167105	7.721555215	0	0	0	0	0
AADACP1	5.514375402	6.078175722	9.331686385	29.90678151	12.91167105	19.85542769	5.138170864	9.256713667	8.668029263	7.213196589	1.822536366
AADAT	59.73906685	60.78175722	50.8058481	52.33686765	76.17885918	54.0508865	53.66534013	53.48323452	68.38111974	103.0456656	61.96623645
AAGAB	3388.583684	3256.382643	3576.109594	6800.802116	6242.792952	5336.697733	1781.803474	4649.955832	4747.190693	5105.912729	4663.870561
AAK1	316.157523	361.6514555	308.9825047	182.4313672	163.9782223	272.4605911	651.4058839	173.8205122	155.0614124	137.0507352	164.9395411
AAMDC	115.8018834	113.2060228	106.7959664	587.6682568	623.6337116	672.878383	130.1669952	282.8440287	138.6884682	149.4162151	117.5535956
AAMP	1830.772633	1919.183984	1639.266242	2118.89547	2014.220684	1826.699348	1335.353517	2052.933387	2343.257244	2388.598528	2258.122558
AANAT	11.94781337	14.43566734	5.184270214	5.981356303	16.78517236	6.618475898	12.55997322	4.114094963	4.815571813	4.121826623	13.66902275
AAR2	1220.515089	1206.517881	1187.197879	1447.488225	1320.863948	1258.6135	786.71105	1272.283867	1478.380547	1613.695123	1453.472752
AARS1	4556.712207	4663.480323	4497.872838	2259.457343	2386.07681	2612.091821	5966.558188	3469.210578	2948.093064	3067.669464	3281.476727
AARS2	203.1128273	240.847713	154.4912524	52.33686765	59.39368682	46.32933129	313.4284227	115.194659	140.6146969	134.9898219	159.471932
AASDH	156.2406364	135.2394098	149.3069822	261.6843383	171.7252249	172.0803734	104.4761409	171.7634647	190.6966438	205.0608745	197.7451957
AASDHPPT	2615.652066	2311.98609	2558.955778	3379.466311	3264.070441	3244.156269	985.3869901	2714.274152	3479.732192	3515.918109	3253.227414
AASS	153.4834487	180.0659558	166.9335009	106.1690744	139.4460473	142.2972318	606.8750698	137.8221813	67.41800538	81.40607579	91.12681831
AATBC	17.46218877	21.27361503	12.44224851	11.96271261	2.58233421	17.64926906	47.95626139	12.34228489	4.815571813	5.152283278	10.9352182
AATF	1012.806949	1034.809417	967.3848219	272.1517118	316.3359407	393.7993159	982.5324507	571.8591999	807.0898359	867.644504	919.4695967
AATK	21.13843904	23.55293092	41.47416171	4.486017227	5.164668419	9.927713847	29.68720943	11.31376115	15.4098298	10.30456656	20.04790003
ABALON	1227.867589	1286.293937	1339.615423	1220.196686	1279.546601	1425.178477	1073.306803	1717.634647	2006.167217	1836.27376	1775.150421
ABAT	91.90625669	105.6083032	87.09573959	58.31822395	58.10251972	63.97860035	216.3740841	105.9379453	48.15571813	48.43146281	65.61130918
ABCA1	0.919062567	9.117263584	6.221124257	2.990678151	3.873501314	3.309237949	13.1308811	6.171142445	3.85245745	3.091369967	3.645072732
ABCA10	11.94781337	9.877035549	6.221124257	32.89745967	5.164668419	18.75234838	4.56726299	3.085571222	15.4098298	18.5482198	4.556340915
ABCA11P	45.95312835	48.62540578	43.5478698	58.31822395	76.17885918	75.00939351	58.23260312	58.62585322	75.12292028	64.9187693	54.67609099
ABCA12	4.595312835	2.279315896	8.294832342	14.95339076	1.291167105	8.824634531	2.854539369	0	0	0	5.467609099
ABCA13	233.441892	229.4511335	229.1447435	480.0038433	493.225834	450.0563611	544.0752037	421.6947337	294.712995	319.4415632	282.4931368
ABCA17P	14.70500107	5.318403757	7.257978299	0	5.164668419	5.515396582	7.992710232	17.48490359	0.963114363	0	6.378877282
ABCA2	1134.123208	1290.852569	1262.888224	284.1144244	315.0447736	468.8087095	2125.490014	599.6293409	663.5857958	707.9237224	780.9568329
ABCA3	68.01062995	75.21742456	61.17438852	23.92542521	12.91167105	37.50469676	106.7597724	43.19799711	29.85654524	52.55328944	68.34511373
ABCA4	5.514375402	7.597719653	6.221124257	71.77627564	52.9378513	68.39091762	31.97084093	25.71309352	3.85245745	5.152283278	1.822536366
ABCA5	86.39188129	85.85423208	81.91146938	171.9639937	201.4220684	198.5542769	156.9996653	111.080564	52.97128994	62.85785599	65.61130918
ABCA6	0	0	1.036854043	0	1.291167105	4.412317266	0.570907874	1.028523741	0	0	0.911268183
ABCA7	311.5622102	363.1709994	341.1249801	128.5991605	123.9520421	152.2249457	513.8170864	183.0772259	220.553189	219.4872676	277.0255277
ABCA8	2.757187701	7.597719653	2.073708086	23.92542521	33.57034473	31.98930018	27.40357794	16.45637985	0	6.182739934	4.556340915
ABCA9	2.757187701	0	0	0	0	3.309237949	0	0	0.963114363	0	0.911268183
ABCA9-AS1	2.757187701	0	0	0	0	0	0	0	0.963114363	0	0
ABCB1	0	2.279315896	2.073708086	7.476695379	1.291167105	3.309237949	1.141815747	3.085571222	0	4.121826623	0
ABCB10	747.1978669	671.6384173	641.8126525	536.8267282	584.8986985	392.6962366	763.3038272	871.1596084	765.6759183	745.020162	680.7173328
ABCB11	0	0	1.036854043	0	0	2.206158633	0	1.028523741	0	0	0
ABCB4	76.28219306	77.49674046	70.50607491	118.131787	152.3577184	134.5756766	95.34161491	114.1661352	99.20077935	98.92383894	92.03808649
ABCB5	41.35781551	61.54152919	39.40045363	182.4313672	205.2955697	173.1834527	19.41086771	44.22652085	53.93440431	62.85785599	13.66902275
ABCB6	1525.643861	1466.359893	1431.895433	417.1996021	530.6696801	493.0764544	762.1620114	833.10423	1195.224924	1245.822097	1186.471174
ABCB7	635.9912963	610.0968881	653.2180469	939.0729396	973.539997	846.0618357	329.984751	598.6008171	656.8439953	678.0404794	677.9835282
ABCB8	762.8219306	776.4869485	732.0189542	454.583079	427.3763117	483.1487406	663.9658571	600.6578646	705.9628278	600.7562302	749.9737147
ABCB9	151.6453235	207.4177465	141.0121498	148.0385685	123.9520421	106.9986937	190.112322	211.8758906	184.9179576	131.8984519	185.8987093
ABCC1	3682.683706	3479.755601	3323.117207	354.3953609	485.4788314	651.919876	3344.378324	1111.834164	2007.130332	2017.634132	2432.174781
ABCC10	179.2172006	198.3004829	161.7492307	109.1597525	116.2050394	111.411011	385.3628148	189.2483683	145.4302688	143.2334751	160.3832002
ABCC11	3.676250268	3.039087861	7.257978299	0	0	4.412317266	11.41815747	6.171142445	1.926228725	0	3.645072732
ABCC12	0	0	0	0	0	0	0	4.114094963	0	0	0
ABCC2	89.14906899	119.2841986	120.275069	73.27161471	86.50819602	50.74164855	232.3595046	114.1661352	52.00817558	92.74109901	82.01413648
ABCC3	305.1287722	302.3892422	248.8449703	177.94535	282.765596	231.6466564	616.0095958	312.6712172	208.9958167	215.365441	254.2438231
ABCC4	703.0828637	573.6278338	685.3605223	475.5178261	427.3763117	414.757823	417.3336557	522.4900603	635.6554793	680.1013927	771.8441511
ABCC5	673.6728616	627.5716433	680.1762521	605.6123257	657.2040564	671.7753037	1362.186187	639.7417668	498.8932398	480.1928015	470.2143825
ABCC5-AS1	0	1.519543931	2.073708086	0	3.873501314	1.103079316	0.570907874	0	0	0	0
ABCC6	1.838125134	1.519543931	0	0	3.873501314	6.618475898	5.138170864	2.057047482	0	0	0.911268183
ABCC6P1	0	0	0	2.990678151	2.58233421	0	0.570907874	0	0	0	0
ABCC8	5.514375402	3.798859826	0	8.972034454	7.747002629	4.412317266	5.709078737	7.199666185	2.889343088	0	0
ABCC9	0	1.519543931	1.036854043	7.476695379	15.49400526	4.412317266	1.712723621	0	1.926228725	0	0
ABCD1	253.6612685	239.3281691	218.776203	182.4313672	201.4220684	264.7390359	477.2789824	301.357456	149.2827262	127.7766253	163.1170048
ABCD2	4.595312835	8.357491618	12.44224851	29.90678151	23.24100789	26.47390359	24.54903857	27.770141	5.778686176	3.091369967	10.02395001
ABCD3	1528.401049	1401.779276	1416.342622	3092.361209	2892.214315	2606.576425	1162.368431	2057.047482	1735.532081	1808.451431	1756.013789
ABCD4	343.7294	320.6237694	287.2085698	275.1423899	272.4362591	272.4605911	309.4320676	323.9849783	326.4957689	320.4720199	337.1692277
ABCE1	3172.603981	3118.863918	3272.311359	4421.717647	4056.847043	3880.633035	1871.43601	3254.249116	4244.444996	4414.476313	4327.612601
ABCF1	794.9891204	948.1954127	881.3259364	227.2915395	247.9040841	379.4592848	1386.735225	427.8658762	554.7538729	538.9288309	722.6356692
ABCF1-DT	4.595312835	7.597719653	6.221124257	1.495339076	3.873501314	3.309237949	3.425447242	0	6.741800538	10.30456656	7.290145465
ABCF2	565.2234787	483.9747419	520.5007295	369.3487517	389.9324657	330.9237949	463.5771935	414.4950675	758.9341177	625.48719	590.5017826
ABCF3	2103.734216	1948.815091	1863.226715	1176.831853	1229.191084	1372.23067	2260.224272	1764.946739	1846.290233	1770.324534	1841.672998
ABCG1	1856.506385	1761.151416	1707.698608	882.2500547	933.5138168	784.2893939	1376.458884	1227.028823	1374.364195	1332.380456	1380.571297
ABCG2	363.9487765	342.6571563	343.1986882	2108.428097	2111.058216	1679.989799	436.7445234	880.4163221	393.9137743	396.7258124	447.4326779
ABCG4	21.13843904	15.95521127	15.55281064	2.990678151	1.291167105	7.721555215	27.97448581	17.48490359	7.704914901	9.274109901	9.112681831
ABCG5	0.919062567	2.279315896	0	4.486017227	7.747002629	9.927713847	0	0	0	0	0
ABCG8	0	0	0	0	0	2.206158633	0	0	0	0	0
ABHD1	377.734715	385.9641584	330.7564396	599.6309694	530.6696801	469.9117888	202.6722952	447.4078272	468.0735802	445.1572752	410.0706824
ABHD10	2004.475458	1812.815909	1953.433017	7122.300018	7291.220641	5991.926847	1241.724625	3513.437098	2695.757101	2523.58835	2445.843803
ABHD11	1804.119819	1875.11721	1811.384013	2308.803533	2156.249065	2003.192039	1310.23357	2105.388097	2206.495005	2263.913272	2004.790003
ABHD11-AS1	13.7859385	5.318403757	2.073708086	47.85085042	32.27917762	33.09237949	5.709078737	25.71309352	5.778686176	5.152283278	5.467609099
ABHD12	1490.719484	1392.662012	1431.895433	2090.484028	1867.027634	1884.059472	1299.957228	2004.592771	1655.593589	1689.948915	1521.817866
ABHD12B	0	0.759771965	0	0	3.873501314	7.721555215	0.570907874	1.028523741	0	0	0.911268183
ABHD13	426.4450311	384.4446144	346.3092503	669.9119059	830.2204484	644.1983208	160.9960204	370.2685467	620.2456495	581.1775538	520.3341325
ABHD14A	110.287508	82.81514422	107.8328204	267.6656946	233.701246	271.3575118	70.79257634	181.0201784	130.0204389	96.86292563	116.6423274
ABHD14B	450.3406578	440.6677399	489.3951082	453.0877399	517.758009	565.8796893	524.0934281	480.3205869	438.217035	315.3197366	361.7734687
ABHD15	332.7006492	328.221489	302.7613805	225.7962004	197.548567	225.0281805	353.3919738	253.0168402	257.1515348	242.1573141	276.1142595
ABHD16A	335.4578369	318.3444535	317.2773371	529.3500328	451.9084867	486.4579785	387.0755384	530.7182502	398.7293461	413.2131189	379.0875642
ABHD16B	52.38656632	57.74266936	59.10068044	17.94406891	21.94984078	26.47390359	78.2143787	32.9127597	46.2294894	37.0964396	41.91833642
ABHD17A	1951.16983	1895.631053	1833.157948	2661.703555	2843.149965	2815.058415	1139.532116	2408.802601	2501.208	2446.3041	2253.566217
ABHD17B	810.613184	771.1685448	766.2351376	1356.272542	1306.66111	1330.313656	487.5553242	1013.095885	974.6717349	854.2485675	810.1174148
ABHD17C	709.5163017	763.5708251	784.8985104	496.4525731	472.5671604	530.5811512	521.2388887	559.516915	707.8890565	678.0404794	732.6596192
ABHD18	102.9350075	116.2451107	128.5699013	242.2449303	188.5103973	169.8742147	160.9960204	155.3070849	122.315524	138.0811919	102.0620365
ABHD2	720.5450525	641.2475387	640.7757984	363.3673954	340.8681157	388.2839194	804.980102	414.4950675	538.3809287	477.1014316	596.8806599
ABHD3	504.5653492	449.7850035	452.0683627	1393.656019	1399.625142	1203.459534	510.3916391	949.3274127	551.8645298	566.7511606	502.1087689
ABHD4	1152.504459	1207.277653	1104.249556	900.1941236	972.2488299	1146.09941	1090.434039	845.4465149	593.2784474	671.8577395	714.4342555
ABHD5	493.5365984	474.8574783	453.1052167	853.8386122	581.0251972	664.0537485	373.3737494	761.1075682	668.4013676	662.5836296	478.4157961
ABHD6	341.8912749	281.8753991	316.240483	322.9932404	265.9804236	237.162053	308.8611597	379.5252603	377.5408301	385.3907892	374.5312232
ABHD8	125.9115717	144.3566734	123.3856311	397.7601941	300.8419354	418.0670609	134.7342582	269.4732201	135.7991251	100.9847523	102.0620365
ABI1	4315.917814	4147.595159	4289.465175	6909.961869	6605.610908	6522.507998	4977.174843	7460.911216	5200.817558	5213.080221	4857.059416
ABI2	1163.53321	1101.66935	1199.640127	919.6335316	837.967451	953.0605294	711.3512107	972.9834588	1205.819182	1152.050541	1220.188097
ABI3	0	0	0	0	5.164668419	0	0	5.142618704	0.963114363	0	0
ABI3BP	1.838125134	2.279315896	13.47910256	2.990678151	15.49400526	7.721555215	14.84360472	9.256713667	0.963114363	2.060913311	0
ABITRAM	652.5344225	679.9959089	606.559615	729.725469	690.7744011	594.5597515	348.8247108	606.8290071	910.1430726	884.1318105	853.8582875
ABL1	1411.680103	1583.364776	1351.020818	367.8534126	428.6674788	690.5276521	2955.019154	856.7602761	761.8234608	743.9897054	928.5822786
ABL2	212.303453	212.7361503	232.2553056	314.0212059	273.7274262	404.8301091	978.5360956	353.8121668	129.0573246	159.7207816	131.2226184
ABLIM1	3871.091532	4171.148089	4134.973923	1924.50139	2220.80742	2697.028929	6637.37494	3010.488989	2458.830968	2529.77109	2847.713072
ABLIM2	5.514375402	6.837947688	9.331686385	14.95339076	18.07633947	15.44311043	13.70178897	13.37080863	3.85245745	6.182739934	0
ABLIM3	34.00531498	38.74837023	34.21618341	22.43008614	19.36750657	27.57698291	83.92345744	53.48323452	19.26228725	24.73095974	10.02395001
ABO	1.838125134	0	0	0	0	2.206158633	1.712723621	2.057047482	0	0	0
ABR	881.3810017	898.8102349	857.4782934	273.6470509	377.0207946	474.324106	1851.454235	634.5991481	470.9629233	490.4973681	604.1708054
ABRA	0	0	0	0	5.164668419	0	0	0	0	0	0
ABRACL	1101.956018	981.6253792	1059.664832	3970.125246	4441.614841	3759.29431	556.064269	2400.574411	1550.614124	1494.162151	1280.331797
ABRAXAS1	561.5472284	512.0863046	465.5474652	1070.662778	1007.110342	949.7512914	231.7885967	646.9414329	659.7333384	696.5886992	667.9595782
ABRAXAS2	513.7559749	417.8745809	526.7218537	668.4165669	592.6457011	562.5704514	437.8863392	556.4313438	606.7620484	616.2130801	528.5355462
ABT1	763.7409931	663.2809257	705.0607491	1783.939517	1789.557607	1378.849145	344.2574479	1026.466693	1196.188038	1164.416021	1030.644315
ABTB1	153.4834487	153.473937	139.9752958	257.198321	241.4482486	196.3481183	116.4652062	189.2483683	109.7950373	146.3248451	143.9803729
ABTB2	422.7687808	429.2711604	402.2993686	261.6843383	311.1712723	382.7685228	830.1000484	351.7551193	362.1310003	337.989783	352.6607869
ACAA1	749.9550546	756.7328774	749.6454729	1864.687827	1870.901135	1761.617668	791.278313	1320.624483	1042.08974	994.3906727	950.452715
ACAA2	649.7772348	585.0244133	599.3016367	1791.416213	1697.884743	1565.26955	439.0281549	994.5824573	734.8562587	684.2232193	671.6046509
ACACA	1409.841978	1566.649792	1514.843756	334.955953	402.8441367	333.1299535	1559.149403	486.4917294	821.5365513	834.6698911	929.4935467
ACACB	84.55375616	110.9267069	121.311923	77.75763194	46.48201577	66.18475898	298.0139101	87.42451797	68.38111974	55.6446594	78.36906375
ACAD10	228.8465792	266.6799598	237.4395758	146.5432294	192.3838986	220.6158633	369.9483022	163.5352748	190.6966438	136.0202785	239.6635322
ACAD11	22.97656417	23.55293092	29.0319132	4.486017227	20.65867368	35.29853812	32.5417488	37.02685467	9.631143626	15.45684983	12.75775456
ACAD8	294.1000214	281.8753991	237.4395758	710.286061	721.7624116	692.7338107	375.6573809	570.8306761	398.7293461	388.4821592	292.5170868
ACAD9	1135.04227	1157.132703	1150.907987	702.8093656	636.5453827	646.4044794	825.5327854	789.9062329	1122.028232	1186.055611	1352.321984
ACADL	0	0.759771965	0	0	0	0	0	0	0	0	0
ACADM	510.9987872	461.1815829	449.9946546	648.9771589	689.483234	561.467372	469.2862722	443.2937323	601.9464766	482.2537148	455.6340915
ACADS	353.8390883	294.7915225	323.4984613	293.0864588	303.4242696	194.1419597	186.1159668	313.6997409	274.4875933	285.4364936	297.9846959
ACADSB	825.3181851	684.5545407	816.0041317	876.2686984	950.2989892	756.712411	717.0602894	751.8508545	600.0202479	624.4567333	631.5088509
ACADVL	2454.816116	2384.164427	2107.924269	2711.049744	2754.059435	2511.711603	3444.85811	2677.247297	2376.966247	2256.700076	2186.132371
ACAN	0	0	0	0	3.873501314	0	0	0	0	0	0
ACAP1	18.38125134	28.11156272	23.84764298	29.90678151	23.24100789	28.68006223	26.26176219	45.25504459	20.22540161	22.67004642	12.75775456
ACAP2	1512.776985	1515.745071	1503.438362	1004.867859	950.2989892	949.7512914	2001.603005	1355.59429	1171.147065	1064.461725	1164.600738
ACAP3	321.6718984	341.1376124	341.1249801	79.25297101	111.040371	88.24634531	417.3336557	199.5336057	249.4466199	221.548181	264.2677731
ACAT1	1907.054826	1772.547995	1841.45278	2711.049744	2711.45092	2469.794589	1228.593744	1668.265508	1587.21247	1653.882932	1578.316493
ACAT2	2534.77456	2402.398954	2472.896892	3472.177334	3708.231925	3166.940717	1043.619593	3355.044442	3452.76499	3492.217606	3158.455523
ACBD3	687.4588001	623.0130115	672.9182738	409.7229068	482.8964972	425.7886161	1062.459553	513.2333466	472.889152	545.1115708	603.2595372
ACBD3-AS1	83.63469359	86.61400404	78.80090725	38.87881597	67.14068945	52.94780719	125.5997322	58.62585322	37.56146014	54.61420275	75.6352592
ACBD4	170.0265749	118.5244266	138.9384417	113.6457698	80.0523605	102.5863764	112.4688511	146.0503712	148.3196118	119.5329721	126.6662774
ACBD5	1852.830135	1771.788223	1889.148066	1212.71999	1181.417901	1170.367155	1722.999963	1744.376264	1820.286145	1838.334674	1928.243475
ACBD6	1479.690733	1382.025205	1254.593392	1042.251336	954.1724905	882.4634531	802.6964705	1235.257013	1368.585509	1392.146942	1293.089552
ACBD7	74.44406792	95.73126763	109.9065285	305.0491715	316.3359407	304.4498913	234.0722282	185.1342733	86.68029263	77.28424917	96.59442741
ACBD7-DCLRE1CP1	0	0	0	2.990678151	1.291167105	0	0	0	0	0	0
ACCS	167.2693872	147.3957613	173.1546251	321.4979013	331.8299459	248.1928462	298.0139101	363.0688805	165.6556704	143.2334751	159.471932
ACCSL	0	0	0	0	9.038169734	0	0	0	0	0	0
ACD	1030.269138	1001.37945	1078.328204	690.846653	646.8747195	719.2077143	839.8054823	851.6176574	1211.597868	1078.888118	1049.780947
ACE	1.838125134	0	1.036854043	5.981356303	2.58233421	0	1.712723621	0	0	2.060913311	0
ACE2	1.838125134	6.837947688	3.110562128	62.80424118	77.47002629	58.46320377	23.9781307	20.57047482	0.963114363	3.091369967	1.822536366
ACER1	0	0	0	1.495339076	3.873501314	4.412317266	0	3.085571222	0	3.091369967	0
ACER2	52.38656632	29.63110665	42.51101575	237.758913	188.5103973	219.512784	99.33797003	136.7936575	65.49177666	48.43146281	61.05496827
ACER3	1339.993223	1361.511362	1365.536774	2257.962004	1904.47148	1788.091572	1567.142113	1702.206791	1518.83135	1550.837267	1530.930548
ACHE	10.10968824	12.91612341	15.55281064	73.27161471	50.35551709	89.34942463	33.68356455	35.99833093	5.778686176	16.48730649	6.378877282
ACIN1	1017.402262	1176.886774	1112.544388	931.5962442	1247.267423	1031.379161	1816.057946	900.9867969	960.2250195	935.6546433	940.4287649
ACKR1	0	0	1.036854043	0	0	0	0	0	0	0	0
ACKR2	2.757187701	3.798859826	6.221124257	5.981356303	3.873501314	4.412317266	6.279986611	8.228189926	5.778686176	5.152283278	0.911268183
ACKR3	25.73375187	33.42996647	45.62157788	95.70170085	117.4962065	123.5448834	44.53081415	75.08223308	15.4098298	7.213196589	9.112681831
ACKR4	0.919062567	0.759771965	5.184270214	13.45805168	6.455835524	8.824634531	3.996355116	0	0	0	0
ACLY	3677.16933	3669.698592	3420.581487	2093.474706	2056.829198	2175.272412	4728.25901	2513.712022	2552.253061	2532.86246	2836.777854
ACMSD	4.595312835	5.318403757	8.294832342	17.94406891	19.36750657	12.13387248	1.712723621	0	4.815571813	12.36547987	11.84648638
ACO1	1408.003853	1382.025205	1451.59566	1357.767881	1240.811588	1387.67378	960.2670436	1380.27886	1133.585605	1253.035293	1287.621943
ACO2	3815.947778	3769.22872	3719.195451	1459.450938	1718.543417	1616.011198	3319.829286	2461.257312	2730.429218	2743.075617	2883.252531
ACOD1	0	0	0	0	0	0	0	3.085571222	0	0	0
ACOT1	3.676250268	0.759771965	0	0	0	1.103079316	2.854539369	2.057047482	1.926228725	1.030456656	0
ACOT11	1907.054826	1850.044735	1737.767376	817.9504744	995.4898378	1194.6349	2111.788225	1630.210129	1393.626483	1391.116485	1613.855952
ACOT12	0	0	0	0	1.291167105	1.103079316	0	0	0	0	0
ACOT13	980.6397589	923.1229378	925.9106602	1937.959442	1830.874955	1695.432909	306.5775282	1091.263689	864.8766976	927.4109901	886.6639421
ACOT2	1.838125134	0	3.110562128	0	0	0	1.141815747	4.114094963	2.889343088	0	1.822536366
ACOT4	0	0	2.073708086	1.495339076	1.291167105	2.206158633	0	0	0	0	0
ACOT6	0	1.519543931	0	1.495339076	0	1.103079316	1.141815747	0	0	0	0
ACOT7	5206.489442	5001.578848	5103.395599	3750.310402	4073.632216	4175.155212	3257.02942	4616.014549	5582.210846	5603.623293	5513.172508
ACOT8	427.3640936	468.0195306	497.6899405	1571.601369	1694.011242	1286.190483	230.646781	652.0840516	579.7948463	529.654721	534.0031553
ACOT9	2071.567026	2103.0488	1958.617287	5380.229994	5305.405634	4598.73767	1320.509912	3085.571222	3245.695402	3102.70499	2699.176358
ACOX1	579.0094172	545.5162711	671.8814197	885.2407328	813.435276	664.0537485	593.7441887	810.4767077	655.8808809	687.3145893	646.0891418
ACOX2	19.30031391	20.51384306	8.294832342	79.25297101	64.55835524	29.78314154	19.41086771	51.42618704	12.52048671	18.5482198	8.201413648
ACOX3	147.0500107	140.5578136	158.6386685	118.131787	81.3435276	97.07097984	95.34161491	153.2500374	151.2089549	166.9339782	162.2057366
ACOXL	110.287508	110.166935	100.5748421	222.8055223	227.2454104	158.8434216	64.51258973	112.1090877	76.08603464	108.1979488	78.36906375
ACOXL-AS1	1.838125134	3.798859826	0	1.495339076	6.455835524	0	1.141815747	0	0	0	0
ACP1	3943.697475	3947.01536	3874.723558	8367.917468	8488.132547	7714.936739	1581.985718	4626.299786	5461.82155	5523.247674	4943.629893
ACP2	514.6750375	519.6840243	553.6800588	305.0491715	296.9684341	336.4391915	715.9184737	449.4648747	406.434261	378.1775926	390.0227824
ACP3	3.676250268	7.597719653	9.331686385	16.44872983	19.36750657	23.16466564	7.421802359	9.256713667	3.85245745	7.213196589	2.733804549
ACP4	1.838125134	0	3.110562128	0	6.455835524	3.309237949	3.996355116	0	0	0	0
ACP5	2.757187701	3.798859826	1.036854043	17.94406891	11.62050394	4.412317266	6.850894485	15.42785611	0.963114363	5.152283278	3.645072732
ACP6	2.757187701	0	7.257978299	19.43940798	18.07633947	11.03079316	11.41815747	16.45637985	0.963114363	11.33502321	8.201413648
ACP7	89.14906899	122.3232864	151.3806902	83.73898824	98.12869997	99.27713847	228.3631495	115.194659	97.27455062	107.1674922	102.0620365
ACR	0	1.519543931	2.073708086	0	0	0	0.570907874	0	0	0	0.911268183
ACRBP	0.919062567	1.519543931	0	0	0	1.103079316	1.712723621	0	0	4.121826623	0
ACRV1	0	3.039087861	2.073708086	1.495339076	0	0	0.570907874	0	0	4.121826623	0
ACSBG1	2204.831098	2138.758082	2255.157543	2301.326838	1927.712488	1946.934993	1035.626883	1888.369588	2883.564402	2652.395432	2688.24114
ACSBG2	4.595312835	3.039087861	0	0	3.873501314	11.03079316	8.563618106	0	0.963114363	5.152283278	3.645072732
ACSF2	177.3790754	186.1441315	148.2701281	349.9093437	333.121113	380.5623642	512.6752706	297.2433611	145.4302688	147.3553018	74.72399101
ACSF3	454.9359706	461.1815829	483.1739839	254.2076429	342.1592828	357.3976985	613.1550564	526.6041553	484.4465244	425.5785988	418.272096
ACSL1	1215.000713	1208.037425	1205.861252	640.0051244	570.6958603	654.1260346	824.3909697	880.4163221	943.8520753	951.1114931	834.7216557
ACSL3	3604.563388	3489.632637	3173.810225	1483.376363	1282.128935	1445.033904	2362.987689	1553.070849	2471.351454	2563.776159	2817.641222
ACSL3-AS1	4.595312835	0	0	4.486017227	0	7.721555215	1.141815747	0	4.815571813	2.060913311	0
ACSL4	2441.94924	2445.705956	2382.69059	2165.250982	2191.110577	1816.771634	2151.180868	2193.841139	2680.347271	2814.177127	2863.204631
ACSL5	14.70500107	4.558631792	10.36854043	14.95339076	18.07633947	16.54618975	14.27269684	9.256713667	13.48360108	13.39593652	4.556340915
ACSL6	0.919062567	1.519543931	0	10.46737353	2.58233421	5.515396582	1.141815747	0	0	0	0
ACSM1	0	0	0	5.981356303	0	2.206158633	2.283631495	1.028523741	0.963114363	4.121826623	0
ACSM2A	0	0	0	0	0	0	1.712723621	0	0	0	0
ACSM3	156.2406364	104.0887592	129.6067553	145.0478903	169.1428907	155.5341836	90.77435192	105.9379453	136.7622395	174.1471748	204.124073
ACSM5	0	0	0	16.44872983	5.164668419	1.103079316	0.570907874	6.171142445	0	1.030456656	0
ACSM6	4.595312835	3.039087861	1.036854043	38.87881597	29.69684341	26.47390359	2.283631495	9.256713667	0	7.213196589	2.733804549
ACSS1	457.6931583	435.3493361	403.3362226	312.5258668	277.6009275	328.7176363	395.6391565	355.8692143	446.8850642	456.4922984	394.5791233
ACSS2	658.0487979	629.8509592	643.8863606	468.0411307	427.3763117	466.6025508	391.6428014	579.0588661	451.7006361	386.4212459	462.0129688
ACSS3	0	0	0	2.990678151	0	1.103079316	0	0	0	0	0
ACTA1	0	2.279315896	1.036854043	0	5.164668419	1.103079316	0	0	0	0	0
