Gene	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_3	NKO70_1	NKO70_2	NKO70_3
LOC107986842	0	0	0	4.486017227	3.873501314	2.206158633	0	0	0	0	0
LOC107986845	10.10968824	5.318403757	2.073708086	2.990678151	5.164668419	4.412317266	2.283631495	8.228189926	3.85245745	3.091369967	7.290145465
LOC107986847	0	0	0	0	0	0	0.570907874	0	0.963114363	0	0
LOC107986849	0	0	1.036854043	0	1.291167105	5.515396582	0	0	0	0	1.822536366
LOC107986850	0	0	0	1.495339076	0	0	0	0	0	5.152283278	0
LOC107986852	159.9168866	140.5578136	160.7123766	209.3474706	218.2072407	174.286532	69.6507606	223.1896517	165.6556704	183.4212847	153.0930548
LOC107986853	2.757187701	0	1.036854043	0	0	1.103079316	2.854539369	0	0.963114363	0	0
LOC107986854	0	0	0	2.990678151	0	0	0	0	0	0	0
LOC107986856	0	0	0	0	0	2.206158633	3.996355116	0	0	0	0
LOC107986858	0	0	0	0	0	1.103079316	0	0	0	1.030456656	0
LOC107986859	1.838125134	0	0	0	0	0	0.570907874	3.085571222	1.926228725	0	0
LOC107986860	0	0	1.036854043	0	0	0	0	0	0	0	0
LOC107986862	1.838125134	0.759771965	4.147416171	0	0	0	3.425447242	0	0	0	0.911268183
LOC107986863	1.838125134	0	2.073708086	0	0	0	0	0	0	1.030456656	0.911268183
LOC107986868	0	0	0	0	0	3.309237949	0	0	0	0	0
LOC107986871	1.838125134	2.279315896	2.073708086	8.972034454	7.747002629	1.103079316	3.425447242	5.142618704	4.815571813	1.030456656	0.911268183
LOC107986872	0	0	0	0	0	0	1.712723621	0	0	0	0
LOC107986874	0	1.519543931	0	0	11.62050394	8.824634531	0.570907874	1.028523741	2.889343088	1.030456656	0
LOC107986876	262.8518941	322.1433133	262.3240728	122.6178042	125.2432092	157.7403422	259.1921747	208.7903194	281.2293939	345.2029796	315.2987913
LOC107986880	0	0.759771965	0	0	2.58233421	2.206158633	0	1.028523741	0	0	0
LOC107986882	1.838125134	4.558631792	5.184270214	13.45805168	32.27917762	17.64926906	1.712723621	11.31376115	4.815571813	0	3.645072732
LOC107986884	0	2.279315896	0	5.981356303	5.164668419	7.721555215	2.283631495	0	0	1.030456656	0
LOC107986887	0	0	0	0	0	0	0	0	2.889343088	0	0
LOC107986888	3.676250268	0	0	7.476695379	3.873501314	9.927713847	1.141815747	1.028523741	2.889343088	4.121826623	0
LOC107986891	0	0	0	0	0	1.103079316	0	0	0	0	0
LOC107986894	0	0	0	13.45805168	1.291167105	4.412317266	0	0	0	0	0
LOC107986896	0	0	0	0	1.291167105	0	0	2.057047482	0	0	0
LOC107986897	0.919062567	1.519543931	0	2.990678151	0	2.206158633	0.570907874	1.028523741	0	0	0.911268183
LOC107986904	0	2.279315896	7.257978299	16.44872983	5.164668419	4.412317266	8.563618106	0	2.889343088	0	0
LOC107986909	4.595312835	12.15635144	12.44224851	0	0	5.515396582	9.705433853	5.142618704	2.889343088	0	1.822536366
LOC107986910	0	0	0	0	0	0	1.141815747	0	0	0	0
LOC107986918	0	0	0	0	2.58233421	0	0	0	0	0	0
LOC107986919	0	0	0	0	3.873501314	0	0.570907874	0	0	0	0
LOC107986920	0.919062567	0	0	1.495339076	0	0	0	0	0	0	0
LOC107986922	0	0	0	0	0	2.206158633	0	0	0	0	0
LOC107986924	4.595312835	0.759771965	0	0	0	0	2.854539369	0	2.889343088	0	0
LOC107986925	0	0	0	4.486017227	0	0	1.712723621	4.114094963	0	0	0
LOC107986929	4.595312835	3.798859826	14.5159566	8.972034454	5.164668419	11.03079316	3.425447242	10.28523741	2.889343088	3.091369967	0
LOC107986930	0	0	2.073708086	0	3.873501314	2.206158633	0.570907874	0	0.963114363	0	0
LOC107986932	0	0	0	0	1.291167105	0	0	0	0	0	0
LOC107986934	90.06813156	93.45195173	118.2013609	173.4593328	170.4340578	131.2664386	82.78164169	125.4798964	88.60652136	87.58881573	100.2395001
LOC107986935	0	0	0	0	0	2.206158633	0	0	0	0	0
LOC107986936	0.919062567	0	0	0	0	0	0	0	0	0	0
LOC107986938	0	0	0	0	0	0	0.570907874	0	0	0	0
LOC107986939	2.757187701	4.558631792	0	0	1.291167105	4.412317266	2.854539369	3.085571222	2.889343088	3.091369967	9.112681831
LOC107986941	0	0	0	1.495339076	0	0	0	0	0	0	0
LOC107986942	11.94781337	17.4747552	7.257978299	40.37415504	19.36750657	35.29853812	9.13452598	11.31376115	17.33605853	22.67004642	10.9352182
LOC107986943	0	0	0	0	3.873501314	0	0	0	0	0	0
LOC107986944	0	0	0	2.990678151	0	0	0	0	0	0	0
LOC107986945	0	0	0	0	0	1.103079316	0	0	0	0	0
LOC107986946	0	0.759771965	0	1.495339076	0	0	0	0	0	3.091369967	0.911268183
LOC107986948	4.595312835	3.798859826	4.147416171	11.96271261	12.91167105	8.824634531	9.13452598	17.48490359	11.55737235	8.243653245	16.4028273
LOC107986950	0	0	1.036854043	0	0	0	0	0	0	0	0
LOC107986952	0	0	0	0	9.038169734	0	0	0	0.963114363	0	0
LOC107986954	0.919062567	0	2.073708086	1.495339076	0	2.206158633	1.141815747	0	4.815571813	5.152283278	0
LOC107986956	0	0	0	0	0	0	0	0	0	0	1.822536366
LOC107986957	0	0	0	0	0	0	0.570907874	0	0	0	0
LOC107986959	0	0	0	2.990678151	3.873501314	0	0	0	0	0	0
LOC107986961	0	0.759771965	0	0	0	0	0	0	0	0	0
LOC107986962	0	0.759771965	0	0	0	0	0	0	0.963114363	0	0
LOC107986963	0	0	0	0	0	1.103079316	0	1.028523741	0	0	0
LOC107986964	0	0	0	4.486017227	1.291167105	0	0	0	0	0	0
LOC107986965	1.838125134	0	1.036854043	0	0	0	0	2.057047482	0	0	0
LOC107986971	0	0.759771965	0	0	1.291167105	0	0	3.085571222	0	0	0
LOC107986972	3.676250268	5.318403757	4.147416171	23.92542521	33.57034473	39.71085539	5.138170864	28.79866474	12.52048671	7.213196589	9.112681831
LOC107986973	23.89562674	24.31270289	11.40539447	180.9360282	232.4100789	217.3066253	86.20708893	133.7080863	8.668029263	14.42639318	12.75775456
LOC107986976	0	0	0	0	1.291167105	2.206158633	0.570907874	1.028523741	0	0	0
LOC107986981	0	0	0	2.990678151	0	0	0	0	0	0	0
LOC107986982	0.919062567	0	0	0	0	2.206158633	0.570907874	0	0	0	0.911268183
LOC107986983	0	0	0	0	0	0	0.570907874	0	0	0	2.733804549
LOC107986984	46.87219091	40.26791416	36.2898915	73.27161471	50.35551709	59.56628308	39.96355116	41.14094963	21.18851598	32.97461298	22.78170458
LOC107986985	268.3662695	334.2996647	304.8350886	216.824166	232.4100789	105.8956144	145.0105999	208.7903194	356.3523142	419.3958588	381.8213687
LOC107986990	0	0	0	0	5.164668419	0	0	0	0	0	0
LOC107986991	573.4950418	511.3265326	473.8422975	1544.685265	1511.95668	1529.971012	329.4138431	983.2686962	670.3275964	644.0354098	520.3341325
LOC107986993	0	1.519543931	1.036854043	20.93474706	16.78517236	13.2369518	6.850894485	2.057047482	1.926228725	3.091369967	0.911268183
LOC107986997	92.82531926	131.44055	127.5330473	246.7309475	200.1309012	249.2959255	65.08349761	166.620846	178.1761571	111.2893188	130.3113502
LOC107986998	0	0	0	0	0	0	1.141815747	0	0	0	0
LOC107987000	13.7859385	9.117263584	2.073708086	1.495339076	2.58233421	1.103079316	5.138170864	3.085571222	1.926228725	12.36547987	14.58029093
LOC107987003	0	0	0	0	0	0	0	1.028523741	0	0	0
LOC107987007	2.757187701	14.43566734	1.036854043	0	0	0	0	1.028523741	4.815571813	4.121826623	1.822536366
LOC107987010	0	0	0	0	0	0	0	3.085571222	0	0	0
LOC107987012	2.757187701	0	0	0	0	0	0	0	0	0	0
LOC107987013	0	0	0	7.476695379	2.58233421	4.412317266	0	0	0	0	0
LOC107987014	0	1.519543931	1.036854043	1.495339076	0	3.309237949	0	0	0	1.030456656	0
LOC107987015	0	0.759771965	0	0	0	0	0	0	0	0	0
LOC107987016	0	0	0	4.486017227	0	0	0	0	0	0	0
LOC107987027	0	0	0	0	3.873501314	0	0	0	0	0	0
LOC107987032	0	1.519543931	0	0	0	0	0	1.028523741	0	3.091369967	0
LOC107987033	0	0	0	2.990678151	0	0	0	0	0	0	0
LOC107987037	0	0	0	0	2.58233421	0	0	0	0	0	0
LOC107987038	0	0	0	0	0	0	1.141815747	0	0	0	0
LOC107987041	0	0	0	0	2.58233421	0	0	0	0	0	0
LOC107987043	0.919062567	2.279315896	1.036854043	14.95339076	9.038169734	9.927713847	1.141815747	4.114094963	2.889343088	1.030456656	1.822536366
LOC107987044	0	1.519543931	0	0	0	1.103079316	0	0	0	0	0
LOC107987046	0.919062567	0	4.147416171	8.972034454	0	3.309237949	0	2.057047482	0	1.030456656	1.822536366
LOC107987047	0	0	0	0	0	1.103079316	0	0	0.963114363	0	0
LOC107987049	0	0	2.073708086	0	0	0	0	0	0	0	0
LOC107987053	1.838125134	0	5.184270214	13.45805168	2.58233421	6.618475898	1.712723621	3.085571222	0	9.274109901	3.645072732
LOC107987057	0.919062567	0	0	1.495339076	7.747002629	9.927713847	2.854539369	0	0.963114363	0	0.911268183
LOC107987059	0.919062567	0	0	0	0	0	0	1.028523741	0	2.060913311	0
LOC107987061	0	1.519543931	0	25.42076429	33.57034473	15.44311043	1.712723621	2.057047482	0.963114363	0	5.467609099
LOC107987063	48.71031605	46.34608988	30.06876724	70.28093656	131.6990447	103.6894557	25.69085432	87.42451797	96.31143626	65.94922596	53.7648228
LOC107987064	1.838125134	0	0	1.495339076	1.291167105	3.309237949	0	0	2.889343088	2.060913311	0.911268183
LOC107987065	0.919062567	0	0	0	0	0	0	0	0	0	0
LOC107987066	1.838125134	0	0	0	0	0	0	0	0	0	0
LOC107987068	0	0	0	1.495339076	11.62050394	5.515396582	0	3.085571222	0	0	0
LOC107987069	0	0	0	0	1.291167105	0	0.570907874	3.085571222	0	0	0
LOC107987072	145.2118856	122.3232864	111.9802366	331.9652748	408.0088051	387.18084	95.34161491	265.3591251	195.5122156	196.8172212	142.1578366
LOC107987073	1.838125134	0.759771965	2.073708086	0	0	0	1.141815747	2.057047482	0	0	0
LOC107987078	0	0	0	0	1.291167105	0	0	0	0	0	0
LOC107987081	0.919062567	0	0	0	0	0	0	0	0	0	0
LOC107987087	1.838125134	0	0	2.990678151	11.62050394	6.618475898	0	1.028523741	0	0	0
LOC107987088	0	0	0	0	5.164668419	0	0	0	0	0	0
LOC107987091	0.919062567	1.519543931	1.036854043	29.90678151	25.8233421	28.68006223	0	1.028523741	0	3.091369967	0.911268183
LOC107987095	11.94781337	14.43566734	17.62651873	5.981356303	2.58233421	5.515396582	15.98542046	9.256713667	6.741800538	18.5482198	4.556340915
LOC107987097	15.62406364	18.23452717	8.294832342	2.990678151	6.455835524	4.412317266	37.10901179	5.142618704	0.963114363	6.182739934	7.290145465
LOC107987098	3.676250268	0	6.221124257	2.990678151	0	0	1.712723621	0	0	0	0
LOC107987099	0	0	0	1.495339076	0	0	1.712723621	0	0	0	0
LOC107987100	0	0	0	2.990678151	1.291167105	1.103079316	0.570907874	0	1.926228725	0	0
LOC107987101	0	0	0	2.990678151	7.747002629	5.515396582	0	0	0.963114363	0	0
LOC107987102	49.62937861	77.49674046	58.0638264	37.38347689	29.69684341	17.64926906	35.96719605	33.94128345	54.89751867	74.19287921	64.700041
LOC107987103	0	0	0	8.972034454	2.58233421	5.515396582	0.570907874	2.057047482	0	0	0
LOC107987104	0	0	0	1.495339076	0	8.824634531	1.712723621	1.028523741	0	0	0
LOC107987105	0	0	0	0	0	1.103079316	0	0	0	0	0
LOC107987107	0	5.318403757	4.147416171	7.476695379	10.32933684	17.64926906	2.854539369	3.085571222	0	10.30456656	0.911268183
LOC107987108	0	0	0	1.495339076	0	1.103079316	0.570907874	1.028523741	0	3.091369967	0
LOC107987109	0	0	0	0	0	0	0	2.057047482	0	0	0
LOC107987110	0	0	0	1.495339076	3.873501314	2.206158633	1.141815747	0	0	0	0
LOC107987112	0.919062567	0	0	0	0	0	0.570907874	0	0	0	0
LOC107987113	67.09156739	52.42426561	64.28495065	44.86017227	87.79936313	54.0508865	42.81809053	54.51175826	47.19260377	47.40100616	59.2324319
LOC107987114	0	3.039087861	1.036854043	4.486017227	6.455835524	2.206158633	0	2.057047482	1.926228725	1.030456656	0
LOC107987115	3.676250268	1.519543931	3.110562128	10.46737353	1.291167105	2.206158633	0.570907874	4.114094963	0.963114363	0	0.911268183
LOC107987116	18.38125134	12.15635144	21.7739349	40.37415504	37.44384604	27.57698291	6.850894485	23.65604604	12.52048671	11.33502321	7.290145465
LOC107987117	0	0	0	0	0	0	0	0	0.963114363	0	0.911268183
LOC107987118	1.838125134	0.759771965	1.036854043	0	0	0	3.996355116	0	0	0	0
LOC107987119	0.919062567	0	0	8.972034454	0	0	0	0	1.926228725	0	3.645072732
LOC107987121	3.676250268	1.519543931	1.036854043	0	0	0	0	0	1.926228725	0	0.911268183
LOC107987126	13.7859385	9.877035549	8.294832342	4.486017227	16.78517236	9.927713847	5.709078737	3.085571222	9.631143626	9.274109901	18.22536366
LOC107987127	0.919062567	1.519543931	2.073708086	0	3.873501314	1.103079316	0.570907874	0	0	1.030456656	0
LOC107987128	0	0	0	0	0	0	0.570907874	0	0	0	0
LOC107987129	1.838125134	0.759771965	0	0	0	0	0.570907874	0	0	0	0
LOC107987132	0.919062567	0	0	0	0	3.309237949	2.283631495	0	0	0	3.645072732
LOC107987133	0	0	0	0	2.58233421	1.103079316	0	0	0	0	0
LOC107987134	9.190625669	15.19543931	10.36854043	23.92542521	9.038169734	6.618475898	11.41815747	5.142618704	26.00408779	1.030456656	8.201413648
LOC107987135	1521.048548	1632.749953	1628.897701	355.8907	339.5769486	594.5597515	2008.4539	723.0521898	906.2906152	843.944001	1105.368306
LOC107987137	0	0	0	0	0	2.206158633	0.570907874	0	0	0	0
LOC107987138	0	0	0	0	0	0	0	0	0	3.091369967	0
LOC107987139	0	0	0	0	0	0	0.570907874	0	0	0	0
LOC107987141	107.5303203	102.5692153	101.6116962	167.4779765	193.6750657	151.1218663	111.8979433	141.9362762	88.60652136	104.0761222	101.1507683
LOC107987142	395.1969038	385.9641584	379.4885797	210.8428097	151.0665513	189.7296424	228.9340574	316.7853122	374.651487	397.7562691	359.9509323
LOC107987145	0	0	0	11.96271261	11.62050394	9.927713847	3.425447242	6.171142445	0	0	0
LOC107987147	10.10968824	9.117263584	9.331686385	8.972034454	19.36750657	18.75234838	20.55268345	6.171142445	19.26228725	9.274109901	14.58029093
LOC107987148	0	0	0	0	0	0	0.570907874	0	0	0	0
LOC107987150	0	0	1.036854043	0	0	1.103079316	3.425447242	1.028523741	2.889343088	3.091369967	2.733804549
LOC107987152	3.676250268	3.798859826	7.257978299	16.44872983	6.455835524	7.721555215	5.138170864	3.085571222	12.52048671	2.060913311	5.467609099
LOC107987153	0	0	1.036854043	7.476695379	0	6.618475898	0	0	0	1.030456656	0
LOC107987158	0	1.519543931	0	0	0	0	1.712723621	0	0.963114363	0	0
LOC107987160	0	0	0	0	0	2.206158633	0.570907874	0	0	3.091369967	0
LOC107987171	0	0	0	0	0	0	1.141815747	0	0	0	0
LOC107987172	0.919062567	3.039087861	10.36854043	0	0	0	5.138170864	0	0	0	1.822536366
LOC107987174	0	0.759771965	0	0	0	0	0	0	0	0	0
LOC107987175	1.838125134	0	0	2.990678151	1.291167105	1.103079316	0	0	0	1.030456656	0.911268183
LOC107987177	0	0	0	1.495339076	1.291167105	0	0	0	0	0	0
LOC107987178	0	0.759771965	0	0	0	1.103079316	0	0	0	0	0
LOC107987180	0	0	0	0	0	0	0	0	0	0	2.733804549
LOC107987181	4.595312835	8.357491618	4.147416171	2.990678151	11.62050394	1.103079316	6.850894485	4.114094963	0.963114363	1.030456656	9.112681831
LOC107987183	0	0	1.036854043	11.96271261	9.038169734	3.309237949	5.138170864	10.28523741	0.963114363	2.060913311	4.556340915
LOC107987187	0	0	0	0	0	0	0	0	0.963114363	0	0
LOC107987191	0	0	0	0	0	2.206158633	0	0	0	0	0
LOC107987192	0	0	0	1.495339076	1.291167105	1.103079316	0	0	0	0	1.822536366
LOC107987206	0	0	0	7.476695379	6.455835524	3.309237949	0	1.028523741	0.963114363	0	0
LOC107987209	1737.947314	1473.957613	1411.158352	3935.732447	4510.046697	3355.56728	455.5844832	2455.086169	3010.695497	2854.364936	2040.329462
LOC107987210	0	0	0	0	3.873501314	2.206158633	1.712723621	0	0	0	0
LOC107987211	0.919062567	0	0	0	0	0	0	0	0	0	0
LOC107987220	0	0	0	1.495339076	0	0	1.712723621	0	0	0	0
LOC107987222	10.10968824	3.039087861	13.47910256	4.486017227	1.291167105	9.927713847	11.98906535	2.057047482	9.631143626	8.243653245	4.556340915
LOC107987225	0	0	0	2.990678151	0	1.103079316	0.570907874	0	0	0	0
LOC107987228	29.41000214	25.83224682	21.7739349	11.96271261	21.94984078	22.06158633	16.55632834	14.39933237	14.44671544	6.182739934	9.112681831
LOC107987233	0	0	0	0	0	0	0.570907874	0	0	0	0
LOC107987237	4.595312835	3.039087861	0	0	3.873501314	0	5.138170864	3.085571222	0	1.030456656	5.467609099
LOC107987238	31.24812728	43.30700202	17.62651873	37.38347689	19.36750657	17.64926906	59.94532674	28.79866474	25.04097343	7.213196589	16.4028273
LOC107987243	0	0	0	1.495339076	0	0	3.996355116	0	3.85245745	0	0
LOC107987244	23.89562674	35.70928237	22.81078894	4.486017227	1.291167105	6.618475898	45.6726299	11.31376115	4.815571813	27.8223297	10.9352182
LOC107987245	33.08625241	65.34038902	63.24809661	7.476695379	20.65867368	35.29853812	127.3124558	31.88423596	25.04097343	48.43146281	20.04790003
LOC107987247	0	0	0	0	0	0	0	0	0	0	0.911268183
LOC107987249	0	0	0	0	0	0	0	1.028523741	0	0	0
LOC107987250	48.71031605	67.61970491	64.28495065	43.3648332	37.44384604	47.4324106	73.64711571	56.56880574	46.2294894	58.73602937	30.98311822
LOC107987251	8.271563102	3.798859826	9.331686385	0	1.291167105	0	10.27634173	5.142618704	13.48360108	3.091369967	9.112681831
LOC107987254	0	0	0	0	0	0	2.283631495	0	0	0	0
LOC107987258	1.838125134	0.759771965	2.073708086	31.40212059	7.747002629	3.309237949	5.709078737	2.057047482	0	3.091369967	0.911268183
LOC107987259	1.838125134	0	0	11.96271261	3.873501314	1.103079316	5.138170864	2.057047482	0	0	0
LOC107987261	0	1.519543931	2.073708086	0	0	0	2.283631495	0	0	0	0
LOC107987266	40.43875295	36.46905433	32.14247533	22.43008614	37.44384604	31.98930018	69.6507606	46.28356833	20.22540161	19.57867646	26.42677731
LOC107987269	0	0.759771965	1.036854043	0	0	0	0	0	0	0	0
LOC107987272	22.97656417	15.19543931	18.66337277	38.87881597	28.40567631	39.71085539	13.70178897	15.42785611	18.29917289	19.57867646	20.95916821
LOC107987276	0	0	1.036854043	0	0	0	0	0	0	0	0
LOC107987280	1.838125134	0.759771965	0	0	7.747002629	2.206158633	0	5.142618704	0.963114363	0	0
LOC107987284	0.919062567	1.519543931	0	2.990678151	6.455835524	0	0	1.028523741	0	0	0
LOC107987285	0	0	0	0	0	0	0.570907874	0	0	0	0
LOC107987288	0	0	0	0	0	0	1.141815747	0	0	0	0
LOC107987290	0.919062567	3.798859826	5.184270214	1.495339076	18.07633947	8.824634531	3.425447242	6.171142445	0	5.152283278	2.733804549
LOC107987299	14.70500107	9.877035549	17.62651873	10.46737353	5.164668419	6.618475898	29.68720943	23.65604604	16.37294416	7.213196589	11.84648638
LOC107987302	0	0	0	0	0	0	1.141815747	0	0	0	0
LOC107987303	0	0.759771965	0	4.486017227	2.58233421	3.309237949	0	2.057047482	0	0	0
LOC107987304	0	0	0	0	0	0	0	0	0	0	4.556340915
LOC107987308	0	0	0	0	0	0	0.570907874	2.057047482	0	0	0
LOC107987323	0	7.597719653	9.331686385	0	14.20283815	2.206158633	1.141815747	1.028523741	5.778686176	5.152283278	4.556340915
LOC107987326	0.919062567	2.279315896	0	1.495339076	7.747002629	4.412317266	2.854539369	2.057047482	1.926228725	7.213196589	2.733804549
LOC107987361	5.514375402	3.798859826	5.184270214	11.96271261	12.91167105	18.75234838	3.425447242	5.142618704	1.926228725	5.152283278	8.201413648
LOC107987362	0.919062567	3.039087861	1.036854043	0	0	2.206158633	2.283631495	0	0	2.060913311	0
LOC107987366	0	0	0	0	0	0	0	0	0	0	2.733804549
LOC107987372	0.919062567	0	0	0	0	0	0	0	2.889343088	0	0
LOC107987373	2.757187701	1.519543931	3.110562128	0	0	3.309237949	2.854539369	2.057047482	2.889343088	0	3.645072732
LOC107987388	1.838125134	0	0	0	0	0	0	0	0	0	0
LOC107987389	0	0	0	0	0	3.309237949	0	0	0	0	0
LOC107987392	8.271563102	6.837947688	9.331686385	5.981356303	7.747002629	7.721555215	3.425447242	6.171142445	8.668029263	8.243653245	5.467609099
LOC107987393	0	0	0	0	0	0	0	1.028523741	0	0	0
LOC107987397	5.514375402	6.078175722	10.36854043	0	0	0	3.425447242	0	0.963114363	1.030456656	7.290145465
LOC107987398	0	0	3.110562128	0	0	0	0	0	0	0	0
LOC107987399	0	0	0	0	0	0	0	3.085571222	0	0	0
LOC107987401	0	0	1.036854043	0	2.58233421	0	1.712723621	0	4.815571813	2.060913311	0
LOC108783645	36.76250268	21.27361503	40.43730767	23.92542521	24.53217499	9.927713847	40.53445903	17.48490359	34.67211705	20.60913311	15.49155911
LOC108783654	155.3215738	178.5464118	215.6656409	125.6084824	100.7110342	127.9572007	224.3667944	163.5352748	172.3974709	164.8730649	190.4550503
LOC110091768	0	1.519543931	0	14.95339076	10.32933684	3.309237949	0.570907874	4.114094963	1.926228725	1.030456656	1.822536366
LOC110091776	0	0	0	0	0	2.206158633	0.570907874	0	0	0	0
LOC110091777	0.919062567	0	0	0	0	0	0	0	0	0	0
LOC112267856	0	1.519543931	5.184270214	5.981356303	5.164668419	9.927713847	0	3.085571222	0	3.091369967	0.911268183
LOC112267857	5.514375402	3.039087861	2.073708086	28.41144244	52.9378513	37.50469676	3.425447242	21.59899856	7.704914901	4.121826623	11.84648638
LOC112267858	1.838125134	0.759771965	0	0	7.747002629	2.206158633	0	0	0	0	0
LOC112267859	0.919062567	0	0	0	1.291167105	1.103079316	0	1.028523741	0	1.030456656	0
LOC112267864	18.38125134	18.23452717	14.5159566	46.35551135	30.98801052	29.78314154	24.54903857	26.74161726	16.37294416	12.36547987	16.4028273
LOC112267866	0.919062567	5.318403757	1.036854043	2.990678151	2.58233421	1.103079316	0	0	3.85245745	3.091369967	0
LOC112267868	88.23000643	85.09446011	80.87461534	194.3940798	213.0425723	158.8434216	61.65805036	145.0218474	148.3196118	155.598955	143.0691047
LOC112267869	1.838125134	0	0	0	2.58233421	0	0	0	0	0	0
LOC112267870	0	0	0	0	0	0	0	0	0	2.060913311	0
LOC112267871	0	0	0	0	0	0	2.283631495	0	0	0	0
LOC112267872	0.919062567	1.519543931	3.110562128	7.476695379	14.20283815	9.927713847	6.279986611	3.085571222	0	4.121826623	2.733804549
LOC112267874	2.757187701	1.519543931	12.44224851	0	9.038169734	4.412317266	3.425447242	1.028523741	2.889343088	4.121826623	0
LOC112267877	231.6037669	247.6856607	265.434635	249.7216256	228.5365776	200.7604356	43.95990628	194.390987	330.3482264	344.172523	354.4833232
LOC112267878	10.10968824	18.23452717	7.257978299	29.90678151	41.31734735	31.98930018	16.55632834	21.59899856	6.741800538	2.060913311	5.467609099
LOC112267879	51.46750375	59.26221329	82.94832342	125.6084824	85.21702892	109.2048523	39.96355116	79.19632804	84.75406391	74.19287921	91.12681831
LOC112267887	0	0	0	0	0	0	0	1.028523741	0	0	0
LOC112267890	0	0	0	0	0	0	0	2.057047482	0	0	0
LOC112267891	0.919062567	0.759771965	4.147416171	0	0	5.515396582	0.570907874	3.085571222	0	1.030456656	1.822536366
LOC112267892	0	0	0	1.495339076	5.164668419	0	0	0	0	0	0
LOC112267894	0	2.279315896	2.073708086	4.486017227	5.164668419	2.206158633	1.712723621	0	0	0	1.822536366
LOC112267895	0	0	1.036854043	0	0	0	0	0	0	0	0
LOC112267896	0	0	0	5.981356303	0	0	0	0	0	0	0
LOC112267899	0	0	0	1.495339076	2.58233421	0	2.854539369	0	0.963114363	2.060913311	1.822536366
LOC112267900	0	0	0	0	0	0	0.570907874	1.028523741	0	0	0
LOC112267901	0	0	2.073708086	0	11.62050394	4.412317266	0	1.028523741	0	0	0.911268183
LOC112267903	0	0	0	0	0	1.103079316	0	0	0	0	0
LOC112267904	3.676250268	0.759771965	3.110562128	0	5.164668419	2.206158633	4.56726299	4.114094963	5.778686176	14.42639318	3.645072732
LOC112267910	0	0	0	0	0	0	2.283631495	0	0	0	0
LOC112267914	2.757187701	2.279315896	2.073708086	25.42076429	21.94984078	15.44311043	1.712723621	0	0	4.121826623	1.822536366
LOC112267915	0	0	0	1.495339076	0	1.103079316	0	0	0	0	0.911268183
LOC112267916	1.838125134	0	0	0	0	0	0	0	0	0	0
LOC112267929	1.838125134	6.078175722	18.66337277	4.486017227	3.873501314	2.206158633	11.41815747	4.114094963	5.778686176	3.091369967	4.556340915
LOC112267932	9.190625669	9.877035549	20.73708086	16.44872983	11.62050394	7.721555215	21.12359133	13.37080863	16.37294416	9.274109901	9.112681831
LOC112267933	0	0	0	0	0	0	0.570907874	0	0	0	0
LOC112267934	0	5.318403757	5.184270214	0	1.291167105	3.309237949	3.425447242	2.057047482	2.889343088	2.060913311	0.911268183
LOC112267935	0	0	0	0	0	0	0	2.057047482	0	0	0
LOC112267936	24.81468931	22.79315896	17.62651873	8.972034454	12.91167105	26.47390359	9.13452598	3.085571222	14.44671544	25.76141639	12.75775456
LOC112267937	0	0.759771965	0	2.990678151	0	1.103079316	1.712723621	1.028523741	0	0	0
LOC112267938	0	0	0	0	0	0	1.141815747	0	0	0	0
LOC112267941	1.838125134	0	0	1.495339076	0	0	1.712723621	0	0	0	0
LOC112267943	0	0	0	0	0	0	0.570907874	0	0.963114363	2.060913311	0
LOC112267947	9.190625669	9.877035549	14.5159566	31.40212059	19.36750657	30.88622086	16.55632834	29.82718848	21.18851598	12.36547987	14.58029093
LOC112267951	8.271563102	29.63110665	27.99505915	7.476695379	5.164668419	4.412317266	29.68720943	14.39933237	12.52048671	7.213196589	10.02395001
LOC112267952	0.919062567	0	0	0	0	1.103079316	0	0	0	0	0
LOC112267955	0.919062567	0.759771965	0	2.990678151	0	0	1.712723621	3.085571222	0	0	0
LOC112267956	0	0	0	0	0	0	1.141815747	0	0	0	0
LOC112267957	1.838125134	0	4.147416171	0	0	0	0	2.057047482	0	0	0
LOC112267958	38.60062781	41.02768613	32.14247533	31.40212059	49.06434998	17.64926906	25.11994644	25.71309352	22.15163034	40.18780957	32.80565459
LOC112267960	3.676250268	0.759771965	13.47910256	4.486017227	6.455835524	3.309237949	6.279986611	1.028523741	0	0	0
LOC112267962	0	0	0	4.486017227	0	0	0	0	0	0	0
LOC112267965	0	5.318403757	4.147416171	0	3.873501314	1.103079316	1.141815747	0	0	0	6.378877282
LOC112267966	0	0	0	2.990678151	0	0	0	0	0	0	0
LOC112267967	0	0.759771965	0	0	0	0	0.570907874	0	0	0	0
LOC112267968	0	0	0	0	0	0	0.570907874	0	0	0	0
LOC112267969	0	0.759771965	0	0	0	0	0	1.028523741	0	0	0
LOC112267970	0	0	0	0	0	1.103079316	1.712723621	0	0	1.030456656	0
LOC112267971	0	3.798859826	2.073708086	0	5.164668419	0	4.56726299	2.057047482	5.778686176	0	0
LOC112267972	0	0	0	0	0	0	0	0	1.926228725	0	0
LOC112267974	0	0	0	0	0	1.103079316	0	0	0	0	0
LOC112267978	0.919062567	0.759771965	0	0	0	0	0	0	0.963114363	0	0
