EntrezID	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_2	K70P10_3	NKO70_1	NKO70_2	NKO70_3
UBD	6.654834598	2.346705976	7.512871297	65.29814868	72.43795711	82.60314399	20.72284295	15.48417128	67.53136223	5.001924556	4.273219405	8.462300267
UBE2QL1	0	1.564470651	1.073267328	31.09435651	37.56042221	18.35625422	20.72284295	34.19421158	32.71050358	4.001539644	6.409829108	4.701277926
UGT8	1556.280605	1594.195593	1613.120794	446.204016	450.7250665	470.3790144	556.5563535	540.0104734	550.8026732	1701.654734	1823.596381	1827.856858
ULBP2	58.94282073	51.62753147	47.22376244	233.2076739	340.7266872	231.7477095	233.2800035	180.0034911	277.5116917	93.03579673	100.420656	76.1607024
USP44	59.89351139	35.20058964	50.44356442	177.2378321	185.1192237	192.7406693	88.22010284	94.1953753	118.1798839	45.017321	55.55185227	47.95303484
VAMP1	108.3787349	104.0372983	105.1801982	318.7171543	304.5077086	383.1868068	249.2661966	265.811607	224.7528149	89.03425709	82.25947355	111.8904146
VAV1	7.605525255	7.822353253	7.512871297	31.09435651	41.58475316	37.85977433	32.56446749	25.80695214	23.21390577	14.00538876	17.09287762	5.641533511
VGLL2	38.97831693	43.80517822	47.22376244	116.6038369	111.339823	146.8500338	138.5470071	141.9382367	88.63491293	103.0396458	80.12286385	96.84632527
VIPR2	4.753453285	2.346705976	3.219801984	27.98492086	34.87753491	37.85977433	19.53868049	18.0648665	14.77248549	9.0034642	0	4.701277926
VPS9D1-AS1	632.2092868	683.6736743	726.6019812	108.8302478	151.5831325	229.4531778	327.4209186	387.104282	258.518496	755.2906079	776.6576269	741.8616567
VSIG1	2.852071971	1.564470651	0	15.54717826	13.4144365	19.50352011	17.76243681	17.41969269	6.331065209	1.000384911	1.068304851	2.820766756
VSTM2L	7.605525255	9.386823903	6.439603969	24.87548521	36.21897856	40.15430611	30.19614258	25.80695214	17.93801809	2.000769822	6.409829108	1.88051117
VTN	0	1.564470651	2.146534656	41.97738129	59.02352061	42.44883788	13.025787	14.83899748	11.60695288	1.000384911	2.136609703	0
VWA5B1	0	0	0	21.76604956	9.390105552	10.325393	4.736649817	5.806564231	4.22071014	0	3.204914554	0
WDR17	23.76726642	43.80517822	46.15049511	13.99246043	2.6828873	2.294531778	13.025787	16.12934509	11.60695288	26.01000769	21.36609703	29.14792314
WSCD2	52.28798613	64.14329667	92.30099022	0	10.7315492	2.294531778	12.43370577	6.451738034	8.441420279	48.01847573	27.77592613	57.3555907
WWP2	1164.596055	1282.865933	1150.542576	189.6755747	232.0697515	326.9707783	648.3289437	697.4328815	360.8707169	923.355273	990.3185972	1088.815968
XCR1	8.556215912	6.257882602	6.439603969	27.98492086	28.17031665	30.976179	30.19614258	41.93629722	14.77248549	2.000769822	8.546438811	13.16357819
XDH	26.61933839	27.37823638	44.00396045	105.7208121	97.92538647	94.07580288	98.2854837	126.4540655	65.42100716	35.01347189	38.45897465	27.26741197
ZBED2	181.5819155	221.3725971	200.7009904	1620.015974	1467.539353	1445.55502	1005.946005	967.7607051	1015.080789	539.2074671	487.1470122	473.8888149
ZFX	2954.746562	2882.537174	3055.592083	404.2266347	470.8467212	487.5880027	844.8999111	927.1147555	758.6726476	1770.681293	1745.610127	1841.960691
ZMYND15	9.506906569	7.822353253	15.02574259	41.97738129	52.31630236	68.83595333	55.65563535	55.48494709	24.2690833	5.001924556	5.341524257	1.88051117
ZNF219	1568.639584	1464.344529	1489.695051	329.600179	359.5068983	417.6047835	745.4302649	696.1425339	580.3476442	1214.467282	1203.979567	1292.85143
ZNF25	83.66077781	92.30376838	89.08118824	18.65661391	14.75588015	14.91445655	31.97238626	45.80734004	29.54497098	69.02655887	65.16659593	56.41533511
ZNF467	156.8639584	172.0917716	133.0851487	29.53963869	13.4144365	26.38711544	82.29929057	73.54981359	56.97958688	46.01770591	55.55185227	65.81789096
ZNF815P	19.01381314	26.59600106	22.53861389	40.42266347	65.73073886	63.09962388	66.90517866	56.1301209	80.19349265	44.01693609	60.89337653	27.26741197
ZSCAN31	232.9192109	226.8482443	206.067327	20.21133173	17.43876745	44.74336966	58.02396026	61.93668513	49.59334414	112.04311	132.4698016	135.3968043
ZSWIM3	30.42210102	43.02294289	41.8574258	169.464243	166.3390126	125.0519819	81.11512812	78.71120402	98.13151074	33.01270207	34.18575524	41.37124575
