EntrezID	K70_1	K70_2	K70_3	K70MD_1	K70MD_2	K70MD_3	K70P10_1	K70P10_2	K70P10_3	NKO70_1	NKO70_2	NKO70_3
ABCA13	241.4754269	236.2350682	237.1920795	499.064422	512.4314744	468.0844826	564.2534094	520.6552593	432.6227893	306.1177828	331.1745039	291.4792314
ABCA4	5.704143941	7.822353253	6.439603969	74.62645563	54.99918966	71.1304851	33.15654872	32.90386397	26.37943837	4.001539644	5.341524257	1.88051117
ABCA8	2.852071971	7.822353253	2.146534656	24.87548521	34.87753491	33.27071077	28.4198989	38.7104282	16.88284056	0	6.409829108	4.701277926
ACBD7	77.00594321	98.56165099	113.7663368	317.1624364	328.6536943	316.6453853	242.7533031	270.3278236	189.9319563	90.034642	80.12286385	99.66709203
ACE2	1.901381314	7.040117928	3.219801984	65.29814868	80.48661901	60.8050921	24.86741154	21.29073551	21.1035507	1.000384911	3.204914554	1.88051117
ACER2	54.18936744	30.50717769	44.00396045	247.2001343	195.8507729	228.3059119	103.0221335	101.2922871	140.3386121	68.02617396	50.21032801	62.99712421
ACHE	10.45759723	13.29800053	16.09900992	76.18117346	52.31630236	92.92853699	34.9327924	56.7752947	36.93121372	6.002309467	17.09287762	6.581789096
ACSF2	183.4832968	191.6476547	153.4772279	363.8039712	346.0924618	395.8067316	531.688942	504.5259143	304.9463076	151.0581216	152.7675937	77.10095798
ACTBL2	132.1460013	141.5845939	132.0118814	1159.819498	1031.570167	1071.54634	264.6603085	307.7479042	534.9750102	200.0769822	201.9096169	174.8875388
ACTG1P17	6.654834598	12.5157652	15.02574259	38.86794564	59.02352061	37.85977433	24.86741154	37.4200806	35.87603619	4.001539644	8.546438811	11.28306702
ACVR2B	144.5049798	128.2865933	115.9128714	40.42266347	34.87753491	49.33243322	71.04974725	74.84016119	45.372634	74.02848342	110.0353997	113.7709258
ADAMTS14	2.852071971	0.782235325	8.586138625	20.21133173	20.12165475	25.23984955	59.20812271	69.67877077	21.1035507	1.000384911	3.204914554	1.88051117
ADAMTS17	42.78107956	45.36964887	25.75841588	155.4717826	163.6561253	160.6172244	130.25787	127.7444131	80.19349265	37.01424171	45.93710861	50.7738016
ADGRF4	0.950690657	0.782235325	2.146534656	157.0265004	109.9983793	76.86681455	114.8637581	102.5826347	109.7384636	6.002309467	4.273219405	4.701277926
ADGRG2	30.42210102	28.16047171	26.8316832	113.4944013	131.4614777	130.7883113	170.5193934	189.0359244	50.64852167	46.01770591	49.14202316	47.01277926
ADSS1	57.04143941	81.35247383	70.83564366	155.4717826	211.9480967	181.2680104	123.7449765	170.9710579	168.8284056	74.02848342	45.93710861	45.13226809
AKAP12	110.2801162	147.0602412	106.2534655	293.8416691	272.313061	430.2247083	893.4505717	980.0190074	197.318199	55.02117011	48.07371831	55.47507953
AKR1B10	11855.11249	10298.12806	11924.00002	4045.375782	3915.674015	3600.120359	2117.874549	2100.685904	4912.906602	4737.822939	4718.702528	4315.773136
AKR1B15	91.26630306	86.82812111	68.689109	27.98492086	33.53609126	17.20898833	11.24954332	20.00038791	20.04837316	39.01501153	42.73219405	26.32715638
AKR1C2	64475.84035	57121.95239	61365.13275	21599.69475	20981.52013	18446.88823	7271.34955	6679.484387	22389.81211	29380.30445	27263.13981	25490.32891
AKR1C3	4364.620806	4015.213925	4686.958422	2075.548297	2096.676425	1915.934034	473.0729005	430.9761007	2150.451816	2851.096997	2563.931643	2445.604777
ANGPTL4	27.57002905	36.76506029	42.93069313	125.9321439	99.26683012	177.8262128	328.0129998	254.1984785	215.2562171	57.02193993	28.84423099	45.13226809
ANKDD1A	9.506906569	25.81376573	11.80594061	48.1962526	57.68207696	65.39415566	40.85360467	48.38803526	49.59334414	20.00769822	11.75135336	21.62587846
ANKRD1	1321.460013	1478.424765	1471.449507	7092.622721	7643.545919	7192.209857	9628.424915	10006.64569	5187.252761	2033.782524	2046.872095	2065.741521
ANO2	128.3432387	125.9398874	115.9128714	551.9248281	602.308199	595.4309963	193.01848	230.9722216	336.6016336	137.0527328	158.109118	147.6201269
APBB1	39.92900759	46.15188419	38.63762381	93.28306954	80.48661901	87.19220755	79.93096566	103.8729823	94.96597814	26.01000769	27.77592613	39.49073458
APLF	38.02762628	26.59600106	21.46534656	97.94722302	75.12084441	121.6101842	88.81218407	100.6471133	58.03476442	27.0103926	26.70762128	19.74536729
AREG	984.9155206	980.1408626	946.6217834	6794.116898	7555.010638	6465.990549	2003.602873	1820.680473	2781.447982	1881.724018	2101.355643	1669.893919
ARHGAP18	739.6373311	756.4215595	722.3089118	189.6755747	194.5093293	178.9734786	409.7202092	409.0401914	194.1526664	389.1497304	439.0732939	503.0367381
ARHGAP26	77.00594321	79.78800318	70.83564366	158.5812182	136.8272523	175.531681	287.7514764	307.1027304	115.0143513	54.0207852	59.82507167	65.81789096
ARHGAP29-AS1	1.901381314	0	4.293069313	96.39250519	154.2660198	113.579323	11.24954332	8.387259444	43.26227893	5.001924556	4.273219405	0
ARHGDIA	6670.99634	6740.521798	7007.362385	1166.038369	1352.175199	1680.744527	2441.150899	2436.821455	2440.625638	6980.68591	6917.273912	6840.359382
ARHGDIB	242.4261175	187.7364781	167.4297032	1753.721707	1707.657767	1733.518758	360.5774673	429.0405793	647.8790064	369.1420322	358.95043	340.3725218
ARHGDIG	5.704143941	10.16905923	20.39207923	158.5812182	126.0957031	127.3465137	33.15654872	43.87181863	67.53136223	16.00615858	14.95626792	9.402555852
ARHGEF28	96.970447	93.86823903	81.56831694	194.3397282	211.9480967	178.9734786	338.0783807	329.0386397	126.6213042	62.02386449	74.78133959	92.14504735
ART5	1.901381314	1.564470651	3.219801984	38.86794564	36.21897856	47.03790144	10.65746209	10.96795466	33.76568112	3.001154733	2.136609703	0
ASB2	8.556215912	6.257882602	0	24.87548521	53.65774601	30.976179	31.38030504	26.45212594	52.75887674	6.002309467	10.68304851	5.641533511
ASRGL1	42.78107956	60.23212005	40.78415847	212.9963421	181.0948928	156.0281609	130.25787	114.1957632	151.945565	46.01770591	49.14202316	32.90894548
ATF3	668.3355318	684.4559096	780.2653476	3498.115108	3244.95219	3171.042917	1194.819916	1172.280801	2255.96957	723.2782907	669.8271418	739.9811455
ATP13A4	0	0	0	10.88302478	8.048661901	8.030861221	7.697055953	6.451738034	10.55177535	3.001154733	0	3.761022341
ATP6V0A4	5.704143941	7.040117928	17.17227725	77.73589128	59.02352061	57.36329444	41.4456859	36.77490679	42.2071014	16.00615858	3.204914554	8.462300267
ATRNL1	25.66864774	18.77364781	20.39207923	119.7132726	56.34063331	84.89767577	48.55066062	44.51699243	60.14511949	18.0069284	14.95626792	34.78945665
AZGP1	6.654834598	7.040117928	8.586138625	104.1660943	115.3641539	87.19220755	26.64365522	25.80695214	36.93121372	7.002694378	8.546438811	13.16357819
BCO2	16.16174117	5.475647277	6.439603969	62.18871303	44.26764046	59.65782622	34.34071117	34.19421158	35.87603619	7.002694378	7.478133959	8.462300267
BCYRN1	289.0099597	412.2380164	423.9405946	152.3623469	85.85239362	107.8429935	11.84162454	25.16177833	128.7316593	529.203618	575.8163149	661.939932
BIRC3	23.76726642	30.50717769	13.95247527	217.6604956	155.6074634	187.0043399	146.8361443	149.6803224	68.58653977	39.01501153	35.25406009	38.55047899
BPIFC	10.45759723	10.16905923	12.87920794	105.7208121	87.19383727	100.9593982	39.66944222	52.25907808	36.93121372	3.001154733	1.068304851	3.761022341
C11orf96	3.802762628	9.386823903	5.366336641	57.52455955	92.55961187	71.1304851	61.57644762	61.93668513	56.97958688	4.001539644	3.204914554	2.820766756
C1QTNF2	8.556215912	6.257882602	4.293069313	46.64153477	48.29197141	51.62696499	37.89319854	26.45212594	34.82085865	9.0034642	17.09287762	14.10383378
C1S	139.7515266	136.8911819	182.4554458	531.7134964	465.4809466	433.6665059	586.7524961	645.1738034	341.8775213	42.01616627	33.11745039	38.55047899
C3orf52	240.5247362	232.3238916	216.8000003	1082.083607	1208.640729	916.6654451	473.6649817	419.3629722	793.4935062	316.1216319	315.1499311	250.1079857
C7orf57	66.54834598	85.26365046	71.90891099	425.9926842	395.7258768	385.4813386	222.0304602	201.9394005	295.4497098	139.0535026	147.4260695	166.4252386
C7orf65	0	0	0	46.64153477	12.07299285	34.41797666	4.14456859	12.90347607	6.331065209	1.000384911	5.341524257	4.701277926
CA13	10.45759723	5.475647277	2.146534656	20.21133173	30.85320396	24.09258366	31.97238626	15.48417128	28.48979344	15.00577367	8.546438811	25.3869008
CACNA1A	1.901381314	0.782235325	2.146534656	15.54717826	13.4144365	30.976179	22.49908663	14.19382367	14.77248549	0	1.068304851	0.940255585
CALCOCO1	241.4754269	192.42989	213.5801983	460.1964764	444.0178482	456.6118237	499.7165557	605.8182014	282.7875793	201.0773671	205.1145315	204.035462
CAMK2N1	548.548509	550.693669	526.9742581	1333.947894	1444.734811	1140.382293	1003.57768	1065.181949	1193.405792	593.2282523	564.0649615	554.7507953
CAPG	139.7515266	135.3267113	119.1326734	710.5060463	668.0389378	665.4142155	413.2726965	415.4919294	484.3264885	172.0662047	210.4560557	177.7083056
CARD16	36.12624496	55.53870809	64.39603969	279.8492086	225.3625332	229.4531778	100.0617274	87.09846346	266.9599163	39.01501153	28.84423099	37.61022341
CARD8-AS1	37.07693562	30.50717769	33.27128717	141.4793221	151.5831325	134.230109	59.20812271	71.61429218	111.8488187	38.01462662	43.8004989	28.20766756
CASP1	142.6035985	135.3267113	120.2059408	455.5323229	409.1403133	385.4813386	422.1539149	380.652544	625.7202782	93.03579673	88.66930266	105.3086255
CASP10	26.61933839	14.08023586	16.09900992	59.07927738	48.29197141	49.33243322	61.57644762	63.87220654	79.13831512	6.002309467	4.273219405	15.98434495
CBX3P2	20.91519445	17.20917716	26.8316832	83.95476259	71.09651346	49.33243322	79.93096566	65.16255414	34.82085865	22.00846804	26.70762128	20.68562287
CCDC103	93.16768438	79.00576785	61.1762377	205.222753	159.6317944	128.4937795	154.5332003	160.0031032	238.4701229	125.0481139	120.7184482	107.1891367
CCDC136	144.5049798	136.8911819	105.1801982	63.74343085	38.90186586	69.98321921	481.3620376	527.7521712	124.5109491	61.02347958	90.80591236	87.44376942
CCDC80	22.81657577	23.46705976	31.12475252	69.96230216	89.87672457	118.1683865	201.3076172	196.77801	50.64852167	3.001154733	11.75135336	14.10383378
CCM2L	44.68246087	27.37823638	56.88316839	118.1585548	115.3641539	112.4320571	168.7431497	160.648277	208.9251519	43.01655118	21.36609703	41.37124575
CCN2	53.23867679	50.06306082	57.95643572	124.3774261	130.1200341	160.6172244	126.1133014	127.0992393	134.0075469	45.017321	53.41524257	62.05686862
CCN5	87.46354044	82.91694448	77.27524763	649.8720511	469.5052776	527.7423088	185.9135053	163.8741461	302.8359525	82.03156271	92.94252206	103.4281144
CD274	34.22486365	61.7965907	33.27128717	121.2679904	116.7055976	123.904716	110.1271082	101.2922871	146.6696773	50.01924556	56.62015712	53.59456835
CD33	7.605525255	4.693411952	4.293069313	23.32076739	30.85320396	19.50352011	15.98619313	21.29073551	28.48979344	2.000769822	9.614743662	3.761022341
CD83	87.46354044	102.4728276	86.93465358	279.8492086	279.0202792	323.5289806	243.9374656	245.8112191	299.6704199	87.03348727	130.3331919	129.7552708
CDH23	18.06312248	15.64470651	17.17227725	32.64907434	89.87672457	55.06876266	87.03594039	81.93707303	55.92440935	14.00538876	19.22948732	12.22332261
CDH24	251.9330241	282.3869524	274.756436	716.7249176	733.7696767	898.3091909	918.3179833	943.8892744	678.4791549	232.0892994	211.5243606	193.6926505
CEACAM1	38.97831693	78.22353253	33.27128717	97.94722302	138.168696	123.904716	148.0203068	172.2614055	97.07633321	31.01193224	42.73219405	58.29584628
CEND1	133.096692	165.0516536	169.5762378	37.31322782	14.75588015	21.79805189	53.87939167	30.96834256	29.54497098	86.03310236	104.6938754	75.22044681
CFLAR	33.27417299	61.01435537	48.29702977	155.4717826	163.6561253	173.2371492	114.2716768	150.97067	155.1110976	60.02309467	90.80591236	37.61022341
CGB8	12.35897854	9.386823903	9.659405953	69.96230216	46.95052776	59.65782622	30.78822381	21.29073551	42.2071014	6.002309467	9.614743662	7.522044681
CHST2	23.76726642	15.64470651	24.68514855	63.74343085	67.07218251	48.18516733	51.51106676	58.06564231	83.35902526	35.01347189	33.11745039	38.55047899
CIRBP	2642.920026	2737.823638	2322.550498	674.7475363	735.1111203	727.3665735	1240.410171	1067.117471	1349.572067	2968.142031	2831.007856	2462.529378
CITED2	705.4124674	753.2926182	760.9465357	3648.922737	3766.77377	4600.536214	1924.263988	2108.42799	2401.584069	909.3498842	867.4635393	835.8872152
CKMT2-AS1	37.07693562	43.02294289	46.15049511	69.96230216	108.6569357	110.1375253	145.6519819	109.6795466	59.08994195	49.01886064	48.07371831	74.28019123
CLDN1	1274.876171	1300.075111	1260.015843	4813.406388	4530.055207	4564.970971	2830.740347	2836.18404	3006.200797	1641.631639	1498.831706	1541.078904
CNN1	66.54834598	44.58741354	89.08118824	306.2794117	372.9213348	305.1727264	172.8877183	147.0996272	199.4285541	129.0496535	177.3386053	161.7239607
COL16A1	36.12624496	32.85388366	45.07722778	107.27553	76.46228806	88.33947343	212.5571605	232.907743	105.5177535	24.00923787	25.63931643	43.25175692
COQ10A	144.5049798	131.4155346	118.0594061	525.4946251	477.5539395	558.7184878	242.1612219	249.6822619	386.1949778	199.0765973	220.0707994	170.1862609
CPA4	4087.969825	3769.592033	4060.170302	20233.09778	19814.46416	18589.1492	7709.489658	7474.338512	11251.35805	5356.060814	5621.420128	5236.283354
CPA6	152.1105051	158.793771	166.3564359	63.74343085	96.58394282	74.57228277	52.69522921	38.7104282	87.57973539	169.06505	136.743021	179.5888168
CPE	26.61933839	32.85388366	34.3445545	74.62645563	88.53528092	87.19220755	174.663962	153.5513652	84.41420279	35.01347189	18.16118247	44.1920125
CPNE7	144.5049798	151.7536531	123.4257427	404.2266347	464.139503	290.2582699	332.7496496	296.7799496	301.780775	169.06505	153.8358986	185.2303503
CRABP1	1.901381314	3.128941301	1.073267328	90.17363389	69.75506981	96.37033466	45.59025449	49.03320906	60.14511949	7.002694378	3.204914554	5.641533511
CREB5	61.7948927	89.95706241	91.22772289	292.2869512	226.7039769	232.8949754	447.6134077	449.686141	296.5048873	58.02232485	57.68846197	66.75814655
CRTAC1	15.21105051	10.95129455	16.09900992	71.51701998	64.38929521	67.68868744	103.0221335	96.13089671	27.43461591	11.00423402	8.546438811	8.462300267
CRYAB	940.2330597	920.6909779	1000.28515	5707.369138	5703.818401	5981.844344	2656.668466	2463.273581	4139.461469	1090.419553	1093.944168	960.0009525
CSPG4	252.8837147	282.3869524	203.9207923	77.73589128	103.2911611	145.7027679	786.2838696	805.8220804	330.2705684	112.04311	134.6064113	151.3811492
CTDSP2	4229.622733	4108.299928	4308.095055	848.8759328	893.4014711	1115.142444	2147.478611	2071.007909	1733.65669	3832.474595	3566.001594	3424.410841
CTSS	3.802762628	4.693411952	0	21.76604956	29.51176031	19.50352011	13.61786822	16.77451889	18.99319563	2.000769822	2.136609703	0
CTSV	2193.243345	2145.671497	1914.708913	16764.52231	16152.32299	14245.60054	7261.284169	6467.222205	4983.603497	3788.457658	3965.547608	4000.787515
CTU2	544.7457464	466.2122539	470.0910897	188.1208569	207.9237658	204.2133282	158.0856876	134.8413249	263.7943837	842.3240952	842.8925277	748.4434458
CYP2J2	8.556215912	11.73352988	6.439603969	74.62645563	79.14517536	80.30861221	53.87939167	40.00077581	52.75887674	14.00538876	19.22948732	13.16357819
DAAM1	166.370865	214.3324791	160.9900992	1851.66893	1825.704808	1748.433214	1020.155954	1081.311295	503.3196841	220.0846804	256.3931643	270.7936085
DAB2	8.556215912	19.55588313	6.439603969	54.4151239	37.56042221	57.36329444	74.60223462	87.74363726	47.48298907	6.002309467	9.614743662	9.402555852
DAPP1	11.40828788	10.95129455	10.73267328	195.894446	152.9245761	199.6242646	78.74680321	78.71120402	91.80044553	11.00423402	13.88796307	13.16357819
DBP	340.3472552	339.4901312	345.5920797	161.6906539	134.144365	184.7098081	106.5746209	96.77607051	177.2698259	172.0662047	148.4943743	164.5447274
DDIT4	4599.441398	4731.741483	4301.655451	718.2796355	678.770487	552.9821584	794.5730068	672.2711031	1427.655205	2263.871054	2091.740899	2175.751424
DFFB	170.1736276	190.8654194	162.0633666	76.18117346	71.09651346	61.95235799	83.48345302	72.25946598	100.2418658	239.0919938	257.4614692	194.6329061
DHRS2	416.4025077	407.5446045	426.0871293	6.218871303	8.048661901	5.736329444	55.06355412	78.06603021	90.745268	393.1512701	367.4968689	411.8319463
DHRS9	69.40041795	52.40976679	45.07722778	670.0833829	548.6504529	440.5501013	168.1510685	161.2934509	391.4708654	61.02347958	69.43981534	62.05686862
DIO3	16.16174117	26.59600106	32.19801984	116.6038369	83.16950631	104.4011959	79.33888443	63.87220654	87.57973539	48.01847573	36.32236494	42.31150133
DMD	13.3096692	11.73352988	19.31881191	60.6339952	44.26764046	30.976179	45.59025449	61.29151132	22.15872823	15.00577367	22.43440188	29.14792314
DNAH5	17.11243182	17.20917716	9.659405953	37.31322782	53.65774601	33.27071077	52.10314799	54.83977329	34.82085865	14.00538876	17.09287762	12.22332261
DNAJC12	2.852071971	3.128941301	10.73267328	104.1660943	93.90105552	95.22306877	23.68324908	20.00038791	45.372634	8.003079289	9.614743662	5.641533511
DNAJC22	240.5247362	200.2522433	173.8693072	758.7022989	784.7445354	690.654065	603.3307704	585.8178135	530.7543	226.0869899	230.7538479	219.0795513
DOCK8	60.84420204	44.58741354	38.63762381	211.4416243	233.4111951	193.8879352	168.1510685	201.2942267	81.24867019	27.0103926	32.04914554	36.66996782
DRAM1	264.2920026	241.7107155	258.6574261	656.0909224	629.137072	566.749349	451.7579763	466.4606599	640.4927637	324.1247112	358.95043	271.7338641
DUSP4	176.8284622	241.7107155	204.9940597	559.6984172	504.3828125	531.1841065	576.6871152	621.3023727	590.8994195	281.10816	284.1690905	313.1051099
DUSP5	223.4123044	243.2751862	223.2396043	778.9136307	757.9156624	821.4423763	598.5941206	616.1409822	624.6651006	263.1012316	262.8029934	202.1549508
DYDC1	0	0.782235325	0	6.218871303	20.12165475	6.883595333	6.512893498	3.87104282	17.93801809	2.000769822	0	0
DYDC2	1.901381314	14.08023586	2.146534656	26.43020304	61.70640791	36.71250844	29.01198013	14.19382367	72.80724991	8.003079289	2.136609703	7.522044681
EBI3	0.950690657	2.346705976	2.146534656	35.75850999	46.95052776	41.301572	18.35451804	14.19382367	16.88284056	4.001539644	1.068304851	9.402555852
ECM1	125.4911667	136.1089466	143.817822	245.6454165	257.5571808	331.5598419	558.3325972	518.0745641	359.8155394	101.038876	101.4889609	89.32428059
EDIL3	1511.598144	1417.410409	1368.415843	489.7361151	484.2611577	374.0086797	465.9679257	473.5575717	542.3612529	1255.483063	1247.780066	1353.027787
EDIL3-DT	344.1500178	366.0861322	328.4198024	149.2529113	182.4363364	173.2371492	88.22010284	82.58224684	184.6560686	493.1897612	513.8546335	405.2501572
EFNA1	107.4280442	103.2550629	116.9861388	511.5021646	439.9935173	446.2864307	211.3729981	181.9390126	327.1050358	145.0558121	111.1037045	87.44376942
EGFL6	231.9685203	230.759421	220.0198023	1528.287623	1542.660198	1415.726107	400.8389908	336.1355516	781.8865533	208.0800615	211.5243606	218.1392958
ELMO1	29.47141036	25.03153041	17.17227725	79.29060911	59.02352061	89.48673932	40.85360467	67.74324936	64.36582963	5.001924556	20.29779218	9.402555852
EMID1	96.970447	103.2550629	70.83564366	282.9586443	207.9237658	196.182467	268.2127959	225.8108312	294.3945322	79.03040798	97.21574147	73.33993564
EMILIN2	2.852071971	3.911176626	3.219801984	17.10189608	17.43876745	20.650786	72.23390971	72.25946598	10.55177535	1.000384911	6.409829108	17.86485612
EMP1	709.2152301	657.8599086	782.4118822	1994.70297	1903.50854	1899.872312	1747.231701	1704.549189	1795.912164	1277.491532	1403.752575	1475.261013
EMX1	92.21699372	72.74788525	80.49504961	4.664153477	9.390105552	28.68164722	47.9585794	32.25869017	34.82085865	107.0411855	49.14202316	60.17635745
EOMES	14.26035985	7.040117928	8.586138625	24.87548521	36.21897856	34.41797666	40.26152344	40.00077581	29.54497098	6.002309467	2.136609703	15.98434495
EPHA3	73.20318058	98.56165099	68.689109	6.218871303	10.7315492	12.61992478	42.03776713	40.64594961	34.82085865	78.03002307	61.96168138	76.1607024
ERG	0	0	0	12.43774261	17.43876745	1.147265889	5.920812271	14.19382367	2.11035507	1.000384911	1.068304851	0
EVA1A	21.86588511	25.81376573	21.46534656	200.5585995	215.9724277	229.4531778	49.14274185	49.67838286	105.5177535	47.01809082	35.25406009	44.1920125
EXOSC6	935.4796064	918.3442719	920.8633676	377.7964316	411.8232006	426.7829106	471.888738	440.0085339	414.6847712	948.3648957	1029.845877	1019.237054
FADS2	6077.76537	6164.014363	5637.873275	883.079725	849.1338306	926.9908381	2883.435576	2791.667047	1894.043675	3239.246342	3010.483071	3705.547261
FAF1	935.4796064	873.7568583	941.2554468	360.6945356	347.4339054	340.737969	329.7892435	330.3289873	501.2093291	1069.41147	1056.553498	1025.818843
FAM111B	230.067139	280.8224818	230.7524756	83.95476259	97.92538647	122.7574501	1287.776669	1284.541043	185.7112461	104.0400308	119.6501433	178.6485612
FAM133A	0.950690657	5.475647277	4.293069313	27.98492086	38.90186586	27.53438133	23.09116786	30.32316876	13.71730795	1.000384911	6.409829108	3.761022341
FAM228B	60.84420204	55.53870809	64.39603969	287.6227977	270.9716173	238.6313049	143.283657	160.0031032	245.8563656	60.02309467	71.57642504	71.45942447
FAM241A	55.1400581	51.62753147	30.05148519	191.2302926	127.4371468	120.4629183	79.33888443	103.8729823	173.0491157	46.01770591	64.09829108	60.17635745
FAM66C	43.73177022	39.11176626	42.93069313	135.2604508	120.7299285	131.9355772	90.58842775	69.67877077	94.96597814	36.0138568	20.29779218	31.02843431
FAM86C2P	203.4478006	165.833889	210.3603963	52.86040607	49.63341506	32.12344489	54.47147289	58.06564231	61.20029702	238.0916088	239.3002867	202.1549508
FAS	23.76726642	11.73352988	10.73267328	189.6755747	191.826442	178.9734786	44.99817326	50.96873047	87.57973539	9.0034642	6.409829108	9.402555852
FASN	9510.709332	9484.603319	9383.57625	1005.902433	1073.15492	1954.941074	5168.869113	5073.001616	2882.745025	7099.731714	6546.572129	7315.188453
FBLN5	55.1400581	68.0544733	61.1762377	231.652956	252.1914062	408.4266564	316.1713753	350.9745491	187.8216012	30.01154733	44.86880376	51.71405718
FBP1	1.901381314	10.95129455	8.586138625	225.4340847	268.28873	232.8949754	22.49908663	26.45212594	50.64852167	18.0069284	14.95626792	6.581789096
FBXL17	310.8758448	310.5474241	327.3465351	80.84532694	99.26683012	113.579323	150.3886317	136.1316725	156.1662752	267.1027713	273.4860419	309.3440875
FBXO32	128.3432387	138.4556526	110.5465348	460.1964764	384.9943276	497.9133957	248.0820342	288.3926901	221.5872823	99.0381062	96.14743662	83.68274708
FGF1	26.61933839	38.32953094	37.56435649	149.2529113	179.7534491	133.0828431	117.8241642	107.7440252	163.5525179	41.01578136	24.57101158	21.62587846
FHL1	296.615485	251.0975394	257.5841588	1054.098686	1061.081927	929.2853699	593.2653896	590.3340301	801.9349265	309.1189375	255.3248595	287.7182091
FIBCD1	134.9980733	154.8825944	98.74059419	261.1925947	291.0932721	304.0254605	334.5258933	309.0382518	337.6568112	159.0612009	148.4943743	172.0667721
FJX1	1638.040002	1629.396183	1475.742576	677.856972	697.5506981	618.376314	737.733209	650.9803676	718.5759012	1904.732871	1738.131993	1649.208296
FLG2	24.71795708	14.86247118	10.73267328	1.554717826	2.6828873	0	0.592081227	3.225869017	0	1.000384911	0	39.49073458
FLVCR2	33.27417299	13.29800053	25.75841588	60.6339952	61.70640791	75.71954866	66.90517866	56.7752947	75.97278251	11.00423402	26.70762128	38.55047899
FOSB	31.37279168	32.85388366	64.39603969	155.4717826	246.8256316	282.2274086	355.2487363	323.2320755	273.2909815	33.01270207	41.6638892	58.29584628
FSTL1	38.97831693	38.32953094	46.15049511	130.5962974	114.0227103	118.1683865	106.5746209	121.9378488	99.18668828	47.01809082	42.73219405	18.8051117
FSTL3	97.92113766	107.9484749	92.30099022	295.3963869	248.1670753	292.5528016	338.6704619	298.0702972	251.1322533	166.0638952	169.8604714	149.500638
GAS2L1P2	3.802762628	0.782235325	1.073267328	71.51701998	33.53609126	47.03790144	30.78822381	24.51660453	22.15872823	4.001539644	1.068304851	0
GATA6-AS1	6.654834598	6.257882602	4.293069313	212.9963421	178.4120055	193.8879352	13.61786822	25.80695214	31.65532605	14.00538876	6.409829108	8.462300267
GBP3	39.92900759	31.28941301	16.09900992	80.84532694	63.04785156	59.65782622	198.3472111	190.326272	59.08994195	29.01116242	42.73219405	23.50638963
GBX1	0	0	1.073267328	20.21133173	13.4144365	18.35625422	18.94659927	6.451738034	5.275887674	1.000384911	1.068304851	6.581789096
GDF15	517.1757174	703.2295574	599.9564364	1937.178411	1958.507729	2219.959495	1349.353117	1185.184277	1267.268219	358.1377982	372.8383931	394.9073458
GFRA3	0.950690657	6.257882602	4.293069313	46.64153477	48.29197141	78.01408044	21.31492418	21.29073551	13.71730795	9.0034642	3.204914554	5.641533511
GGT7	8.556215912	6.257882602	4.293069313	35.75850999	20.12165475	28.68164722	20.13076172	21.93590932	25.32426084	3.001154733	7.478133959	1.88051117
GGTLC2	0	1.564470651	0	37.31322782	52.31630236	40.15430611	11.84162454	12.25830226	9.496597814	0	0	3.761022341
GJB3	114.0828788	124.3754167	133.0851487	394.8983277	366.2141165	396.9539975	370.6428482	380.0073702	421.0158364	238.0916088	242.5052012	204.035462
GJB4	13.3096692	10.16905923	7.512871297	147.6981934	116.7055976	161.7644903	61.57644762	69.03359696	86.52455786	27.0103926	19.22948732	31.02843431
GJB5	390.73386	324.62766	345.5920797	1243.774261	1148.275765	1213.80731	566.0296531	560.0108614	1059.398245	687.2644339	744.6084814	701.4306665
GLI1	163.518793	176.0029482	198.5544557	4.664153477	16.0973238	22.94531778	82.8913718	77.42085641	25.32426084	130.0500384	95.07913177	106.2488811
GNAL	102.6745909	138.4556526	151.3306933	273.6303373	292.4347158	304.0254605	302.5535071	303.2316876	213.145862	68.02617396	75.84964444	74.28019123
GNB1L	515.274336	413.8024871	389.5960401	130.5962974	148.9002452	159.4699585	109.535027	101.2922871	181.490536	692.2663585	687.9883242	604.5843413
GNG2	54.18936744	55.53870809	57.95643572	105.7208121	126.0957031	125.0519819	84.66761548	102.5826347	212.0906845	39.01501153	47.00541346	47.95303484
GPC1	10833.12004	10725.22854	9816.102983	1363.487533	1636.561253	1919.375832	5864.564555	5726.562679	2896.462333	6058.331022	6082.927823	7239.968006
GPC3	539.9922931	463.0833126	536.6336641	164.8000895	197.1922166	207.6551259	300.1851821	255.4888261	157.2214527	297.1143186	303.3985778	368.5801894
GPD1	3.802762628	1.564470651	2.146534656	41.97738129	65.73073886	63.09962388	19.53868049	21.93590932	24.2690833	10.00384911	2.136609703	1.88051117
GPR1	1.901381314	3.911176626	5.366336641	474.1889368	441.3349609	466.9372167	33.15654872	38.0652544	99.18668828	16.00615858	12.81965822	4.701277926
GPR137C	33.27417299	24.24929508	22.53861389	80.84532694	119.3884849	119.3156524	108.9429458	87.74363726	127.6764817	19.00731331	19.22948732	25.3869008
GPRC5B	52.28798613	44.58741354	59.02970305	147.6981934	202.5579912	169.7953515	174.0718808	193.552141	195.207844	34.01308698	34.18575524	40.43099016
GRPR	25.66864774	10.95129455	23.61188122	111.9396834	111.339823	113.579323	110.7191895	118.7119798	62.25547456	26.01000769	20.29779218	29.14792314
GTDC1	103.6252816	109.5129455	127.718812	83.95476259	49.63341506	43.59610377	33.15654872	32.90386397	71.75207237	123.0473441	104.6938754	122.2332261
