GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
NFIB,312.114453,-1.785432153,0.219023029,-8.151801028,3.59E-16,1.92E-15
CDH11,232.530082,-1.785290626,0.185937592,-9.601558299,7.87E-22,5.63E-21
TAF1,200.9012633,-1.784267287,0.211982888,-8.417034507,3.86E-17,2.17E-16
TRIM24,159.7955844,-1.783772454,0.248873083,-7.167398076,7.64E-13,3.41E-12
PCDH7,107.2275536,-1.78219893,0.250245526,-7.121801364,1.07E-12,4.69E-12
QSER1,1009.682782,-1.782145236,0.135145257,-13.18688702,1.04E-39,1.52E-38
LRSAM1,198.1008285,-1.782142367,0.192145649,-9.274955618,1.78E-20,1.20E-19
TFEB,78.46256882,-1.782084341,0.280756363,-6.347440619,2.19E-10,8.42E-10
MARK2,464.451357,-1.781802722,0.153066401,-11.64071739,2.56E-31,2.77E-30
FZD8,70.29376612,-1.780919996,0.326872855,-5.448356963,5.08E-08,1.68E-07
RHBDF2,182.9435458,-1.780469062,0.237282263,-7.50359103,6.21E-14,2.95E-13
SLMAP,344.8417898,-1.780068344,0.147727029,-12.0497133,1.95E-33,2.28E-32
PLEKHG2,114.4218181,-1.780043717,0.275465854,-6.461939626,1.03E-10,4.05E-10
NAT8L,405.0941662,-1.779664755,0.163663846,-10.87390281,1.53E-27,1.41E-26
EIF3CL,19.81470271,-1.777513381,0.59095893,-3.007845878,0.002631065,0.005488038
MAFA,335.1579825,-1.777064111,0.149572369,-11.88096521,1.49E-32,1.68E-31
MAGED1,1429.933616,-1.776569514,0.106206739,-16.72746508,8.27E-63,2.76E-61
ZNF362,222.1210163,-1.776325023,0.20541442,-8.647518646,5.26E-18,3.09E-17
CARM1,2336.909984,-1.776324054,0.091809775,-19.34787512,2.12E-83,1.35E-81
LAMB1,836.7640214,-1.776184685,0.151200942,-11.74718003,7.30E-32,8.06E-31
SH2B3,130.3365388,-1.775635659,0.250105945,-7.099533984,1.25E-12,5.48E-12
CACNG8,90.72360238,-1.775457154,0.270762378,-6.557252037,5.48E-11,2.18E-10
RREB1,196.1626236,-1.774625833,0.262637282,-6.756945618,1.41E-11,5.83E-11
LOC107985944,21.5809841,-1.774557897,0.546374602,-3.247877719,0.001162692,0.002542523
CCDC88C,123.3792177,-1.77401747,0.229759887,-7.721180124,1.15E-14,5.73E-14
LOC112268219,39.86983208,-1.77388758,0.420783261,-4.215680009,2.49E-05,6.58E-05
KCNAB2,449.2352319,-1.773869347,0.165824335,-10.69728005,1.05E-26,9.33E-26
SLC1A4,1175.48086,-1.773744098,0.092946215,-19.08355389,3.46E-81,2.05E-79
RUFY1,264.1718436,-1.773309811,0.172687517,-10.26889402,9.73E-25,7.91E-24
TCF3,1290.590647,-1.772829425,0.137187089,-12.92271331,3.35E-38,4.67E-37
CAD,1374.507353,-1.772263374,0.296138381,-5.984578445,2.17E-09,7.80E-09
LATS1,228.4928424,-1.769709703,0.226708556,-7.806100201,5.90E-15,2.98E-14
PFKFB4,81.94566148,-1.769428239,0.278917132,-6.343920951,2.24E-10,8.60E-10
SAPCD2,1068.801197,-1.76814868,0.122387002,-14.44719332,2.61E-47,5.15E-46
CEP120,159.0527317,-1.767214391,0.215705268,-8.192727095,2.55E-16,1.38E-15
CSNK1G2,733.3602616,-1.766313943,0.122456429,-14.42401965,3.65E-47,7.19E-46
IRF2BP1,535.8534164,-1.765612327,0.166084383,-10.63081488,2.14E-26,1.87E-25
MDGA1,199.6178438,-1.765320859,0.204639537,-8.626489684,6.33E-18,3.69E-17
MTMR4,248.8185297,-1.765108303,0.193195757,-9.136371976,6.46E-20,4.23E-19
BMF,110.8132244,-1.764588854,0.238907007,-7.386090828,1.51E-13,7.02E-13
FOXO3B,38.39515405,-1.763571473,0.416280855,-4.236494311,2.27E-05,6.02E-05
MINK1,935.8841158,-1.763508819,0.145882821,-12.08852971,1.21E-33,1.44E-32
LOC112268445,22.36189548,-1.763370414,0.628828421,-2.804215516,0.005043918,0.010059231
PRRC2A,2822.677147,-1.762167847,0.290679149,-6.062243729,1.34E-09,4.90E-09
PATL1,753.5277406,-1.75960715,0.139975572,-12.57081597,3.06E-36,4.00E-35
GBF1,1244.608691,-1.759471707,0.285284624,-6.167425653,6.94E-10,2.59E-09
DGKD,368.9073068,-1.759440214,0.174586185,-10.07777457,6.93E-24,5.41E-23
LOC107986578,14.59397096,-1.759401848,0.673158453,-2.613651868,0.008958026,0.017134144
ARHGAP33,27.16614384,-1.758599692,0.507346718,-3.466267996,0.000527737,0.001205766
CIDEB,87.9224489,-1.758535611,0.274162596,-6.414206891,1.42E-10,5.51E-10
ZMYM4,354.2597472,-1.758423623,0.14873911,-11.82220077,3.00E-32,3.36E-31
DDX42,755.1286114,-1.757766497,0.143419152,-12.25614901,1.56E-34,1.92E-33
DPP9-AS1,149.0923942,-1.757002572,0.220413876,-7.971379125,1.57E-15,8.12E-15
TRRAP,585.8625389,-1.756681989,0.341154307,-5.149229987,2.62E-07,8.16E-07
UHRF1BP1,365.0870789,-1.75658843,0.195293988,-8.994585294,2.37E-19,1.50E-18
CMIP,1104.923595,-1.755053429,0.164943606,-10.64032409,1.93E-26,1.69E-25
LINC02600,17.93179663,-1.75494358,0.618359809,-2.838062168,0.004538834,0.009132202
IQGAP2,426.6493718,-1.75491351,0.17567279,-9.989671778,1.69E-23,1.30E-22
SOX21-AS1,192.8297821,-1.754795667,0.211912159,-8.280769131,1.22E-16,6.71E-16
IKZF4,51.10275712,-1.754388782,0.405740477,-4.323918569,1.53E-05,4.12E-05
BTBD2,2304.414588,-1.753959928,0.132322314,-13.25520897,4.21E-40,6.21E-39
BCYRN1,219.1727995,-1.753931663,0.226967884,-7.727664524,1.10E-14,5.46E-14
TOX2,274.4829936,-1.75334873,0.194148468,-9.030968642,1.70E-19,1.09E-18
CCSER2,551.3283183,-1.753105429,0.124234176,-14.11129757,3.24E-45,5.81E-44
AP5B1,608.7547437,-1.752385956,0.128642308,-13.62215889,2.96E-42,4.73E-41
HERC1,171.8948984,-1.752099344,0.245051038,-7.149936421,8.68E-13,3.85E-12
N4BP2,67.74255829,-1.752012721,0.322677475,-5.429609621,5.65E-08,1.86E-07
BLM,118.6683379,-1.751608248,0.235633505,-7.433612841,1.06E-13,4.96E-13
ARHGEF4,2003.361878,-1.750980213,0.107483982,-16.29061535,1.15E-59,3.49E-58
P3H3,61.12642525,-1.750483868,0.31899175,-5.487552157,4.08E-08,1.35E-07
TRIM2,344.0356301,-1.750422634,0.156936567,-11.15369521,6.87E-29,6.70E-28
ARFGEF1,296.442003,-1.750238984,0.160812124,-10.88375019,1.38E-27,1.27E-26
C15orf39,880.5732022,-1.749084421,0.149502521,-11.69936404,1.28E-31,1.41E-30
AEBP2,352.9386171,-1.748971462,0.163442975,-10.70080534,1.01E-26,8.99E-26
ZNF180,68.18071435,-1.748971454,0.359576749,-4.863972604,1.15E-06,3.40E-06
CYFIP2,63.99188015,-1.748949575,0.325255318,-5.377159042,7.57E-08,2.46E-07
ZCCHC2,50.164817,-1.748277649,0.349493689,-5.002315362,5.66E-07,1.72E-06
TCF7L2,176.3128916,-1.747896626,0.211598654,-8.26043357,1.45E-16,7.93E-16
SOBP,148.0874173,-1.747387709,0.209194122,-8.352948398,6.66E-17,3.70E-16
SLC6A8,2241.03048,-1.746860413,0.130729339,-13.36242065,1.00E-40,1.53E-39
COL4A2,1257.443133,-1.745125404,0.133621485,-13.06021562,5.56E-39,7.89E-38
ZDHHC8,500.8650118,-1.744070218,0.134302179,-12.9861647,1.47E-38,2.06E-37
GMEB2,252.2830496,-1.74378819,0.189075001,-9.222732653,2.90E-20,1.93E-19
DTNB-AS1,43.70647085,-1.743574484,0.408914604,-4.263908567,2.01E-05,5.35E-05
ASAP1,564.23023,-1.743190065,0.181198165,-9.620351673,6.56E-22,4.71E-21
LOC112268246,237.2628016,-1.743100079,0.198935087,-8.762155047,1.92E-18,1.15E-17
SOX2-OT,1484.841227,-1.7429641,0.093825462,-18.57666417,4.96E-77,2.64E-75
SLIT2,26.95040949,-1.742117758,0.498034101,-3.497988901,0.000468781,0.001078303
FURIN,450.8726768,-1.741506379,0.161235556,-10.80100708,3.40E-27,3.09E-26
NFE2L1,1937.443005,-1.740912858,0.130982418,-13.29119504,2.60E-40,3.89E-39
SMC4,774.8275271,-1.740769883,0.128823804,-13.51279674,1.31E-41,2.07E-40
DDX17,2552.313164,-1.740452211,0.081162957,-21.4439232,5.20E-102,5.90E-100
ATRX,309.3112349,-1.739838129,0.175819042,-9.895618318,4.35E-23,3.28E-22
XRRA1,252.1497091,-1.739655616,0.170297785,-10.21537431,1.69E-24,1.36E-23
CLIP2,817.0569969,-1.738632508,0.320187338,-5.430047667,5.63E-08,1.85E-07
RANBP3,646.2083447,-1.738411143,0.16245491,-10.70088399,1.01E-26,8.98E-26
IGSF9,54.65701501,-1.738198978,0.361707918,-4.805532008,1.54E-06,4.52E-06
RFX1,180.191186,-1.737498511,0.22257629,-7.806305471,5.89E-15,2.97E-14
LOC112268109,259.2807293,-1.737103232,0.19014752,-9.13555555,6.51E-20,4.26E-19
TCF4,66.49227503,-1.735286929,0.301708197,-5.751540545,8.84E-09,3.06E-08
HMBOX1,113.2230494,-1.734898351,0.23783691,-7.294487422,3.00E-13,1.37E-12
OPLAH,259.1827855,-1.734831063,0.196243235,-8.840208251,9.55E-19,5.85E-18
NEGR1,19.51649673,-1.734791819,0.5861063,-2.959858679,0.003077802,0.006353782
ZFYVE9,220.6450293,-1.733292176,0.191919447,-9.031352476,1.70E-19,1.08E-18
HDGFL2,730.4202995,-1.733193487,0.156002286,-11.11005183,1.12E-28,1.08E-27
B4GALNT3,98.5804732,-1.733022235,0.269964654,-6.419441244,1.37E-10,5.33E-10
VPS13A,219.1903391,-1.732977342,0.184088796,-9.413812135,4.78E-21,3.30E-20
VAC14,853.757332,-1.732553221,0.117830527,-14.70377211,6.10E-49,1.29E-47
AHNAK,2641.290457,-1.73248373,0.328460518,-5.274557009,1.33E-07,4.25E-07
TET3,349.2638717,-1.732211975,0.182591135,-9.486835049,2.38E-21,1.67E-20
LOC105378286,15.33151378,-1.728683774,0.636431526,-2.716213297,0.006603336,0.012928495
LOC112268321,13.93608377,-1.728618363,0.745435734,-2.318936811,0.020398463,0.036639786
GRB10,796.239783,-1.727877849,0.105769047,-16.33632803,5.44E-60,1.67E-58
RNF123,262.6741096,-1.727035576,0.181345756,-9.523440849,1.68E-21,1.18E-20
THOC6,544.5442732,-1.726858151,0.121552229,-14.20671724,8.32E-46,1.54E-44
FBXL17,185.0606502,-1.725671899,0.19529344,-8.836302424,9.89E-19,6.05E-18
ENGASE,52.60218968,-1.725419188,0.365444127,-4.721430884,2.34E-06,6.75E-06
ARSB,197.8979684,-1.725371554,0.193580165,-8.912956317,4.97E-19,3.10E-18
MSL2,401.3646572,-1.724838159,0.192774895,-8.947421067,3.64E-19,2.29E-18
FHOD1,164.709598,-1.723897629,0.208395369,-8.272245373,1.31E-16,7.20E-16
DROSHA,1066.563971,-1.723403274,0.140300683,-12.28364141,1.11E-34,1.38E-33
HYI,56.42057847,-1.722905887,0.450548427,-3.824019319,0.000131294,0.000322015
FAM168A,505.6205122,-1.722501536,0.191072546,-9.014908603,1.97E-19,1.25E-18
BRCC3,252.5844622,-1.722267634,0.181870948,-9.469723715,2.81E-21,1.96E-20
EDIL3,840.8210743,-1.722083045,0.12226482,-14.08486144,4.71E-45,8.36E-44
ZNF616,90.47775213,-1.721495437,0.283369207,-6.075097053,1.24E-09,4.53E-09
KIF7,99.73789836,-1.721301938,0.264580454,-6.505778906,7.73E-11,3.05E-10
MAP3K20,728.5865812,-1.720457604,0.108615889,-15.83983352,1.65E-56,4.56E-55
MPHOSPH9,166.4260787,-1.719419213,0.212539566,-8.089878242,5.97E-16,3.16E-15
B4GALNT1,1338.88627,-1.71790259,0.121288303,-14.16379442,1.53E-45,2.81E-44
CPSF1,794.9429967,-1.717618224,0.118127365,-14.54039228,6.72E-48,1.36E-46
ZC3H7B,1075.535978,-1.71729729,0.159793986,-10.74694569,6.13E-27,5.51E-26
NYAP1,20.52856491,-1.717117828,0.614125255,-2.796038455,0.005173324,0.010299787
LINC02561,33.07234621,-1.717052394,0.480026819,-3.576992635,0.00034757,0.000812871
NDRG4,84.02552575,-1.717045971,0.300291705,-5.717926748,1.08E-08,3.72E-08
KLHL17,23.0840811,-1.717016761,0.523898675,-3.277383289,0.00104774,0.002304046
SDC1,3041.6448,-1.716996743,0.078217664,-21.95152172,8.38E-107,1.05E-104
BCOR,422.4776713,-1.716365357,0.211214809,-8.126160118,4.43E-16,2.36E-15
EP300,670.5438121,-1.716004149,0.157310871,-10.90836344,1.05E-27,9.77E-27
DOT1L,479.36692,-1.71537963,0.146880253,-11.67876274,1.64E-31,1.79E-30
AGAP1,239.0809531,-1.7148248,0.184194616,-9.309853004,1.28E-20,8.67E-20
MLLT1,893.8394262,-1.714648182,0.132485913,-12.94211701,2.60E-38,3.64E-37
BICRA,149.1078158,-1.714179445,0.207148513,-8.275123101,1.28E-16,7.03E-16
MAML1,474.4328719,-1.714177946,0.163128084,-10.50817188,7.92E-26,6.74E-25
ZNF746,285.3968405,-1.713799624,0.178843132,-9.582697438,9.45E-22,6.74E-21
SLC6A9,408.5902257,-1.713705833,0.143179592,-11.96892526,5.17E-33,5.96E-32
SYNCRIP,2090.993081,-1.713574236,0.100058312,-17.12575601,9.54E-66,3.48E-64
PKD1P6-NPIPP1,30.29660577,-1.713469034,0.522338266,-3.280381978,0.001036666,0.002280169
TLE3,615.0159355,-1.713395819,0.140874159,-12.16259841,4.92E-34,5.90E-33
ERBB2,488.8423647,-1.713347555,0.162710748,-10.53002076,6.28E-26,5.37E-25
SF3B2,2279.992445,-1.713205734,0.119946016,-14.28314001,2.79E-46,5.29E-45
MLXIP,577.4252007,-1.713059739,0.144509213,-11.8543289,2.04E-32,2.30E-31
ZC3H6,72.94301506,-1.71198417,0.295950901,-5.784689833,7.26E-09,2.53E-08
PRKDC,2896.9469,-1.711901007,0.113590609,-15.07079695,2.52E-51,5.84E-50
PLEKHG5,88.18992112,-1.711310245,0.278760622,-6.138995653,8.30E-10,3.08E-09
MARCHF8,283.9758997,-1.711113791,0.159674277,-10.71627708,8.54E-27,7.63E-26
PFAS,927.7980591,-1.711035698,0.124030085,-13.79532796,2.72E-43,4.52E-42
PPP6R1,1729.484959,-1.710585231,0.265795602,-6.435716829,1.23E-10,4.80E-10
MACO1,108.3069843,-1.710532289,0.248230728,-6.890896639,5.54E-12,2.34E-11
HSPH1,2216.787896,-1.710458179,0.083872992,-20.3934323,1.91E-92,1.58E-90
MNT,271.1165542,-1.709849988,0.191747107,-8.91721399,4.78E-19,2.99E-18
AP3D1,1916.900417,-1.709825061,0.309131168,-5.531066542,3.18E-08,1.07E-07
PTPRF,2072.672677,-1.709028967,0.128103482,-13.34100328,1.34E-40,2.03E-39
DLG5,1036.024251,-1.708459455,0.137834429,-12.39501235,2.78E-35,3.53E-34
RPH3AL,89.34888408,-1.708380527,0.287488762,-5.942425418,2.81E-09,1.00E-08
AKR1B15,48.48410708,-1.708185697,0.374518621,-4.561016729,5.09E-06,1.43E-05
MAPKBP1,193.8690465,-1.708010321,0.223894358,-7.628643865,2.37E-14,1.15E-13
CNTROB,317.987747,-1.70768953,0.177559829,-9.617544346,6.74E-22,4.84E-21
BCLAF3,70.71786743,-1.707233061,0.301074805,-5.67046141,1.42E-08,4.88E-08
TAB1,249.2163962,-1.706996017,0.188851834,-9.038810891,1.58E-19,1.01E-18
ADGRB2,172.3183506,-1.706463857,0.204916538,-8.327604367,8.25E-17,4.56E-16
MOB3A,422.4559388,-1.706054053,0.164438374,-10.37503601,3.22E-25,2.68E-24
KAT8,195.4329273,-1.705885155,0.192659116,-8.854422203,8.41E-19,5.17E-18
ZNF608,32.15400068,-1.705561318,0.442935081,-3.850589825,0.000117834,0.00029059
GCM1,19.24302715,-1.704799817,0.570912924,-2.98609428,0.002825655,0.0058642
CLASP1,902.0859743,-1.70394752,0.119509532,-14.2578378,4.01E-46,7.50E-45
ZNF316,475.5623971,-1.703691272,0.178468164,-9.546191504,1.35E-21,9.54E-21
KLF9,28.90656494,-1.702936826,0.450068934,-3.783724445,0.000154499,0.000375784
ZNF112,24.45024729,-1.702582515,0.509259884,-3.343248834,0.000828036,0.001844159
H2AC20,31.60344379,-1.701649085,0.435894636,-3.903808268,9.47E-05,0.000236587
GLIS2,311.7983532,-1.70159335,0.153688305,-11.07171658,1.72E-28,1.64E-27
PRKD2,365.7712274,-1.701542491,0.167189968,-10.17730017,2.50E-24,2.00E-23
NUMBL,246.5305773,-1.701041633,0.221617804,-7.675563961,1.65E-14,8.12E-14
SESN3,1489.87426,-1.700776468,0.09683757,-17.56318814,4.72E-69,1.94E-67
SRRT,1125.292024,-1.700706178,0.150923333,-11.26867628,1.87E-29,1.88E-28
ATP8B2,94.78167117,-1.7004678,0.287187251,-5.921111729,3.20E-09,1.14E-08
AHI1,58.8027134,-1.700381269,0.332640571,-5.111767521,3.19E-07,9.89E-07
SP2,247.9050262,-1.70004146,0.179771564,-9.456676125,3.18E-21,2.21E-20
HS3ST3A1,119.2008895,-1.700036949,0.235553401,-7.217203989,5.31E-13,2.39E-12
ARHGAP30,14.3253945,-1.699981092,0.681033451,-2.496178549,0.012553939,0.023464268
HRCT1,40.94675063,-1.699507434,0.403078808,-4.216315516,2.48E-05,6.57E-05
PLEKHN1,46.23171422,-1.698139937,0.366481942,-4.633625134,3.59E-06,1.02E-05
NPIPB5,14.94042268,-1.697404468,0.660585324,-2.569546138,0.010183183,0.019317195
TNKS1BP1,1463.831236,-1.697397546,0.150341989,-11.29024271,1.47E-29,1.48E-28
LIMK1,1217.492619,-1.697279366,0.122023362,-13.90946241,5.55E-44,9.51E-43
SART3,577.9009968,-1.697153708,0.161047117,-10.53824333,5.76E-26,4.93E-25
LOC107984198,127.6996176,-1.697136074,0.250785916,-6.767270269,1.31E-11,5.44E-11
L3MBTL3,85.62800781,-1.697016886,0.295002791,-5.752545186,8.79E-09,3.04E-08
MKI67,1614.59107,-1.696700589,0.310753018,-5.459964953,4.76E-08,1.57E-07
GPATCH8,339.212686,-1.695564091,0.19894326,-8.522852666,1.56E-17,8.93E-17
ANKHD1,16.91994866,-1.69424492,0.606052135,-2.795543191,0.005181258,0.010313636
KIAA1614-AS1,21.08344786,-1.693508731,0.535128187,-3.164678619,0.001552543,0.003336592
KDM2B,263.152906,-1.692919991,0.182578111,-9.272305327,1.82E-20,1.23E-19
NXPE3,1760.419774,-1.692569158,0.085421867,-19.81423745,2.24E-87,1.58E-85
NR1D1,82.31234903,-1.692509875,0.311626081,-5.431220229,5.60E-08,1.84E-07
SBF1,1150.081548,-1.692503425,0.136477732,-12.4013156,2.57E-35,3.27E-34
NEK8,18.13472731,-1.692393345,0.574648125,-2.945095046,0.003228555,0.006641384
GTF2IRD1,290.7851711,-1.692019112,0.168768148,-10.0257017,1.18E-23,9.11E-23
SOX5,16.21875472,-1.692010766,0.652022916,-2.595017328,0.009458615,0.018036762
MTA2,2185.103469,-1.691773081,0.080286319,-21.07174806,1.44E-98,1.45E-96
ILF3-DT,116.5842156,-1.690753784,0.237836404,-7.108893995,1.17E-12,5.13E-12
UPF2,133.0763736,-1.689396064,0.233616908,-7.231480289,4.78E-13,2.15E-12
SLX4IP,131.5219648,-1.68822587,0.230706308,-7.317640693,2.52E-13,1.16E-12
CDK13,381.7114309,-1.686606091,0.178583967,-9.444330948,3.58E-21,2.48E-20
SALL2,95.12473385,-1.686494398,0.296283142,-5.692171298,1.25E-08,4.31E-08
UBR3,589.1096667,-1.686309046,0.116452805,-14.4806219,1.61E-47,3.20E-46
APC2,178.633074,-1.686266128,0.21162434,-7.968205036,1.61E-15,8.33E-15
ZHX3,86.18458049,-1.685504549,0.290303811,-5.80600215,6.40E-09,2.24E-08
DIP2B,940.5166499,-1.685043325,0.127347581,-13.23184401,5.75E-40,8.42E-39
SETBP1,57.08811584,-1.684652992,0.340219249,-4.951668663,7.36E-07,2.21E-06
TAOK1,483.2088383,-1.684124615,0.163976836,-10.27050319,9.57E-25,7.78E-24
TNRC18,2781.402231,-1.683695766,0.138961875,-12.11624241,8.66E-34,1.03E-32
FAM83H,2249.409403,-1.683182912,0.138172785,-12.18172531,3.89E-34,4.70E-33
TSKU,837.5032306,-1.683062716,0.119090293,-14.13266076,2.39E-45,4.33E-44
FAM120A,2519.184596,-1.682839969,0.116632156,-14.42861069,3.42E-47,6.73E-46
LOC107986588,89.64478977,-1.68271166,0.295585936,-5.69280015,1.25E-08,4.30E-08
THRA,176.6316402,-1.681904347,0.199493167,-8.430887013,3.43E-17,1.94E-16
SLC23A2,582.0849981,-1.681869701,0.118850926,-14.1510862,1.84E-45,3.37E-44
IGF2BP2,981.5733423,-1.681542787,0.125763883,-13.3706335,8.98E-41,1.37E-39
LOC105369373,20.06483756,-1.681319438,0.640841479,-2.623612068,0.008700282,0.016676594
PLCG1,495.661985,-1.680489146,0.177944014,-9.443920617,3.59E-21,2.49E-20
ACVR2B,76.44911693,-1.679521006,0.291109218,-5.76938448,7.96E-09,2.76E-08
R3HDM1,555.6003786,-1.678423821,0.176844068,-9.490981747,2.29E-21,1.61E-20
RPL32P3,14.60022798,-1.678262092,0.653987689,-2.566198295,0.010282003,0.019494138
NPRL3,571.9830581,-1.677684909,0.159611755,-10.51103605,7.68E-26,6.54E-25
LOC101927136,293.0361066,-1.67694362,0.1911798,-8.771552328,1.76E-18,1.06E-17
MORC2,428.8966555,-1.676780576,0.176540182,-9.498010912,2.14E-21,1.50E-20
GSR,5310.988082,-1.676372909,0.072304222,-23.18499323,6.45E-119,1.12E-116
EARS2,311.2195268,-1.674817168,0.153876143,-10.88418997,1.37E-27,1.27E-26
PABPN1,53.86482469,-1.674700521,0.374581691,-4.470855257,7.79E-06,2.15E-05
JMY,87.99032435,-1.674388267,0.289812868,-5.777480746,7.58E-09,2.63E-08
REV1,159.9710578,-1.674373536,0.220018037,-7.610164888,2.74E-14,1.33E-13
ARHGEF34P,71.07094758,-1.674347064,0.345262025,-4.849496741,1.24E-06,3.65E-06
SMG6,365.7867549,-1.674125206,0.153764678,-10.88757982,1.32E-27,1.22E-26
FBXO31,292.8220931,-1.673475896,0.186796259,-8.958829836,3.28E-19,2.07E-18
MAP7,216.5310584,-1.673385101,0.191208538,-8.751623321,2.10E-18,1.26E-17
SRCAP,803.7508999,-1.673211707,0.155376059,-10.76878711,4.83E-27,4.36E-26
LOC105371453,235.9905272,-1.673172635,0.202399218,-8.266695141,1.38E-16,7.54E-16
HGH1,578.1825277,-1.67038875,0.126762441,-13.17731611,1.19E-39,1.72E-38
KDM4B,270.8751707,-1.670319885,0.211215672,-7.90812475,2.61E-15,1.34E-14
LOC107984500,55.90313173,-1.669144861,0.336039224,-4.967113193,6.80E-07,2.05E-06
SETD2,255.030949,-1.668482973,0.218040236,-7.652179278,1.98E-14,9.67E-14
MSC-AS1,224.6244926,-1.66840834,0.198759549,-8.394104063,4.69E-17,2.63E-16
KMT2B,329.1378775,-1.667765411,0.202446044,-8.238073605,1.75E-16,9.53E-16
SBNO2,336.0837933,-1.667717128,0.192373542,-8.66916058,4.35E-18,2.56E-17
TAOK3,58.46483806,-1.667390167,0.35577594,-4.68662992,2.78E-06,7.96E-06
GPR157,36.45297395,-1.667068049,0.510753252,-3.263940156,0.001098744,0.002410177
SIK2,679.8169113,-1.666572641,0.161018582,-10.35018827,4.18E-25,3.46E-24
SOS1,331.2255384,-1.665603576,0.22717896,-7.331680607,2.27E-13,1.05E-12
SAMD4B,772.9005411,-1.665496886,0.16455078,-10.12147673,4.44E-24,3.51E-23
TCF19,468.1509378,-1.665301122,0.135241967,-12.31349382,7.66E-35,9.57E-34
SH3D19,328.9153648,-1.664018929,0.173310219,-9.601389542,7.89E-22,5.64E-21
WNT5B,151.7734282,-1.663357531,0.218029402,-7.629051468,2.36E-14,1.15E-13
FUBP1,878.9577959,-1.66302282,0.104624208,-15.89520109,6.84E-57,1.91E-55
MAP3K21,219.5154391,-1.662014316,0.193084696,-8.607695747,7.45E-18,4.34E-17
NCL,4480.427018,-1.661164021,0.256114496,-6.486021093,8.81E-11,3.47E-10
CHD7,52.30716947,-1.660878053,0.352533022,-4.711269439,2.46E-06,7.09E-06
REPIN1,1158.93135,-1.659665331,0.136482389,-12.16028925,5.06E-34,6.06E-33
PRKCSH,2575.474187,-1.659081237,0.127608978,-13.00128931,1.20E-38,1.69E-37
KIF11,1424.277144,-1.658993065,0.121889382,-13.61064463,3.46E-42,5.54E-41
ZNF236,38.92060488,-1.658798263,0.422398903,-3.927089419,8.60E-05,0.000215614
LOC101930593,34.00615342,-1.65842997,0.425606444,-3.896627956,9.75E-05,0.000243305
LOC101927752,85.1953209,-1.658328867,0.293448576,-5.65117368,1.59E-08,5.44E-08
MCM10,216.1678616,-1.656908597,0.191878677,-8.635188772,5.86E-18,3.43E-17
FLVCR1,247.7415119,-1.65643891,0.182020562,-9.100284558,9.01E-20,5.86E-19
PKD1P4-NPIPA8,13.35940878,-1.656229919,0.676361145,-2.448736052,0.014335846,0.026547863
STK11,976.4627687,-1.655852914,0.121199325,-13.66222885,1.71E-42,2.77E-41
LOC100129148,197.9975776,-1.655170966,0.183258717,-9.031881218,1.69E-19,1.08E-18
REC8,17.78624498,-1.654777919,0.570770845,-2.899198395,0.003741181,0.007618116
SFRP1,43.61768634,-1.65449088,0.38145208,-4.337349217,1.44E-05,3.89E-05
TMEM200B,21.15179265,-1.654054838,0.624658893,-2.647932906,0.00809856,0.015605444
MYH14,651.4211425,-1.653740991,0.32951626,-5.018693131,5.20E-07,1.58E-06
LAMB2,528.2494564,-1.653491945,0.153392036,-10.77951626,4.30E-27,3.89E-26
KCNJ14,18.72606317,-1.653022561,0.668544943,-2.472567591,0.013414634,0.024948917
SHB,618.1242575,-1.652662173,0.166026695,-9.954195462,2.42E-23,1.85E-22
ATXN7L3,740.2746804,-1.651961259,0.129822395,-12.72477875,4.31E-37,5.80E-36
TSPAN7,275.4622896,-1.651834898,0.161595421,-10.22204025,1.58E-24,1.27E-23
SRXN1,6837.357339,-1.651423556,0.069569725,-23.73767557,1.47E-124,3.11E-122
RALGAPB,556.0228153,-1.651331728,0.15989776,-10.32742249,5.30E-25,4.37E-24
