""	"TR_AG_1"	"TR_AG_3"	"TR_SH_1"	"TR_SH_3"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"Cck"	722.231523945393	632.223596159884	4.16267720558808	14.0586953395558	343.169123162605	-6.20858022532283	0.573946196266704	-10.8173558178575	2.84877839645059e-27	0.000525619765766983
"Ccl5"	511.665431752863	489.763787305006	1655.70485852266	1927.04545404339	1146.04488290598	1.83954857773933	0.119298818048595	15.4196714420927	1.20716947748658e-53	4.84465801679805e-08
"Cd248"	2306.05473913268	2213.24814149049	974.066466107612	978.083518623379	1617.86321633854	-1.21088954801882	0.0966207842535682	-12.5323920455976	4.96424631731102e-36	2.4087005842297e-05
"Cd24a"	1028.4170009983	1052.15414383015	5336.55217756392	5188.66277282033	3151.44652380317	2.33859207230359	0.0836128387131103	27.9692940497773	3.84109814447935e-172	1.03494274082638e-13
"Cd55"	1128.10529585273	1182.50952448167	518.253312095717	469.962101350864	824.707558445246	-1.22588992673348	0.124186101676306	-9.8713939014592	5.53894765210288e-23	0.00226572802462586
"Cd74"	661.197874034515	662.019111737375	261.207994650652	227.951703005654	453.094170857049	-1.43622336160598	0.158382176337433	-9.06808704627281	1.2112477690082e-19	0.00670160856633045
"Cdca2"	684.594106500352	616.394728509342	1404.90355688598	1328.54670958802	1008.60977537092	1.0717566737191	0.116195204739472	9.22375993159231	2.86860842159184e-20	0.0054218346459926
"Cdh10"	207.514409696986	226.259696416571	6.24401580838213	10.0419252425398	112.51501179112	-4.73081692512901	0.449487508829952	-10.5249130002381	6.63226860151217e-26	0.000843631993409032
"Cdr2l"	2878.75382079643	2658.31865542926	1369.52080063848	1300.42931890891	2051.75564894327	-1.05220287699612	0.0936211758615192	-11.2389410548795	2.62512312540607e-29	0.000256756182351948
"Cebpa"	467.924649316734	418.999437808465	135.287009181613	106.444407570922	282.163875969433	-1.87606749385977	0.204891883719672	-9.15637779203865	5.3668517694292e-20	0.0059439657638564
"Cep55"	804.626951325079	696.470176623849	1498.56379401171	1523.36005929329	1130.75524531348	1.01038405050086	0.114041650447963	8.85978102326653	8.01717608957278e-19	0.00882157428684954
"Cercam"	476.062469304851	420.861657532059	66.6028352894093	103.43182999816	266.73969803112	-2.39650460194863	0.228490049984101	-10.4884418473163	9.76250061279979e-26	0.000877750285639008
"Cfh"	702.904201473615	719.747923168764	157.14106451095	173.725306695939	438.379623962317	-2.10384340462278	0.164720164176072	-12.7722274631414	2.34350565790342e-37	1.52282852435105e-05
"Cldn15"	2996.75221062412	2946.03160272441	1424.67627361252	1500.26363123545	2216.93092954913	-1.02256435564557	0.0885278675409903	-11.5507623085138	7.31685454457655e-31	0.000151840791762874
"Clmn"	47.809692430188	42.8310536426431	482.870555848218	394.647662031815	242.039740988216	3.27683936868111	0.245861489690893	13.3279895635583	1.59128324412145e-40	4.85019201469742e-06
"Clu"	544.216711705331	556.803697354361	1520.41784934105	1763.36207258999	1096.20008274768	1.57653173574462	0.118951547700456	13.2535621958837	4.30284523212281e-40	5.5637098953709e-06
"Cmpk2"	126.136209815815	146.184248302065	626.482919441007	627.620327658739	381.605926304406	2.20138962661881	0.176418741328798	12.4782073040415	9.81721173231631e-36	2.66156672167561e-05
"Col11a1"	3519.60714486065	3646.22621879545	1175.95631057863	1109.63273930065	2362.85560338384	-1.64881724024741	0.0892078835088138	-18.4828646908152	2.837098609704e-76	1.25800013680975e-11
"Col1a2"	41999.2889586724	43376.6840216559	7054.69719417041	6977.12965851667	24851.9499582538	-2.60514962719401	0.0641792979716916	-40.5917439038224	0	1.03494274082638e-13
"Col4a2"	8230.38769048194	8283.15333054246	3747.45015433067	3514.67383488894	5943.916252561	-1.18528120910833	0.073942632777704	-16.0297404160828	7.92129540095458e-58	9.95003100524277e-09
"Col5a3"	335.685074509831	335.199550246772	75.9688590019825	61.2557439794929	202.02730693452	-2.29075394012584	0.2385004580496	-9.60481987690537	7.62912044938296e-22	0.00332959714261586
"Col8a1"	1497.35887781355	1413.42477020722	446.447130299322	372.555426498228	932.44655120458	-1.82995545289016	0.127272538133049	-14.3782427830359	7.08712045454368e-47	5.3074624433203e-07
"Cp"	2964.20093067166	3056.8336762782	1502.7264712173	1364.69764046116	2222.11467965708	-1.07054598092401	0.0919045872616297	-11.6484499068195	2.33670533081533e-31	0.00012827590456704
"Creb3l1"	753.765576399347	758.854537364221	129.042993373231	112.469562716446	438.533167463311	-2.64774228237605	0.172443613287025	-15.3542496118369	3.31725641518077e-53	5.53859379225608e-08
"Csgalnact1"	220.738367177677	227.190806278368	10.4066930139702	8.03354019403186	116.592351666012	-4.60505585622716	0.428512835355676	-10.7465995794615	6.14867491961889e-27	0.000591750902141945
"Ctla2a"	1899.16373972683	2088.47942000975	877.284221077689	935.907432604712	1450.20870335475	-1.13713592187392	0.104650629001088	-10.8660208995217	1.67340961443474e-27	0.000482843549951584
"Ctsk"	2331.48542659555	2325.91243476788	433.959098682558	470.966293875118	1390.58081348028	-2.3632786588668	0.107422829633051	-21.9997803720085	2.89376183167674e-107	1.03494274082638e-13
"Cxcl12"	2050.73063700551	2113.61938627826	6563.50128391101	6771.2701910446	4374.78037455985	1.67890217539036	0.0767755703728858	21.867661382862	5.27950346990143e-106	1.03494274082638e-13
"Cyb561"	602.198679120666	607.083629891377	193.564490059846	194.813349705273	399.41503719429	-1.63862574406182	0.165224246764155	-9.91758640849381	3.49095571922785e-23	0.00213500246725692
"Daam2"	735.455481426084	707.643494965408	4328.14362451021	4049.90845031631	2455.2877628045	2.53774274502236	0.0923308143611037	27.4853283010946	2.62932314846216e-166	1.03494274082638e-13
"Deptor"	197.34213471184	163.8753356762	653.540321277329	611.553247270675	406.577759734011	1.81018733245114	0.171348668373457	10.5643501617755	4.35977733362153e-26	0.00079274337723923
"Dhrs3"	470.976331812278	459.037161865719	1098.94678227525	1030.30152988459	764.815451459459	1.19511763026018	0.125586054304369	9.51632437916802	1.79412806421051e-21	0.00369277255180066
"Dlc1"	1648.92577509223	1642.47779620918	5033.71741085739	4535.93763205524	3215.26465355351	1.53970019107532	0.0868872859827818	17.7206615865576	2.90476012984317e-70	1.16010024818859e-10
"Dlgap5"	1170.82885079035	1141.54069056262	2569.41250514925	2481.35972743159	1840.78544348345	1.12724210082679	0.0927167665213767	12.1579099780933	5.2073956671406e-34	4.88545237810137e-05
"Dmpk"	1559.40975522294	1531.67572265539	412.10504335322	427.786015332197	982.744134140937	-1.87961857403413	0.116768469195526	-16.0969702436259	2.67905648853137e-58	8.6376305468419e-09
"Dnaja4"	368.236354462299	368.71950527145	24.9760632335285	36.1509308731434	199.520713460105	-3.58871927981474	0.278414491402359	-12.889843706549	5.13477669468263e-38	1.19466003916972e-05
"Dnm1"	2039.54113452185	1815.66423050335	915.788985229379	984.108673768903	1438.77575600587	-1.02035394477234	0.106909868703396	-9.54405759867826	1.37350661195335e-21	0.00356147915205002
"Dock8"	866.677828734472	801.685591006864	176.913781237494	157.658226307875	500.733856821676	-2.31836237169053	0.160143852884233	-14.4767490598997	1.69947025394764e-47	4.21519894528507e-07
"Dpt"	1828.97504232932	1757.93541907196	272.655356966019	320.33741523702	1044.97580840108	-2.59573868606676	0.124432227071731	-20.8606624437446	1.21970455380415e-96	1.03494274082638e-13
"Dsel"	568.630171669683	600.5658608588	130.083662674628	140.586953395558	359.966662149667	-2.11072858822604	0.179489060937631	-11.7596502940058	6.29946667353407e-32	0.000105329796627828
"Enpp5"	28.4823699584099	48.4177128134227	501.602603273364	495.066914457213	268.392400125603	3.6860456043738	0.249492231736374	14.7741898764554	2.14925915134471e-49	2.09509840797407e-07
"Epb4.1l3"	2.03445499702928	0.93110986179659	1588.06135393185	1468.12947045932	764.789097312501	10.0327967749227	0.841589006838803	11.9212545475233	9.17169413040297e-33	7.69615506200043e-05
"Epb4.1l4a"	213.617774688074	175.979763879555	1080.21473485011	936.911625128966	601.680974636676	2.37429751933257	0.156542116054098	15.1671484912856	5.83575840918567e-52	8.72437933369108e-08
"Eps8l2"	248.203509637572	225.328586554775	1262.33186259459	1207.03941415329	735.725843235055	2.3837512338119	0.135810651066134	17.5520197797381	5.74018711529994e-69	1.84687781975991e-10
"Etv4"	1441.41136539524	1471.15358163861	520.334650698511	520.171727563563	988.267831323982	-1.48508306947664	0.114160219418206	-13.0087615199503	1.09095843473276e-38	9.32728275580916e-06
"Eya1"	23.3962324658367	33.5199550246772	478.70787864263	385.609929313529	230.308498861668	3.91708168767134	0.278235029481806	14.0783196672491	5.16226885397042e-45	1.00405473894952e-06
"F2rl1"	520.820479239495	504.661545093752	1181.15965708562	1152.81301784357	839.863674815609	1.18669964881558	0.12003149518275	9.88656891267425	4.76065260897035e-23	0.00221297855238903
"Fam107b"	1778.11366740359	1824.04421925952	5086.79154522864	5094.26867554045	3445.80452685805	1.49881813350261	0.0793232983984949	18.8950555985838	1.25255577787895e-79	3.66665428178489e-12
"Fam110c"	650.008371550854	629.430266574495	208.133860279404	178.746269317209	416.57969193049	-1.72609377532256	0.166891704133895	-10.3425978198277	4.52112392667303e-25	0.0011143834435703
"Fam195b"	1893.06037473574	1890.15301944708	864.796189460925	923.857122313664	1392.96667648935	-1.08054889454203	0.101656609759446	-10.629401246992	2.17504370923276e-26	0.00071540404383477
"Fam20a"	262.444694616777	276.539628953587	18.7320474251464	30.1257757276195	146.960536680782	-3.46009008737298	0.318215366706812	-10.8734223717139	1.54301983653048e-27	0.000479949413170957
"Fam69a"	1387.49830797397	1432.04696744316	552.595399041818	605.528092125152	994.417191646023	-1.28349375520377	0.115799613694661	-11.0837481598865	1.50439981687726e-28	0.000337616083076427
"Fam83h"	383.494766940019	346.372868588331	1083.3367427543	1013.23025697227	706.608658813729	1.52313696080201	0.133248861844555	11.4307690115872	2.93497948645489e-30	0.000186946179028465
"Fancd2"	462.83851182416	503.730435231955	1097.90611297386	1022.26798969055	771.685762430132	1.13245937741741	0.127037056229974	8.91440191566883	4.90456244504349e-19	0.0081847226799427
"Fbln1"	3.05168249554391	4.65554930898295	306.997443912121	351.467383488894	166.543014801386	6.4048535548625	0.558260406242987	11.4728780390611	1.80552661220727e-30	0.000173429385680205
"Fgf7"	359.081306975667	356.615077068094	1358.07343832311	1295.40835628764	842.294544663628	1.8904654823264	0.123720713747461	15.28010488353	1.03773570864607e-52	6.65079083686302e-08
"Fgfr1"	3986.51456667887	3969.32134083886	1849.26934858251	1769.38722773552	2893.62312095894	-1.13664169047131	0.0826764313244729	-13.7480739342805	5.23034864801614e-43	2.02230170536962e-06
"Fhl1"	938.900981129011	951.594278756115	3047.07971449048	3179.27353178811	2029.21212654093	1.71957152966527	0.0918592443117332	18.7196350519686	3.4248959224971e-78	6.23840485442568e-12
"Foxo6"	631.69827657759	560.528136801547	1281.06391001973	1286.37062356935	939.915236742056	1.10754098982184	0.118776891820573	9.32454935337859	1.11456216234382e-20	0.00474984056470024
"Foxp2"	666.284011527088	703.919055518222	1694.20962267435	1588.6325733698	1163.26131577237	1.26005422171379	0.109359495595903	11.5221290556227	1.02057624739964e-30	0.000158554024371965
"Foxred2"	948.056028615643	929.247642072997	297.631420199548	275.148751645591	612.520960633445	-1.71286519668274	0.139856709443076	-12.2472865513821	1.73711249718825e-34	4.13027024382627e-05
"Fras1"	126.136209815815	127.562051066133	1002.16453724533	760.173740860265	504.009134746886	2.79583303474576	0.181171444438857	15.4319740807129	9.97711675000269e-54	4.75291003054007e-08
"Fstl3"	60.0164224123637	82.8687776998965	395.454334530868	465.945331253848	251.071216474244	2.58762345101538	0.23019146461617	11.2411789695594	2.55941172411008e-29	0.000256756182351948
"Gas6"	11.189502483661	2.79332958538977	2959.66349317313	2916.17509043357	1472.45535391894	8.75263746520626	0.397345242790422	22.0277897471213	1.56001869559811e-107	1.03494274082638e-13
"Gas7"	253.289647130145	252.330772546876	40.5861027544838	46.1928561156832	148.099844636797	-2.54179177636138	0.279016850705315	-9.10981458623769	8.25228817106852e-20	0.00635048708910335
"Gda"	498.441474272173	556.803697354361	186.279804950067	171.716921647431	353.310474556008	-1.56040054548118	0.177755100089371	-8.77837285510597	1.65856641321684e-18	0.00962486353988722
"Gfod1"	1155.57043831263	1128.50515249747	568.205438562773	485.024989214674	834.326504646886	-1.11717594360478	0.126962888421208	-8.79923225989056	1.37755314194106e-18	0.00942058519438383
"Gfpt2"	1593.99549017244	1456.25582384987	217.499883991977	195.817542229527	865.892185060952	-2.88393828682946	0.135760338428723	-21.242863123412	3.83771157297372e-100	1.03494274082638e-13
"Gnai1"	185.135404729664	243.950783790707	657.702998482917	653.729333289343	435.129630073158	1.6092575393689	0.171403562840908	9.38870530283302	6.07422888215786e-21	0.00437763446925253
"Gpr153"	654.077281544912	634.085815883478	160.263072415141	167.700151550415	404.031580348487	-1.97334769194639	0.168161742195341	-11.7348195028456	8.45064092680581e-32	0.000110227526935284
"Gprc5a"	1866.61245977436	1868.73749262576	4250.09342690543	4421.45968429029	3101.72576589896	1.21508080298686	0.0813738460456414	14.9320802940215	2.03807278065053e-50	1.46074668060986e-07
"Gpsm3"	742.576073915686	720.679033030561	225.825238403154	224.939125432892	478.504867695573	-1.69862304461516	0.153632962900539	-11.056371058305	2.04192796540453e-28	0.000354571581072853
"H2-K1"	895.160198692882	879.898819397777	2030.34580702559	2268.47091228975	1518.4689343515	1.27632278721236	0.103568532205974	12.3234611906447	6.77239327006112e-35	3.56880113260449e-05
"Hap1"	1355.96425552001	1260.72275287258	278.899372774402	318.329030188512	803.478852838877	-2.13055003519917	0.132655346454617	-16.060792814921	4.80371792111581e-58	9.26648463190774e-09
"Hapln4"	326.530027023199	360.33951651528	68.6841738922034	58.243166406731	203.449220959353	-2.43744086623631	0.240887884290648	-10.1185697795219	4.57045188296718e-24	0.00158846900145164
"Has1"	723.248751443908	700.194616071036	121.758308263451	127.532450580256	418.183531589663	-2.51307790912052	0.172542389896376	-14.5649884102672	4.69064091942155e-48	3.44854615006908e-07
"Havcr2"	459.786829328617	557.734807216157	83.2535441117617	62.2599365037469	290.758779290071	-2.80825316070774	0.222247004063549	-12.6357301082212	1.34143201657731e-36	1.9687144802446e-05
"Hist1h1c"	621.526001592444	630.361376436291	168.588426826317	138.57856834705	389.763593300526	-2.02802727737387	0.175995159476548	-11.5231991800554	1.00797685648855e-30	0.000158554024371965
"Hmha1"	932.797616137923	922.72987304042	1895.05879784398	2066.6282149147	1454.30362548425	1.09447560025861	0.102139540083467	10.7154937193198	8.60966515770314e-27	0.000615426210614797
"Hpcal1"	1467.85928035662	1463.70470274424	713.899140758356	723.018617462867	1092.12043533052	-1.02864304753439	0.108451191012445	-9.48484786503035	2.42736898257668e-21	0.00387404918415408
"Hs3st1"	1027.39977349978	1042.84304521218	420.430397764397	433.811170477721	731.121096738521	-1.27703379581186	0.127009133600027	-10.054661106763	8.76223889072581e-24	0.0017515604883876
"Hspa1a"	323.478344527655	334.268440384976	47.870787864263	70.2934766977788	193.977762368668	-2.47465335536421	0.253607451229426	-9.75781012493012	1.70803461722235e-22	0.00270417797159358
"Htatip2"	383.494766940019	428.310536426431	16.6507088223523	14.0586953395558	210.62867688209	-4.7264950843615	0.331492966602259	-14.2582062383018	3.98567979729171e-46	6.83430503870121e-07
"Id2"	226.841732168764	175.979763879555	580.693470179538	610.549054746421	398.51600524357	1.56672024996638	0.175649229088275	8.91959650548197	4.67990115527983e-19	0.00817164046469738
"Ifi203"	523.872161735039	590.323652379038	189.401812854258	178.746269317209	370.585974071386	-1.5984164072961	0.17457410970326	-9.15609084309854	5.38113585991179e-20	0.0059439657638564
"Ifi44"	1161.67380330372	1220.68502881533	559.880084151597	467.953716302356	852.54815814325	-1.21349393756264	0.12880317226497	-9.42130474136363	4.45517017869681e-21	0.00419925567852743
"Ifi47"	465.890194319704	532.594840947649	54.1148036726451	57.238973882477	277.459703205619	-3.16469496676223	0.225710457322556	-14.0210382996994	1.15906388097927e-44	1.12333582809717e-06
"Ifit3"	2835.0130383603	2986.06932678166	1212.37973612753	1164.86332813462	2049.58135735103	-1.29224723092485	0.0917305502713382	-14.087424823054	4.53810379069053e-45	9.97292818551822e-07
"Igdcc4"	324.49557202617	340.786209417552	38.5047641516898	56.234781358223	190.005331738409	-2.80967028050526	0.262192665448759	-10.7160521660525	8.55785860107742e-27	0.000615426210614797
"Igf1r"	1445.4802753893	1527.9512832082	3251.05089756429	2721.36174072829	2236.46104922252	1.0058073868273	0.103150274993266	9.75089389623987	1.82851023508671e-22	0.0027204418759491
"Igfbp4"	26749.0143009409	25935.1340904822	11766.8477908961	12142.6960032792	19148.4230463996	-1.13974727955763	0.0649778895183833	-17.5405401438158	7.02564327432516e-69	1.87106637512252e-10
"Igfbp7"	7544.77635648307	6876.24632936782	1821.17127744479	2119.85041870016	4590.51109549896	-1.87118622509794	0.0913320308225325	-20.4877325977109	2.76996349106354e-93	1.03494274082638e-13
"Il17rd"	13.2239574806903	11.1733183415591	181.076458443082	174.729499220193	95.050808371381	3.86992084107574	0.406511692464798	9.51982664412746	1.73468193227305e-21	0.00368088636097434
"Impact"	973.486716078509	986.045343642589	2817.09179888174	2712.32400801001	1872.23696665321	1.49648027050885	0.0930725901783841	16.0786356932871	3.60224882350612e-58	8.95189016115291e-09
"Iqgap3"	635.767186571649	577.288114313886	1452.77434475024	1420.93242181939	1021.69051686379	1.24496478466228	0.11454349551275	10.8689260711771	1.62097589738146e-27	0.000482124842239292
"Iqsec1"	1304.08565309577	1322.17600375116	2824.37648399152	2467.30103209204	1979.48479323262	1.01049938562341	0.0989217495445528	10.2151386350915	1.69636481483685e-24	0.00137622217579001
"Irgm1"	5745.30091161068	5974.00087328692	2777.54636542865	2723.3701257768	4305.05456902576	-1.09125175186859	0.0763654633521401	-14.2898596298245	2.53119123057762e-46	6.44536869148287e-07
"Irgm2"	2006.98985456938	2064.27056360304	807.559377884088	747.119238044963	1406.48475852537	-1.3891889169194	0.103087237421396	-13.4758574549896	2.16950236883058e-41	3.69478670509515e-06
"Itga3"	4374.07824361294	4531.711697364	12737.7922490995	11878.5933694004	8380.54388986921	1.46667900992072	0.0728233080214155	20.1402414936906	3.27734333217797e-90	1.03494274082638e-13
