""	"TR_AG_1"	"TR_AG_2"	"TR_AG_3"	"TR_SH_1"	"TR_SH_2"	"TR_SH_3"
"Lcorl"	424.808938754292	488.81431288577	471.260985580137	508.052221920869	390.926755521335	471.067635048022
"Lcp1"	58.6692651988024	38.3844572618634	43.6536491905811	92.9768772142768	30.2968235529034	81.1817239538542
"Lct"	10.864678740519	7.05020643585246	7.9370271255602	5.53433792942124	5.86390133282002	4.27272231336075
"Lctl"	160.797245359681	271.041269644994	145.842873432169	151.640859266142	430.996747962271	159.158906172688
"Ldb1"	2807.4329865501	2588.2091182285	2602.35276879305	3132.43526805242	3464.58837080783	3277.17801434769
"Ldb2"	1.0864678740519	67.3686392759235	11.9055406883403	0	0	0
"Ldb3"	20.642889606986	26.6341132021093	19.8425678139005	1.10686758588425	60.5936471058069	3.20454173502056
"Ldha"	21937.9593128559	22349.1544016523	21453.7843203892	14330.6146344433	19496.4946147378	14997.2553198962
"Ldhal6b"	1.0864678740519	8.616918977153	1.98425678139005	6.64120551530548	0	0
"Ldhb"	17.3834859848304	17.233837954306	19.8425678139005	251.258941995724	198.395328427077	286.27239499517
"Ldhc"	1.0864678740519	0	0	1.10686758588425	0.977316888803337	0
"Ldhd"	76.0527511836328	44.6513074270656	75.4017576928219	45.3815710212541	107.504857768367	44.8635842902878
"Ldlr"	3558.18228751996	5779.60256485772	3667.89866039951	3658.19737134744	4929.58638712403	3470.51869902727
"Ldlrad1"	0	0	0.992128390695025	0	0	0
"Ldlrad2"	0	0	0	0	0.977316888803337	1.06818057834019
"Ldlrad3"	711.636457503993	813.907165205634	710.363927737638	529.08270605267	660.666216831056	447.567662324538
"Ldlrad4"	787.689208687625	412.828754632694	811.56102358853	274.503161299293	444.679184405518	267.045144585047
"Ldlrap1"	662.745403171657	571.066721304049	618.095987403	841.219365272028	515.046000399358	873.771713082273
"Ldoc1l"	0	0	0	1.10686758588425	0	0
"Leap2"	0	0	0	3.32060275765274	2.93195066641001	0
"Lect1"	0	0	0	2.21373517176849	0	0
"Lect2"	0	4.70013762390164	0	0	3.90926755521335	0
"Lef1"	3.25940362215569	3.13342508260109	0.992128390695025	0	7.81853511042669	4.27272231336075
"Lefty1"	208.601831817964	177.821873437612	224.221016297076	147.213388922605	218.918983091947	210.431573933017
"Lefty2"	5.43233937025949	0	2.97638517208507	1.10686758588425	1.95463377760667	0
"Lekr1"	35.8534398437126	29.7675382847104	34.7244936743259	50.9159089506754	27.3648728864934	56.6135706520299
"Lelp1"	0	0.783356270650273	0	0	1.95463377760667	0
"Lemd1"	0	1.56671254130055	0	0	0.977316888803337	2.13636115668037
"Lemd2"	3151.84330262455	2489.50622812657	3143.06274172184	2137.36130834248	3035.54625662316	2173.74747692228
"Lemd3"	534.542194033533	725.387906622153	464.316086845272	885.494068707398	643.074512832596	756.271849464852
"Lenep"	22.8158253550898	15.6671254130055	25.7953381580706	24.3510868894534	6.84121822162336	10.6818057834019
"Leng1"	465.008250094212	498.214588133574	434.552235124421	505.838486749101	446.633818183125	539.431192061794
"Leng8"	1478.68277658463	1274.52065234799	1308.61734732674	1205.37880102795	1233.37391366981	1091.68055106367
"Leng9"	108.64678740519	101.052958913885	114.094764929928	76.3738634260131	186.667525761437	118.568044195761
"Leo1"	891.990124596608	1241.61968898068	935.577072425408	1006.14263556878	1273.44390611075	1132.2714130406
"Lep"	0	2.35006881195082	0	2.21373517176849	2.93195066641001	0
"Lepr"	3.25940362215569	3.13342508260109	3.9685135627801	7.74807310118973	0.977316888803337	5.34090289170093
"Lepre1"	1637.30708619621	1979.54129593324	1596.33458062829	1457.74461060955	2345.56053312801	1427.08925266249
"Leprel1"	110.819723153294	464.530268495612	130.960947571743	259.007015096914	112.391442212384	279.863311525129
"Leprel2"	581.260312617765	1783.70222827067	487.135039831257	589.960423276304	1315.46853232929	695.385556499461
"Leprel4"	6809.98063455729	4713.45468050269	6554.00014893133	4087.66199467052	9018.68024987719	4626.29008479135
"Leprot"	1906.75111896108	2278.00003505099	2069.57982298982	1473.24075681193	1902.8359825001	1684.52077204247
"Leprotl1"	2191.40570196268	1557.31226605274	2102.32005988276	1663.62198158402	2013.27279093487	1757.15705136961
"Letm1"	2009.96556699601	1570.6293226538	1981.28039621796	2087.55226697769	1616.48213408072	2019.92947364129
"Letm2"	80.3986226798404	99.4862463725847	94.2521971160274	141.679050993184	95.777055102727	116.43168303908
"Letmd1"	1178.81764334631	1113.93261686469	1185.59342688055	1575.07257471328	1082.8671127941	1381.15748779386
"Lfng"	855.050216878843	537.382401666087	868.112341858147	689.578506005886	516.023317288162	784.044544501697
"Lgals1"	47756.7818718252	31849.6992520988	46918.7437243584	30354.7366752896	48286.2955251065	36359.7987061216
"Lgals12"	0	2.35006881195082	0	5.53433792942124	0	1.06818057834019
"Lgals2"	131.46261276028	177.038517166962	123.023920446183	106.259288244888	521.887218620982	105.749877255678
"Lgals3"	6186.3480748515	5289.22153943064	5803.9510855659	7598.64597709536	5453.42823952262	8253.83132883462
"Lgals3bp"	5059.68088945969	12630.836507965	5234.46938930695	2059.88057733058	1273.44390611075	2033.81582115972
"Lgals4"	1.0864678740519	2.35006881195082	0	1.10686758588425	1.95463377760667	0
"Lgals7"	20.642889606986	7.83356270650273	15.8740542511204	16.6030137882637	6.84121822162336	14.9545280967626
"Lgals8"	2528.21074291876	2282.7001726749	2474.36820639339	2418.50567515708	1952.67914382907	2508.08799794276
"Lgals9"	4524.0522275521	5223.41961269602	4615.38127351326	4402.01238906165	3223.1910992734	4725.63087857699
"Lgalsl"	419.376599384032	755.938801177514	384.94581558967	241.297133722766	640.142562166185	256.363338801645
"Lgi1"	2.17293574810379	0	0	0	0	0
"Lgi2"	84.744494176048	245.973868984186	82.3466564276871	11.0686758588425	98.709005769137	6.40908347004112
