""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENDOG"	1336.09218945504	1.2359941271609	0.097455618985486	12.6826358503246	7.3807408353655e-37	0.00647647904957165
"ENY2"	3534.30491340932	1.38921632811226	0.0813723620229461	17.0723362770336	2.38463319676118e-65	9.51567025222394e-05
"EPHB4"	1064.76119468031	-1.4205881816822	0.113671363036783	-12.4973268880616	7.72038475458001e-36	0.00756378534606938
"EPRS1"	988.655743223388	-2.08247544832145	0.104399629537131	-19.9471536207013	1.58668022411125e-88	2.9995818485548e-06
"ERGIC3"	4132.4448639766	1.17358626713347	0.0791735514620793	14.8229584938547	1.04096808755816e-49	0.000990023297800362
"ERH"	13915.2445888648	1.31268245428472	0.075242110785773	17.446114158362	3.68462762411095e-68	6.35275369590775e-05
"ERO1B"	601.692227787921	1.99490301685775	0.136267083601617	14.6396544501528	1.56863416037863e-48	0.00117136743656602
"ERRFI1"	1170.88466692237	1.35994832374103	0.0985460012230567	13.800137061501	2.54368541099456e-43	0.00244600149010625
"ESRG"	907.272400198681	-1.34865918689305	0.10862589874427	-12.4156320222317	2.14982412747232e-35	0.00811453304110921
"ETFA"	8253.00920794288	1.04191430483233	0.0803480961919052	12.9675045733978	1.87020348688431e-38	0.00505030053993666
"ETFRF1"	800.143489448259	2.02246935645098	0.11805059546409	17.1322249455844	8.53281520197163e-66	8.92984866440245e-05
"ETHE1"	1374.23412869473	1.50951990274037	0.0920528390868272	16.3984068032551	1.96319335030467e-60	0.000199764034541865
"EVC"	603.648264331043	-1.43963340934732	0.114878368973374	-12.5318057891384	5.00108412317471e-36	0.00735718239078643
"EWSR1"	2232.6367099292	-1.55811354084493	0.101637070893121	-15.3301696630298	4.80729302474877e-53	0.00060876167528241
"EXOSC1"	2738.85152434745	1.60058749806463	0.0836491950985551	19.1345236039489	1.30264565491028e-81	8.42183904096721e-06
"F3"	2241.11345642414	1.08056307997793	0.076811492750641	14.0677266029166	5.99663169682174e-45	0.00192432666885902
"FABP5"	1396.94540912697	1.6037812277054	0.0982241258764912	16.3277729722128	6.26291128768684e-60	0.000215784804660983
"FADS1"	2340.42299720378	-2.46422613595654	0.085472957332011	-28.8304770640438	8.90349813368087e-183	1.55993736446665e-12
"FADS2"	3069.56812373233	-2.7932139445148	0.0839124760235206	-33.2872306584287	5.90883958232422e-243	2.0347009101739e-13
"FAF1"	565.181397718922	-1.43603076499438	0.116896384183136	-12.2846465699454	1.09522616740256e-34	0.00900884664748636
"FAHD2B"	1316.37010469415	1.26074499840205	0.0965216134829634	13.0617895091919	5.44330133438901e-39	0.00463758603240904
"FAM120A"	2519.18459628608	-1.68283996905782	0.11663215574833	-14.42861068854	3.41898821728783e-47	0.00141732305064242
"FAM162A"	1277.20072421539	1.5106397804019	0.0949985221319043	15.901718747839	6.16498591374721e-57	0.0003397140963673
"FAM168B"	2482.59240394112	-1.37225474316722	0.105435829499618	-13.0150703957063	1.00449683880061e-38	0.00484585042999841
"FAM174C"	1518.63909437271	1.48257548594692	0.0889737957418283	16.6630576293367	2.43263684220908e-62	0.00014953987642241
"FAM200B"	669.640703761295	2.03430894020629	0.111256865924379	18.284794590466	1.09374777266862e-74	2.40267911324962e-05
"FAM20B"	786.81685103814	-1.42659549020246	0.104683911970563	-13.62764787204	2.74278712614452e-42	0.00284623227923405
"FAM20C"	564.596984810674	-2.39684537475365	0.14298605468677	-16.762791168721	4.56672489344537e-63	0.000135081552517846
"FAM220A"	2184.66625324365	1.32016988690842	0.0803984488621726	16.4203402626783	1.36797450932509e-60	0.000195077471246847
"FAM53B"	354.598954506155	-2.42109139441805	0.151611472075188	-15.9690514265132	2.09954565775283e-57	0.000317475814200567
"FAM83B"	347.478763346506	-2.08261044971041	0.157404765922038	-13.2309237113056	5.81680650310319e-40	0.00399070455751688
"FAM83H"	2249.40940343649	-1.6831829117916	0.138172785023795	-12.1817253050355	3.88965447943029e-34	0.00971376858614758
"FAT2"	1164.21222978045	-3.41276642820937	0.147579129335854	-23.1249936462408	2.59557669748664e-118	3.42039856456045e-08
"FAU"	24158.7030537662	1.40119914830604	0.0811155392431586	17.2741149399955	7.36952773691616e-67	7.75074173398514e-05
"FBP1"	108.920796418995	5.00674548990525	0.378242362932221	13.2368713305718	5.3741304543702e-40	0.00397646096211209
"FBRSL1"	1099.06822657146	-1.98860807172181	0.133449802425893	-14.9015437683103	3.22051531451984e-50	0.000919999294989327
"FBXL5"	2211.76196576167	1.35987852130874	0.0900238645075828	15.1057558875868	1.48394880053633e-51	0.000755075414310051
"FBXO11"	393.989317859069	-2.08447565076731	0.162341676229746	-12.8400525310417	9.78080832290368e-38	0.00564593632683309
"FBXO22"	4195.50073294993	1.26072753753353	0.0821509525506419	15.3464749755197	3.73961929365803e-53	0.000600276417249652
"FDX2"	1047.72130546137	1.27841273000942	0.100497994179365	12.7207785632792	4.53320686897756e-37	0.00626239200334545
"FERMT1"	894.915984952907	-2.0917401939656	0.117320726033085	-17.8292469258648	4.19027191301971e-71	4.08963122386356e-05
"FGD1"	541.843152876085	-2.09898753763254	0.139918795456873	-15.0014694650478	7.18116707098287e-51	0.000835159754204812
"FGFR2"	779.803511297775	-2.30313236421765	0.125413611397861	-18.3642934650149	2.53730289154876e-75	2.22063665790196e-05
"FHL1"	563.666100294268	1.873821643764	0.126438801735888	14.8199889435692	1.08802357433654e-49	0.000992481337325486
"FHL2"	2533.42859831623	1.68133827263735	0.0740102841200504	22.7176302945965	2.99959270227555e-114	6.24060686228852e-08
"FIS1"	1979.52162883248	1.25482538174622	0.0946551834339823	13.2568057682906	4.12077125615341e-40	0.00391758042805081
"FJX1"	1001.71216030787	-1.29721058345036	0.103119000201408	-12.579743606093	2.72914195978415e-36	0.00705393209956053
"FKBP1A"	10605.3681196572	1.10953523871862	0.0830404068928236	13.3613897165827	1.01648495879208e-40	0.0036224112844182
"FKBP9"	2016.67724346745	-1.33219542978239	0.0987490547426622	-13.4907157668907	1.77370177803341e-41	0.00321715851864511
"FLRT2"	323.398806572296	-2.17426170399777	0.165821792342456	-13.1120383713347	2.80944556697849e-39	0.00443499767735071
"FNTA"	2914.96684068714	1.08426122978524	0.0780369777032838	13.8941981314022	6.86884464974525e-44	0.00225661284822731
"FOXK1"	931.066502527476	-1.881361469501	0.153369209168997	-12.2668785976978	1.36411395072758e-34	0.00910467367313253
"FOXM1"	2207.93711926382	-1.6157365067216	0.119850063656683	-13.4813153821091	2.01482447512772e-41	0.00323820433867461
"FOXN3"	220.573960512992	-2.47621248403111	0.195368368504938	-12.6745823951973	8.17931298299688e-37	0.0065177872847403
"FRMD4A"	120.244940164319	3.16997161111683	0.256953840195533	12.336735690366	5.74376990321645e-35	0.0086265845466389
"FUBP1"	878.957795909726	-1.66302282043033	0.104624207716222	-15.8952010890351	6.84085937181212e-57	0.000342064043689057
"FUNDC2"	2767.7280038818	1.69541734016761	0.0930950977458026	18.2116715189125	4.17018499026897e-74	2.61324337294575e-05
"FUS"	4346.864224914	-1.26377995864379	0.09285766628328	-13.6098612987795	3.49907236939104e-42	0.00289127488701419
"FXYD3"	5231.29008038201	2.37581880360701	0.101898007049128	23.3156552557654	3.07582645891063e-120	2.71437610166458e-08
"FZD1"	1433.2033369925	-1.49363222732437	0.110961365979596	-13.4608312914878	2.65907695500347e-41	0.00329159710875817
"GABARAPL2"	3632.90941940398	2.00407786731387	0.0929003641295928	21.5723359761889	3.26769327184814e-103	3.48979923954917e-07
"GAD1"	269.922607317871	2.26653066912631	0.168976932196302	13.4132549317043	5.05696835504256e-41	0.00344545119570989
"GADD45GIP1"	5465.84388379292	1.24925412564834	0.0762809010069474	16.3770237262216	2.79068606841725e-60	0.000204240236775526
"GALNT10"	443.198230532688	-1.92847057763737	0.136728259169565	-14.1044037958953	3.56791863322194e-45	0.00186657824338892
"GALNT2"	2887.91473901502	-1.53865642909076	0.105133881958363	-14.6352098907574	1.67458117424163e-48	0.00117553160916237
"GANAB"	6681.85073497065	-1.85512281219614	0.0922506117735737	-20.109599020866	6.08134350364533e-90	2.42492713702802e-06
"GAS5"	2119.47750504168	1.63363112864792	0.11101193670119	14.7158150482966	5.10277005570167e-49	0.001096149665048
"GAS6-DT"	312.84698078743	2.72112503600778	0.175128989421654	15.5378332564701	1.923784935179e-54	0.000493743213292839
"GATA6-AS1"	87.7216212360986	5.02365263859939	0.40904917655101	12.281292633217	1.14159538083614e-34	0.00901790144577507
"GBP6"	395.491684968898	-2.01405534642363	0.138870942412204	-14.5030725034285	1.15846108270527e-47	0.00132378360541292
"GCAT"	1368.92369337802	1.10584817753721	0.089520314728991	12.3530416630571	4.69039254887354e-35	0.00851670357638423
"GCH1"	1685.83929128972	2.63341935343592	0.0903664537451137	29.1415591106818	1.06872126029045e-186	8.99963864115377e-13
"GCLC"	3432.43434089333	-1.99143262208353	0.0898894148456932	-22.1542505922647	9.49264779916998e-109	1.40149140648305e-07
"GDF15"	1162.85145480853	1.70183170190472	0.121224697077706	14.0386550177464	9.04122528917102e-45	0.00198053656634668
"GDF9"	4803.54329324297	1.61332955777816	0.108738465089173	14.8367880349894	8.4716189697342e-50	0.000975969509207138
"GGH"	5360.41894950363	2.58733549075203	0.0860804737941063	30.0571706533657	1.75962042627543e-198	2.0347009101739e-13
"GHITM"	19712.0677191285	1.10560689359711	0.0758004084547407	14.5857643268143	3.46024753503418e-48	0.00123407193454475
"GIT1"	638.592405342032	-2.12829018762524	0.154713670146499	-13.7563163333269	4.66708035380341e-43	0.00253769982230047
"GJB5"	683.678223578676	1.72176334590075	0.115580768631002	14.8966248130566	3.4665385257503e-50	0.00092247676179949
"GLA"	3395.60617996629	1.00126518156228	0.0808668860621934	12.3816463118441	3.28533665268452e-35	0.00831830874978264
"GLG1"	1537.70365940919	-1.80045997960489	0.132459971186072	-13.5924835516965	4.43762730109047e-42	0.00293569217692531
"GLI2"	268.981260831098	-2.60738071868802	0.210412903915507	-12.3917339201546	2.89710784604496e-35	0.0082502404182727
"GLI3"	482.255440563631	-2.22675093954225	0.133170622082951	-16.7210373032216	9.210207839451e-63	0.000140279653643145
"GLRX"	1846.28739206536	2.20107091193349	0.0997797346310029	22.0592981137233	7.77803152716712e-108	1.62976333682056e-07
"GLRX2"	607.939213264864	1.73820237526295	0.111217839276525	15.6288090702895	4.63382848911073e-55	0.000450517982201749
"GLRX3"	9485.72500437994	1.17581423494016	0.0893306203414494	13.1624993809047	1.44234392829068e-39	0.0042396724455976
"GLUL"	18077.7857110605	1.98422365021522	0.0713082548479215	27.8260021149999	2.10269388458312e-170	1.13095458923832e-11
"GNA11"	1171.2315720282	-1.53704030400167	0.118557427396028	-12.9645213949132	1.94440222426482e-38	0.00505941168861454
"GNA12"	1885.84252996499	-1.42901917218552	0.0982175197048796	-14.5495343038532	5.88019846129556e-48	0.00127477651415822
"GNB1"	6888.45760945073	-1.01229723271765	0.0753564850880861	-13.433445463046	3.85069906206345e-41	0.00338579621487213
"GNG4"	549.604662804274	1.59281610802784	0.130771084126066	12.1801858466841	3.96377612675088e-34	0.00971750412651809
"GNG5"	2404.88287752014	1.2213596491923	0.0842338157900999	14.4996357785307	1.21794428779393e-47	0.00132529415891448
"GNPDA2"	1177.83299313146	1.37343928161923	0.0938466155889829	14.6349367315966	1.68132014842644e-48	0.00117553160916237
"GOLGA7"	4541.02793129913	1.33866281968639	0.0765443215315412	17.4887280062281	1.74611192670438e-68	6.01398793591067e-05
"GOLM1"	769.379132581699	-1.63631974489438	0.111852236296383	-14.6292984304623	1.82660927247213e-48	0.00118098340230205
"GOLT1B"	4886.39567136776	1.46910775706252	0.0854312184687389	17.1963807071311	2.82643903907264e-66	8.36165431596515e-05
"GPC1"	5423.14294634047	-2.71536752546991	0.107756674581381	-25.1990657285845	4.10123965129594e-140	1.32303960379924e-09
"GPI"	7810.97439569292	-1.10664266736612	0.0804577394116946	-13.754334579344	4.7967372293272e-43	0.00254128243826937
"GPN1"	2542.32235851377	1.30894243799564	0.0868412089720853	15.0728260636767	2.44429785971123e-51	0.000781879107979061
"GPN3"	2202.23054671943	1.6525212248534	0.082955105948298	19.920669209721	2.69366799843557e-88	3.07814022901168e-06
"GPR1"	202.778934715795	6.92260716723436	0.448355475660328	15.439996928863	8.81044634614854e-54	0.000544948524230079
"GPR87"	2778.92183451587	1.94768615405768	0.0945811057330688	20.5927615136424	3.18677672546746e-94	1.28026321410957e-06
"GPX1"	11822.3255740788	1.57832080806593	0.0797433771941285	19.7925001874907	3.45471584733901e-87	3.62996136337873e-06
"GPX8"	2101.37043514504	1.62318138942609	0.0926330671118325	17.5226993991949	9.61529488037159e-69	5.79405569942417e-05
"GRB10"	796.239783049375	-1.72787784915742	0.105769047134647	-16.3363280275918	5.44339843635505e-60	0.000214032723479906
"GSKIP"	1872.57744590178	1.71483782445508	0.101375587287865	16.9156881881794	3.4476571252304e-64	0.000113401798889804
"GSR"	5310.98808192533	-1.67637290863509	0.0723042224863678	-23.1849932270712	6.45285248427815e-119	3.09659713899879e-08
"GSTK1"	2274.28059458646	2.15466469523537	0.0882564050571058	24.4136920582841	1.22367784827936e-131	4.85481395550994e-09
"GSTM3"	7007.70210897012	2.59151920869161	0.0859797979364191	30.1410246463711	1.40631649676967e-199	2.0347009101739e-13
"GSTO1"	11461.9373866996	1.95119677606137	0.101349981505955	19.2520683977305	1.3563793588835e-82	7.30135605376427e-06
"GSTP1"	30381.3227311816	1.08488043480983	0.0594382010147332	18.2522420983252	1.98589022732066e-74	2.48282047865411e-05
"GSTT2B"	206.183092431272	2.83471596413985	0.215240008571054	13.1700234680304	1.30557083116162e-39	0.00421454212513196
"GSTZ1"	1447.84728578984	1.38873829882171	0.0852111846597227	16.2976058174454	1.02634416414097e-59	0.000223382376836057
"GTF2A2"	7269.9414085442	1.70434188071704	0.0764579812978117	22.2912226007963	4.49547306573725e-110	1.1341108948026e-07
"GTF2B"	971.314501168556	2.01997812493418	0.109138659875459	18.5083647466373	1.76786383115873e-76	1.86599995950858e-05
"GTF2H5"	1233.33076174287	1.76365690372064	0.110677516857099	15.9350964297273	3.61642417533086e-57	0.000330011287627989
"GTF2I"	520.329901226734	-2.11492281104559	0.133064665866764	-15.8939474823711	6.97908043233402e-57	0.000342152400949886
"GTF3A"	2130.59205479822	1.28285408486343	0.0902801915599365	14.2096960883358	7.97709423051267e-46	0.00171001661635435
"GTF3C4"	1306.21039654521	-1.1641458992819	0.094775391310145	-12.2832085754447	1.11487319094988e-34	0.00901121243652389
"GTPBP8"	1200.93888431059	2.39112410221014	0.0998331567617927	23.9512019830795	8.97751457261036e-127	1.03746234319462e-08
"GUK1"	6725.20896051378	1.74127193307365	0.0850396204891049	20.4760078074048	3.52383372472432e-93	1.50589480635109e-06
"GYG1"	3584.83665549657	1.80254881361229	0.0962706979428542	18.723753459046	3.17005450821223e-78	1.43431840902363e-05
"H1-0"	857.498468857645	-2.57611581224423	0.131621147639233	-19.5722029358476	2.66891939272194e-85	4.89197069125312e-06
"H1-10"	4488.97390276531	-1.27960482886179	0.0745164827676651	-17.1721044973563	4.29559122231307e-66	8.61060993755271e-05
"H1-2"	1098.36992025066	2.49199935014707	0.110509786202063	22.5500332214065	1.3418461681595e-112	7.81266989834451e-08
"H2AC11"	195.141557691564	3.13763424477898	0.200219789962044	15.6709496367656	2.38981862791432e-55	0.000432390166562725
"H2AC6"	301.75983357547	2.52701289390504	0.170157775466135	14.8509986510018	6.85399658215556e-50	0.000963671047439614
"H2AW"	1185.92791761311	2.41728741856261	0.112763519480532	21.4367858479262	6.06613449560192e-102	4.16661864383376e-07
"H2AZ1"	20563.2478464773	1.32274051857285	0.070607175081783	18.7337974793743	2.62505883250141e-78	1.41705370041656e-05
"H2BC11"	420.453165938133	4.6871668684387	0.194403901454437	24.1104568034466	1.94192232614381e-128	8.09150394232791e-09
"H2BC12"	4387.51391106868	2.82308390442708	0.0861676675045264	32.7626821774975	2.00333676907766e-235	2.0347009101739e-13
"H2BC4"	293.595625666178	4.22730312856983	0.211239685927057	20.0118794440433	4.33974147957573e-89	2.77522614546832e-06
"H2BC5"	411.912450163896	3.00400310628057	0.14516369032014	20.6939014822207	3.93083741846636e-95	1.12528999668641e-06
"H3-3A"	8476.6729323145	1.46291686005725	0.0759691628460398	19.2567195063347	1.23989210189425e-82	7.27804029908901e-06
"H3C8"	212.07310424475	4.35680307359546	0.244267036792833	17.8362300980076	3.69820429759532e-71	4.06666923860173e-05
"H3P6"	1370.39700773025	1.6369967881037	0.0928731620897233	17.6261554066849	1.55166060991355e-69	5.16036656865993e-05
"H6PD"	485.047205720571	-2.60823186297748	0.174563126531932	-14.9414822866407	1.76993921869506e-50	0.000884756309524258
"HACL1"	759.748692362546	1.57405899206119	0.114837528663619	13.7068344327742	9.24020804646292e-43	0.00265944029651696
"HADHB"	3976.06626469175	1.38101213209097	0.081649164271671	16.9139775576383	3.54922891556757e-64	0.000113401798889804
"HAT1"	2824.84291649293	1.03711518149106	0.0769919271500093	13.4704406017837	2.33468650806695e-41	0.00326703291017756
"HAX1"	4749.20933706005	1.39061879889448	0.0811445357630789	17.1375532045033	7.78587613442999e-66	8.89670092652345e-05
"HBP1"	1638.54516884683	1.58300998627572	0.0935497660401315	16.921581456405	3.11940698724579e-64	0.000112813165067523
"HCCS"	3827.85112894744	1.35078804619259	0.0787488996032205	17.1531037639712	5.95833436583419e-66	8.78822367676894e-05
"HDAC4"	137.674328762257	-3.40901731759073	0.276697158590373	-12.3203914885064	7.03519300973819e-35	0.00874333747566678
"HDAC6"	260.327692344676	-2.13421150751016	0.167702691273077	-12.7261613472555	4.2313620110381e-37	0.00624361636643982
"HDAC9"	559.557823803853	2.39421993414247	0.12503246295372	19.1487864637896	9.9068511874695e-82	8.26727160815888e-06
"HDGF"	6118.97508166274	-1.1714853149577	0.0671285511404895	-17.4513719580505	3.36062877651196e-68	6.31900425780463e-05
"HEBP1"	1381.69869830091	1.32158217147796	0.0902057516338171	14.6507528349502	1.33231264606948e-48	0.00115968270930671
"HERC4"	1090.16053241821	1.63300578515814	0.0940341401664754	17.3660947212056	1.49030144398355e-67	6.98329862441562e-05
"HEXB"	5184.16162513289	1.51874896795346	0.0785680971713113	19.3303519193287	2.98375825675092e-83	6.62977351199947e-06
"HGH1"	578.182527702466	-1.67038875021154	0.126762440535683	-13.1773161131379	1.18533103617758e-39	0.00418771176722446
"HIGD1A"	9146.48985788049	1.54689683206164	0.0844805068611103	18.3106954436815	6.79957981083984e-75	2.33670757969011e-05
"HIKESHI"	3215.71283931351	1.62800752218053	0.0936767875661259	17.3789853866554	1.19040981810786e-67	6.88692000096401e-05
"HIRA"	486.275224241657	-2.03295214547275	0.157990344609119	-12.8675720690555	6.85223828964367e-38	0.00551872743492148
"HK1"	2054.67408584609	-1.22119278001639	0.0882993803879513	-13.8301398565988	1.67694160241674e-43	0.00238473884612249
"HLA-A"	3530.91850264154	1.26847929323382	0.0844532135554715	15.019905576484	5.43851298432742e-51	0.000822256133458126
"HLA-E"	3199.93304783617	1.08361521495523	0.086214517277188	12.5688254040941	3.13344639173089e-36	0.00712418759034524
"HMGCL"	590.378700642093	1.74020757462872	0.125725879884102	13.8412837216403	1.43618618272544e-43	0.00236491040524373
"HMGCS1"	2491.55072960988	-1.79023384397864	0.0842200394592245	-21.2566255664769	2.86275094908686e-100	5.36102846324388e-07
"HNRNPA2B1"	10012.1868298585	-1.48347072823112	0.0825029250920139	-17.9808258504366	2.75360456777538e-72	3.41028401649517e-05
"HNRNPA3"	3049.05005738972	-1.8939588468637	0.0930293129825726	-20.3587319538573	3.88508793679548e-92	1.7445449412957e-06
"HNRNPD"	2838.17765963779	-2.37350553131773	0.111757137060818	-21.23806670196	4.25025631750072e-100	5.47216431476569e-07
"HNRNPDL"	2529.46645713458	-1.26101156068301	0.0814566801579097	-15.4807630048075	4.6789039458533e-54	0.000522065582871853
"HNRNPH1"	2216.40860549982	-1.80859393313356	0.0967319592341814	-18.6969637279348	5.24050572443122e-78	1.48011551577102e-05
"HNRNPH3"	1311.07261342601	-1.58216080573665	0.105991209633631	-14.927283226652	2.19008821860471e-50	0.000895088615648155
"HNRNPL"	4790.16584105934	-1.0893049954423	0.0758719691467127	-14.3571467525236	9.61029430134549e-47	0.00151490101676644
"HNRNPM"	3477.30682122749	-1.87989932478585	0.107190917136651	-17.5378602497568	7.36487292349569e-69	5.68503618014424e-05
"HNRNPR"	2075.12440886699	-1.4229456715732	0.083826576325236	-16.9748752001079	1.26021885055188e-64	0.000106105985094153
"HNRNPUL1"	2167.16435413684	-2.29846475307083	0.117640033927205	-19.5381170536988	5.2067851522892e-85	5.09464144373891e-06
"HPRT1"	3805.69935101245	1.21019888555123	0.0760623978907884	15.9106065429183	5.3492732232436e-57	0.00033637256093842
"HS6ST1"	1558.58687871291	-2.63400705472944	0.141410465827978	-18.6266768821315	1.95278864017725e-77	1.60687410016144e-05
"HSBP1"	6243.57438681436	1.22761351957876	0.0855425067340183	14.3509182329183	1.05135933821727e-46	0.00151880822667551
"HSCB"	1255.81843563946	1.65829037292227	0.109036545776471	15.2085739796071	3.10227364315811e-52	0.000681032195059212
"HSP90AA1"	18025.1485976598	-1.332999216105	0.0759540916577374	-17.5500646115515	5.94123922168268e-69	5.61163122779492e-05
"HSP90AB1"	21855.1687337353	-1.33136622157524	0.0685185014655113	-19.4307550967876	4.24077571950644e-84	5.83389894596512e-06
"HSP90B1"	5332.50067405787	-1.58096485438607	0.105787657248616	-14.9447005019742	1.68647683992615e-50	0.000882307699728664
"HSPA1B"	1299.3024843937	-2.50050178008903	0.121934894982186	-20.5068596684677	1.8698386536868e-93	1.44515612688975e-06
"HSPA5"	9250.18908704356	-1.40225325315239	0.0727743426156236	-19.2685114389663	9.87352645157819e-83	7.21353834869481e-06
"HSPA9"	5574.67885209937	-1.30357306262492	0.0710760684339872	-18.3405341818481	3.92917271203024e-75	2.28100166774043e-05
"HSPB11"	3063.87323708739	1.95430319934183	0.095253277146391	20.516912991228	1.52067104254424e-93	1.42792373013625e-06
"HSPB3"	731.965586775591	2.19102113597551	0.122332665795058	17.9103522492193	9.79139706097934e-72	3.72666010423092e-05
"HSPG2"	770.641489479019	-2.26747185131818	0.18374545862881	-12.3402878538553	5.4959042471347e-35	0.00860096244760738
"HSPH1"	2216.78789554959	-1.71045817897497	0.0838729917479574	-20.3934322995773	1.91246624401154e-92	1.67041455110915e-06
"HTATIP2"	4032.97569210309	1.00240618760346	0.0810671758562128	12.3651302394129	4.03556702371184e-35	0.00843385482828104
"HYAL3"	547.067689338657	2.0497720613084	0.120622715605602	16.9932508235887	9.21380759041131e-65	0.000104221638301549
"HYOU1"	1955.67609667453	-1.95656692309877	0.118910483011805	-16.4541163532615	7.83570654018558e-61	0.000188648200872581
"ICAM3"	818.554864257677	1.425416400626	0.109133756141966	13.0611870333846	5.48655509328641e-39	0.00463758603240904
"ID3"	5864.89068540171	-1.49110996057433	0.0845875757698495	-17.62800206772	1.50180899808464e-69	5.15734130601107e-05
"ID4"	375.818188925881	-1.78692469741989	0.140895680032302	-12.6826081325574	7.38335181410934e-37	0.00647647904957165
"IDE"	1828.94000265872	-1.23110354689645	0.0839545578711837	-14.6639274640146	1.09737458033123e-48	0.00114988420879053
"IFI27L2"	1181.70422861623	2.26101375492716	0.111778591063087	20.2276100765223	5.59497907325957e-91	2.08221094465413e-06
"IFI35"	254.80676862778	2.25646873961451	0.185054436321177	12.1935403682959	3.36479110190912e-34	0.00962794062501052
"IFI6"	350.698090905926	3.60669900527859	0.168896918523516	21.3544393634181	3.54600669574151e-101	4.62978999414504e-07
"IFNGR1"	1238.5550230079	2.3279377660856	0.116967621354038	19.9024117882965	3.87811642225411e-88	3.13442248194613e-06
"IFNGR2"	2009.00882438784	1.27507670050927	0.0818192595037336	15.5840655151748	9.34194825718441e-55	0.000471501869341157
"IFT20"	887.789317351027	2.13925868003079	0.125597355272228	17.0326729841884	4.70071217762629e-65	9.96894081283751e-05
"IGF1R"	675.806708085744	-2.05443629129883	0.136861172719243	-15.0110966498388	6.21122218793402e-51	0.000829171876514143
"IGF2BP2"	981.573342292554	-1.68154278702284	0.125763882984954	-13.3706335007485	8.97729910102558e-41	0.00359202706130019
"IGFBP3"	22901.5815889836	1.1474289635252	0.0644113525201219	17.8140796401806	5.49543456388299e-71	4.16019583794437e-05
"IL18"	11897.799395907	2.55377935022248	0.0755601693270075	33.7979569522971	2.11332164312016e-250	2.0347009101739e-13
"IL1A"	552.637229729464	1.53114478844127	0.123421148415901	12.4058543296135	2.42907954548661e-35	0.00817278449161046
"IL1RAP"	2564.59378732514	1.13111887109722	0.0851180263235238	13.2888287000213	2.68752258354764e-40	0.00382789965123376
"IL32"	261.649207570925	2.21951381349423	0.181907150008272	12.2013555453609	3.05692124645043e-34	0.00957539433697518
"ILF3"	3184.56730150231	-2.4443286174587	0.137277740393718	-17.8057171574086	6.38096451019886e-71	4.19186776185335e-05
"ILRUN"	2353.29686358062	-1.33227941948551	0.0794177713848952	-16.775583049651	3.68226981803637e-63	0.000133458560565501
"IMMP1L"	605.616490565765	1.43035681720684	0.1167099850224	12.2556507648623	1.56686443602047e-34	0.00918057254396413
"IMPA1"	920.738537275759	1.72912445017956	0.115495623680265	14.9713417277733	1.13017912099761e-50	0.00085928546310011
"INAFM2"	493.519533514751	-1.642020571411	0.12813790451972	-12.8144796620917	1.36047940243336e-37	0.00577549809001836
"INSIG1"	1319.63772272829	-1.84954085504996	0.0915221165529821	-20.2086765987242	8.21203944581948e-91	2.12198365513949e-06
"IRAK1"	5414.70015514613	-1.40623205875686	0.0919649564424659	-15.2909555243101	8.78516513375472e-53	0.00063044528907749
"IRF2BPL"	939.0345732295	-2.32469665933167	0.128993850096223	-18.0217634995588	1.31484632163671e-72	3.23928318612388e-05
"IRX1"	379.330620710457	-1.95850503226862	0.155078276856237	-12.6291384710459	1.45866494288422e-36	0.00675651978339723
"ISCA1"	2731.25932679267	1.2012290098572	0.0887077211514309	13.5414256421558	8.90438422265849e-42	0.00308314557736565
"ISCU"	3407.70205284737	1.36923351068556	0.0709846732736532	19.2891429591712	6.62626359197344e-83	7.03435290435677e-06
"ISG15"	307.549646189426	2.39682680500461	0.154528962001462	15.5105345558585	2.94417540235196e-54	0.000509408165088509
"ISG20"	100.40085680515	4.05017276858414	0.317868564640657	12.7416587203669	3.46939187470188e-37	0.0061562799875547
"ITGA3"	2619.09342791424	-2.58663422036138	0.12544047143763	-20.6204121422446	1.80018476727345e-94	1.24004814960191e-06
"ITGB4"	3325.76786532307	-2.22007333570974	0.124973562353825	-17.764343865179	1.33491984988843e-70	4.39152869628745e-05
"ITGB5"	1673.14802297739	-1.99050111632454	0.10728114095405	-18.5540636371223	7.56134598491139e-77	1.7548843296822e-05
"ITM2A"	341.044778291225	2.17396535249937	0.157659054145827	13.7890295249936	2.96724756517954e-43	0.0024608877487973
"ITM2B"	11148.6381225593	1.28285169900587	0.0658637823535971	19.4773463224255	1.70911500079078e-84	5.51954946959689e-06
"ITPR3"	693.811777190083	-1.78594451092556	0.146892908212865	-12.1581397812447	5.1927698912382e-34	0.00984798036901604
"JADE2"	1067.6761191356	-3.18609092909595	0.113470371201378	-28.0786155483842	1.78752418128787e-173	7.23243687161812e-12
"JAG1"	2391.97903067935	-1.82043798766176	0.12110746574024	-15.0315917894473	4.55916992057704e-51	0.000813476088177147
"JAG2"	1523.42050199213	-2.39735497371106	0.143032202369682	-16.7609456751204	4.71071426870368e-63	0.000135081552517846
"JKAMP"	2428.50608277454	1.17499379634608	0.0802476789241532	14.6420907383083	1.51341851472267e-48	0.00116918597675044
"JPT1"	7850.22214420529	1.80371005145189	0.0682961062813191	26.410144730978	1.04778531797247e-153	1.63305942842603e-10
